序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
182,603052,可川科技,44.84,22.05%,47.27%,-1.85亿
183,1202,炬申股份,19.44,22.03%,33.21%,-2.34亿
184,603108,润达医疗,19.15,21.90%,61.83%,5.25亿
185,2222,福晶科技,70.89,21.89%,46.82%,6860.60万
186,301045,天禄科技,33.6,21.87%,70.44%,1.05亿
187,688196,卓越新能,72.81,21.78%,12.72%,1652.33万
188,301517,陕西华达,88.88,21.75%,110.25%,1.02亿
189,601399,国机重装,6.09,21.56%,37.33%,-6.98亿
190,603859,能科科技,54.42,21.50%,57.83%,3.12亿
191,688335,复洁科技,37.55,21.32%,26.27%,-744.38万
192,2712,思美传媒,7.06,21.31%,51.47%,-2530.28万
193,2046,国机精工,51.77,21.30%,40.68%,-5.55亿
194,300676,华大基因,58.01,21.13%,22.87%,6.64亿
195,688229,博睿数据,78.0,21.08%,36.58%,6796.97万
196,600556,天下秀,8.48,20.97%,84.06%,1.59亿
197,688133,泰坦科技,27.82,20.96%,30.80%,6655.63万
198,603882,金域医学,36.68,20.90%,33.45%,-1.52亿
199,2777,久远银海,22.22,20.89%,48.71%,1.34亿
200,300634,彩讯股份,31.69,20.82%,55.72%,7.48亿
201,301515,港通医疗,26.65,20.70%,87.95%,-9630.88万
202,710,贝瑞基因,14.45,20.62%,36.15%,-2271.54万
203,301169,零点有数,63.23,20.58%,26.58%,3393.99万
204,2278,神开股份,15.25,20.55%,118.80%,-6554.03万
205,603938,三孚股份,23.9,20.52%,44.47%,-4.61亿
206,688369,致远互联,31.77,20.48%,49.08%,7495.09万
207,1896,豫能控股,6.38,20.38%,19.02%,-1.27亿
208,2364,中恒电气,33.09,20.33%,72.46%,2.59亿
209,785,居然智家,3.61,20.33%,13.68%,-2344.53万
210,2029,七匹狼,14.16,20.31%,55.32%,-964.00万
211,2017,东信和平,27.44,20.30%,57.76%,4.35亿
212,688480,赛恩斯,65.08,20.27%,20.55%,9896.69万
213,300353,东土科技,25.23,20.20%,46.72%,1.41亿
214,300139,晓程科技,38.47,20.14%,85.38%,3.93亿
215,908,*ST景峰,8.18,20.12%,9.83%,-8049.63万
216,1330,博纳影业,9.11,20.03%,50.56%,2.74亿
217,688260,昀冢科技,36.38,20.03%,46.01%,8496.94万
218,2943,宇晶股份,55.2,20.00%,78.76%,1.99亿
219,688117,圣诺生物,46.1,19.90%,26.78%,2.27亿
220,301162,国能日新,63.75,19.88%,21.39%,4940.96万
221,301073,君亭酒店,30.83,19.87%,37.42%,4572.39万
222,688399,硕世生物,81.25,19.71%,29.92%,2.38亿
223,2315,焦点科技,57.7,19.66%,50.71%,2.74亿
224,300751,迈为股份,223.33,19.65%,51.56%,7.39亿
225,600397,江钨装备,9.2,19.64%,28.30%,6626.53万
226,300626,华瑞股份,17.18,19.64%,51.92%,-927.08万
227,601858,中国科传,22.13,19.56%,13.39%,4015.05万
228,300051,琏升科技,7.95,19.55%,80.52%,-6516.83万
229,301001,凯淳股份,35.55,19.54%,71.12%,9239.47万
230,300010,豆神教育,8.66,19.45%,70.47%,10.26亿
231,300912,凯龙高科,19.44,19.41%,49.83%,5583.75万
232,603356,华菱精工,16.98,19.41%,39.78%,-4331.45万
233,688618,三旺通信,33.79,19.40%,26.36%,-3395.88万
234,603017,中衡设计,13.17,19.29%,47.37%,-2.04亿
235,2413,雷科防务,18.12,19.29%,236.21%,-1.30亿
236,2574,明牌珠宝,6.99,19.28%,21.50%,-3635.05万
237,603045,福达合金,23.71,19.21%,29.18%,4049.72万
238,600838,上海九百,14.03,19.20%,129.51%,-2.53亿
239,1215,千味央厨,45.41,19.19%,32.16%,1759.08万
240,688091,上海谊众,58.68,19.17%,17.98%,8269.41万
241,300346,南大光电,54.8,19.16%,119.38%,-2.70亿
242,688585,上纬新材,155.8,19.15%,9.23%,-2764.88万
243,301087,可孚医疗,60.5,19.14%,33.49%,-2953.77万
244,688137,近岸蛋白,49.6,19.06%,26.06%,-1.02亿
245,301050,雷电微力,65.87,19.05%,85.13%,3.68亿
246,600775,南京熊猫,17.59,19.01%,131.75%,-5.90亿
247,300385,雪浪环境,7.39,19.00%,24.31%,2976.46万
248,688500,慧辰股份,74.82,18.99%,44.04%,2.75亿
249,603138,海量数据,17.36,18.90%,29.94%,4472.17万
250,688227,品高股份,84.0,18.85%,29.04%,-6655.31万
251,300762,上海瀚讯,52.65,18.85%,108.72%,6.77亿
252,300723,一品红,42.65,18.84%,22.94%,954.59万
253,2838,道恩股份,27.72,18.82%,14.34%,2.08亿
254,600338,西藏珠峰,18.92,18.77%,54.93%,1.83亿
255,603813,*ST原尚,46.16,18.72%,5.92%,-1047.54万
256,600879,航天电子,28.4,18.68%,82.73%,3900.70万
257,688503,聚和材料,74.5,18.59%,49.25%,1.99亿
258,603059,倍加洁,36.25,18.58%,16.43%,4756.54万
259,603011,合锻智能,29.49,18.53%,104.06%,2.09亿
260,300724,捷佳伟创,117.68,18.49%,55.43%,11.26亿
261,2428,云南锗业,37.83,18.44%,84.33%,-14.74亿
262,688392,骄成超声,139.28,18.39%,18.80%,1.69亿
263,960,锡业股份,36.83,18.39%,18.93%,2.53亿
264,2512,达华智能,7.47,18.38%,80.70%,-8.60亿
265,600550,保变电气,13.09,18.35%,51.60%,-1842.12万
266,2607,中公教育,3.29,18.35%,39.05%,-1.38亿
267,300738,奥飞数据,23.19,18.32%,62.60%,16.68亿
268,688202,美迪西,72.1,18.24%,25.53%,9767.48万
269,301315,威士顿,71.8,18.19%,123.62%,-1.04亿
270,600301,华锡有色,46.5,18.17%,27.96%,1.12亿
271,603828,ST柯利达,9.24,18.16%,4.88%,-614.86万
272,688543,国科军工,73.46,18.12%,97.28%,-3.84亿
273,892,欢瑞世纪,8.61,18.11%,67.67%,2.64亿
274,300451,创业慧康,6.21,18.06%,56.27%,3.62亿
275,2769,普路通,13.75,17.92%,35.04%,-1.60亿
276,2922,伊戈尔,38.18,17.91%,51.19%,-5.80亿
277,987,越秀资本,10.6,17.91%,20.88%,-12.14亿
278,2605,姚记科技,28.31,17.76%,38.79%,5.61亿
279,600869,远东股份,10.63,17.72%,42.69%,-8.06亿
280,300164,通源石油,7.18,17.70%,145.35%,1.28亿
281,2153,石基信息,13.34,17.64%,27.06%,2.75亿
282,688586,江航装备,15.62,17.62%,26.47%,6155.95万
283,2856,美芝股份,14.3,17.50%,45.18%,57.39万
284,2005,ST德豪,2.96,17.46%,7.20%,910.78万
285,300062,中能电气,10.5,17.45%,102.10%,-6806.03万
286,300862,蓝盾光电,27.28,17.43%,68.45%,3.55亿
287,880,潍柴重机,33.32,17.37%,107.68%,7.03亿
288,301382,蜂助手,42.27,17.32%,76.18%,5.60亿
289,300143,盈康生命,13.2,17.23%,38.10%,2403.30万
290,603039,泛微网络,65.9,17.22%,15.27%,1.81亿
291,2677,浙江美大,10.15,17.21%,52.00%,-2.56亿
292,300996,普联软件,19.93,17.17%,47.22%,2.70亿
293,301505,苏州规划,26.01,17.11%,50.56%,8446.70万
294,688248,南网科技,54.58,17.07%,6.32%,-4800.60万
295,300200,高盟新材,14.2,17.07%,119.85%,-7.36亿
296,688102,斯瑞新材,48.78,17.06%,44.24%,3.97亿
297,601126,四方股份,35.15,17.05%,22.77%,5.11亿
298,688661,和林微纳,65.99,16.96%,44.20%,3.16亿
299,301237,和顺科技,63.1,16.90%,32.59%,3648.32万
300,300182,捷成股份,6.64,16.90%,48.51%,9.59亿
301,688419,耐科装备,33.78,16.89%,56.54%,5508.68万
302,301047,义翘神州,82.02,16.79%,9.29%,7821.60万
303,2316,亚联发展,5.65,16.74%,54.50%,-1.89亿
304,300459,汤姆猫,6.0,16.73%,89.19%,10.04亿
305,600552,凯盛科技,14.46,16.71%,51.27%,3.33亿
306,603334,丰倍生物,50.29,16.68%,115.08%,1.09亿
307,300594,朗进科技,23.15,16.68%,32.96%,3237.16万
308,601360,三六零,13.16,16.67%,24.26%,6.37亿
309,600399,抚顺特钢,7.22,16.64%,43.71%,2.23亿
310,2187,广百股份,8.98,16.62%,67.81%,-3990.01万
311,2899,英派斯,31.95,16.61%,26.16%,-982.68万
312,301055,张小泉,24.12,16.58%,15.33%,4527.87万
313,688333,铂力特,124.27,16.54%,45.47%,3.05亿
314,688253,英诺特,35.98,16.48%,35.43%,1.12亿
315,300242,佳云科技,5.87,16.47%,53.06%,2144.45万
316,600967,内蒙一机,20.38,16.46%,38.06%,7.55亿
317,300977,深圳瑞捷,21.84,16.36%,25.73%,2375.54万
318,300192,科德教育,25.0,16.33%,65.89%,2.00亿
319,2429,兆驰股份,8.76,16.33%,19.30%,4.03亿
320,600089,特变电工,27.37,16.32%,31.38%,-40.15亿
321,688639,华恒生物,41.34,16.29%,32.08%,1.15亿
322,300043,星辉娱乐,7.0,16.28%,50.21%,2.82亿
323,300592,华凯易佰,12.8,16.26%,39.34%,1.89亿
324,300426,华智数媒,9.24,16.23%,25.37%,1507.98万
325,2203,海亮股份,15.26,16.22%,15.30%,-2.82亿
326,301216,万凯新材,20.43,16.21%,24.95%,2.62亿
327,2181,粤传媒,10.5,16.15%,42.79%,-2.11亿
328,688510,航亚科技,31.36,16.11%,33.91%,9608.80万
329,688143,长盈通,57.39,16.08%,51.33%,-2139.87万
330,300561,*ST汇科,21.94,16.08%,35.83%,-9796.08万
331,300842,帝科股份,72.13,16.06%,42.31%,-1.43亿
332,426,兴业银锡,46.76,16.06%,24.03%,8.10亿
333,300617,安靠智电,38.75,16.05%,21.52%,3433.35万
334,2199,*ST东晶,10.13,16.04%,12.88%,267.80万
335,300725,药石科技,46.27,16.02%,52.81%,4.21亿
336,300536,农尚环境,8.98,16.02%,49.37%,-9094.50万
337,2451,摩恩电气,12.35,15.96%,101.37%,-2.58亿
338,2609,捷顺科技,11.01,15.89%,31.10%,1.47亿
339,300254,仟源医药,11.97,15.88%,40.99%,1.26亿
340,688020,方邦股份,84.9,15.87%,30.08%,788.59万
341,2703,浙江世宝,27.76,15.86%,129.70%,-10.71亿
342,301638,南网数字,22.88,15.85%,113.28%,2137.93万
343,688125,安达智能,164.18,15.84%,11.33%,-1.28亿
344,603716,塞力医疗,28.81,15.84%,168.94%,3032.14万
345,1255,博菲电气,41.48,15.80%,38.46%,-2.16亿
346,301446,福事特,37.7,15.64%,50.45%,4406.73万
347,595,*ST宝实,6.58,15.64%,10.01%,2165.55万
348,688651,盛邦安全,52.1,15.62%,119.78%,-175.60万
349,300053,航宇微,21.81,15.58%,115.77%,3.23亿
350,2788,鹭燕医药,26.26,15.58%,82.18%,-3.49亿
351,300136,信维通信,74.1,15.56%,119.68%,26.56亿
352,2713,*ST东易,11.44,15.56%,3.42%,-3142.65万
353,688182,灿勤科技,34.8,15.54%,15.09%,5770.47万
354,600651,飞乐音响,8.57,15.50%,13.27%,8338.40万
355,2647,*ST仁东,8.87,15.49%,18.13%,-4928.51万
356,300049,福瑞医科,83.49,15.48%,23.01%,4.24亿
357,300433,蓝思科技,39.18,15.47%,25.04%,13.74亿
358,981,山子高科,5.15,15.47%,97.00%,5.73亿
359,1208,华菱线缆,27.95,15.45%,190.15%,3.84亿
360,300133,华策影视,9.64,15.45%,63.69%,6.58亿
361,2935,天奥电子,25.78,15.45%,42.26%,-2.23亿
362,300148,天舟文化,5.16,15.44%,48.05%,3.10亿
363,603703,盛洋科技,17.46,15.40%,92.53%,-7.37亿
364,2569,*ST步森,15.79,15.34%,12.30%,-2824.47万
365,600501,航天晨光,34.69,15.33%,95.57%,5.18亿
366,301548,崇德科技,64.91,15.29%,71.39%,1.42亿
367,300168,万达信息,7.79,15.24%,23.50%,3.27亿
368,300805,电声股份,12.53,15.17%,35.70%,5445.47万
369,300687,赛意信息,27.94,15.12%,53.43%,3.51亿
370,603533,掌阅科技,27.29,15.10%,63.45%,1.69亿
371,600026,中远海能,13.81,15.08%,10.38%,4.25亿
372,300682,朗新集团,18.34,15.06%,22.10%,1.71亿
373,2162,悦心健康,5.58,15.05%,34.06%,-2356.42万
374,300878,维康药业,33.18,14.93%,26.89%,-477.14万
375,300005,探路者,12.93,14.93%,21.48%,1.04亿
376,603877,太平鸟,17.04,14.90%,12.95%,-7292.23万
377,300509,新美星,15.65,14.90%,50.49%,-6789.44万
378,688521,芯原股份,170.92,14.87%,26.93%,16.04亿
379,300248,新开普,14.38,14.86%,44.33%,4.24亿
380,688207,格灵深瞳,18.18,14.85%,22.05%,1.02亿
381,300288,朗玛信息,15.88,14.82%,46.98%,1.84亿
382,603650,彤程新材,53.8,14.76%,37.38%,-12.61亿
383,2394,联发股份,18.58,14.76%,38.00%,-1.89亿
384,605186,健麾信息,22.97,14.74%,13.87%,-1136.22万
385,603339,四方科技,14.8,14.73%,33.19%,353.85万
386,300496,中科创达,83.73,14.73%,51.34%,9.50亿
387,300662,科锐国际,30.07,14.68%,23.61%,1.12亿
388,2589,瑞康医药,3.83,14.67%,42.43%,1.31亿
389,603416,信捷电气,64.34,14.57%,25.88%,1.18亿
390,2729,好利科技,18.73,14.56%,48.96%,-1482.44万
391,2488,金固股份,11.5,14.54%,57.96%,1.50亿
392,676,智度股份,10.17,14.53%,42.97%,5.30亿
393,603682,锦和商管,7.59,14.48%,20.46%,1747.08万
394,2207,准油股份,9.02,14.47%,92.03%,-1.11亿
395,605162,新中港,10.13,14.46%,24.19%,-6471.69万
396,300492,华图山鼎,87.65,14.46%,9.07%,1.59亿
397,688037,芯源微,181.92,14.42%,34.58%,-6.02亿
398,688553,汇宇制药,21.63,14.38%,17.97%,9539.70万
399,3004,*ST声迅,28.25,14.37%,21.16%,-5011.05万
400,300113,顺网科技,23.9,14.35%,45.08%,4.35亿
401,300654,世纪天鸿,11.49,14.33%,47.20%,1.52亿
402,2354,天娱数科,7.74,14.33%,69.89%,9.91亿
403,300871,回盛生物,25.06,14.32%,35.26%,1.14亿
404,2248,华东数控,13.3,14.26%,68.31%,-1.54亿
405,603889,新澳股份,8.9,14.25%,12.21%,7473.31万
406,688611,杭州柯林,60.8,14.22%,15.70%,1.09亿
407,688292,浩瀚深度,31.03,14.21%,49.28%,1590.12万
408,603156,养元饮品,32.62,14.14%,6.24%,667.71万
409,688039,当虹科技,62.72,14.06%,57.22%,141.82万
410,600807,济高发展,3.57,14.06%,38.51%,4410.94万
411,688362,甬矽电子,41.63,14.05%,34.75%,3.92亿
412,300383,光环新网,15.35,14.04%,48.45%,10.45亿
413,300776,帝尔激光,73.73,14.03%,38.92%,2.88亿
414,688027,国盾量子,613.95,14.01%,30.87%,2.04亿
415,300935,盈建科,37.31,13.99%,40.68%,-2416.14万
416,2361,神剑股份,16.48,13.97%,184.96%,-2.86亿
417,78,海王生物,4.08,13.97%,37.28%,-4545.07万
418,300460,ST惠伦,8.91,13.94%,30.25%,940.64万
419,300048,合康新能,6.93,13.79%,47.70%,-8687.62万
420,603191,望变电气,17.43,13.77%,30.44%,-3489.85万
421,603516,淳中科技,261.27,13.77%,21.94%,-7307.00万
422,300494,盛天网络,14.3,13.76%,47.04%,2.11亿
423,2135,东南网架,5.63,13.74%,16.00%,6649.82万
424,688765,禾元生物,82.2,13.72%,69.53%,-8243.49万
425,600640,国脉文化,14.85,13.71%,15.76%,1.01亿
426,2774,快意电梯,12.77,13.71%,65.58%,-7.45亿
427,300774,倍杰特,26.33,13.69%,76.09%,-5950.77万
428,300271,华宇软件,8.5,13.64%,26.96%,2.11亿
429,2219,新里程,2.5,13.64%,14.98%,-2.86亿
430,688114,华大智造,77.58,13.60%,10.05%,1.45亿
431,688350,富淼科技,29.4,13.56%,19.72%,-104.06万
432,600118,中国卫星,121.52,13.56%,60.44%,15.21亿
433,2659,凯文教育,7.04,13.55%,48.10%,7330.35万
434,300943,春晖智控,24.18,13.52%,87.79%,855.36万
435,688315,诺禾致源,15.96,13.51%,12.18%,5933.43万
436,603186,华正新材,55.99,13.48%,34.10%,1.43亿
437,2582,好想你,13.34,13.44%,96.35%,-4589.34万
438,603,盛达资源,38.52,13.43%,29.03%,2756.77万
439,605398,新炬网络,33.0,13.40%,32.16%,-8513.05万
440,688768,容知日新,50.81,13.39%,15.01%,4769.69万
441,2555,三七互娱,29.94,13.37%,48.27%,12.75亿
442,603739,蔚蓝生物,16.74,13.34%,18.81%,-4206.30万
443,600845,宝信软件,23.8,13.33%,14.03%,1.32亿
444,688065,凯赛生物,62.24,13.31%,7.67%,2.04亿
445,688191,智洋创新,36.29,13.26%,10.47%,9561.57万
446,688265,南模生物,49.44,13.26%,12.85%,-1809.36万
