股票代码,股票名称,命中策略数,来源策略,综合评分,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20
605599,菜百股份,1,Boll,50,14.47,12,11576.0,14.47,13.75,15.19,14.47
603608,天创时尚,1,Relativity,85,24.45,21,22005.0,24.45,23.23,26.41,24.45
603303,得邦照明,1,Relativity,85,32.0,21,22400.0,32.0,30.4,34.56,32.0
000608,阳光股份,1,Relativity,85,6.25,21,21250.0,6.25,5.94,6.75,6.25
603011,合锻智能,1,Relativity,85,33.6,21,20160.0,33.6,31.92,36.29,33.6
603065,宿迁联盛,1,Relativity,85,12.36,21,21012.0,12.36,11.74,13.35,12.36
002856,*ST美芝,1,Relativity,85,25.58,21,20464.0,25.58,24.3,27.63,25.58
002585,双星新材,1,Relativity,85,12.42,21,21114.0,12.42,11.8,13.41,12.42
605006,山东玻纤,1,Relativity,85,22.26,21,20034.0,22.26,21.15,24.04,22.26
600667,太极实业,1,Relativity,85,17.47,21,20964.0,17.47,16.6,18.87,17.47
000725,京东方Ａ,1,Relativity,85,5.78,21,20808.0,5.78,5.49,6.24,5.78
600246,万通发展,1,Relativity,85,17.14,21,20568.0,17.14,16.28,18.51,17.14
600869,XD远东股,1,Relativity,85,29.49,21,20643.0,29.49,28.02,31.85,29.49
