序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
2525,688112,鼎阳科技,38.97,4.14%,6.78%,2813.61万
2526,603266,天龙股份,22.88,4.14%,47.12%,-1.72亿
2527,600617,国新能源,3.27,4.14%,17.55%,245.30万
2528,2190,成飞集成,38.76,4.14%,50.29%,-1.64亿
2529,729,燕京啤酒,12.08,4.14%,13.09%,2.83亿
2530,301226,祥明智能,33.78,4.13%,55.24%,-1083.93万
2531,603290,斯达半导,100.8,4.13%,18.88%,-66.31万
2532,603707,健友股份,9.59,4.13%,7.07%,2245.24万
2533,603031,安孚科技,49.64,4.13%,60.88%,-1.77亿
2534,600650,锦江在线,16.4,4.13%,43.08%,-244.75万
2535,300456,赛微电子,59.69,4.13%,145.82%,-14.85亿
2536,300162,雷曼光电,8.33,4.13%,48.20%,638.63万
2537,301091,深城交,27.54,4.12%,19.26%,-4213.93万
2538,300319,麦捷科技,12.37,4.12%,30.13%,373.03万
2539,600208,衢州发展,4.04,4.12%,8.79%,5365.29万
2540,300760,迈瑞医疗,208.22,4.12%,9.15%,-5.06亿
2541,300501,海顺新材,15.72,4.11%,35.33%,322.78万
2542,300223,北京君正,115.96,4.11%,91.61%,-10.58亿
2543,688287,*ST观典,6.35,4.10%,13.05%,-2578.51万
2544,2313,日海智能,10.67,4.10%,21.28%,1004.13万
2545,301552,科力装备,39.19,4.09%,46.30%,-3341.93万
2546,300213,佳讯飞鸿,9.92,4.09%,71.65%,-1.30亿
2547,301210,金杨精密,37.73,4.08%,50.66%,814.63万
2548,300279,和晶科技,7.4,4.08%,21.49%,-254.40万
2549,2122,ST汇洲,3.06,4.08%,20.24%,-5821.41万
2550,603004,鼎龙科技,24.27,4.07%,68.16%,888.77万
2551,1238,浙江正特,51.87,4.07%,6.00%,-368.02万
2552,605055,迎丰股份,9.97,4.07%,27.15%,-5392.59万
2553,301373,凌玮科技,33.84,4.06%,73.90%,-4150.97万
2554,601155,新城控股,14.66,4.05%,6.68%,5187.81万
2555,300110,华仁药业,3.34,4.05%,20.87%,-1189.64万
2556,688190,云路股份,105.66,4.04%,7.13%,-4013.68万
2557,603506,南都物业,13.64,4.04%,29.25%,-1791.57万
2558,300475,香农芯创,165.76,4.04%,100.60%,-7.26亿
2559,688231,隆达股份,27.9,4.03%,61.03%,-6212.80万
2560,300419,ST浩丰,6.46,4.03%,24.41%,-6017.96万
2561,301536,星宸科技,62.65,4.02%,40.62%,2.15亿
2562,688793,倍轻松,23.52,4.02%,40.02%,-302.57万
2563,605369,拱东医疗,19.43,4.01%,6.79%,-1.39万
2564,600992,贵绳股份,13.74,4.01%,30.36%,1522.09万
2565,600280,中央商场,4.15,4.01%,78.62%,-3516.86万
2566,2782,可立克,19.46,4.01%,24.93%,-9022.81万
2567,678,襄阳轴承,15.05,4.01%,126.55%,-9541.48万
2568,603055,台华新材,9.37,4.00%,10.93%,-2707.64万
2569,688302,海创药业,52.3,4.00%,23.39%,1876.46万
2570,688697,纽威数控,16.15,3.99%,9.53%,-1137.94万
2571,688079,美迪凯,11.98,3.99%,11.38%,78.63万
2572,300881,盛德鑫泰,36.25,3.99%,30.80%,-1631.34万
2573,300414,中光防雷,16.93,3.99%,191.36%,-4.70亿
2574,300174,元力股份,16.4,3.99%,23.77%,1783.02万
2575,2393,力生制药,22.17,3.99%,14.46%,1328.14万
2576,688203,海正生材,13.32,3.98%,17.91%,76.15万
2577,600444,国机通用,19.34,3.98%,39.08%,-2475.64万
2578,603317,天味食品,13.05,3.98%,5.10%,1946.31万
2579,300402,宝色股份,22.74,3.98%,56.72%,-1.87亿
2580,2728,特一药业,11.77,3.98%,91.94%,-1.45亿
2581,3036,泰坦股份,16.23,3.97%,16.76%,-2347.91万
2582,603183,建研院,4.45,3.97%,15.88%,1059.39万
2583,600751,海航科技,4.19,3.97%,23.71%,1949.47万
2584,2653,海思科,54.77,3.97%,9.39%,-1.09亿
2585,301024,霍普股份,36.79,3.96%,14.53%,-69.09万
2586,601098,中南传媒,11.56,3.96%,10.18%,6875.05万
2587,300112,万讯自控,8.93,3.96%,25.84%,-127.13万
2588,603307,扬州金泉,40.55,3.95%,88.50%,-4949.42万
2589,688708,佳驰科技,64.66,3.94%,25.42%,-3271.99万
2590,300888,稳健医疗,39.58,3.94%,8.33%,2506.98万
2591,600678,四川金顶,13.72,3.94%,269.69%,-7.91亿
2592,300230,永利股份,5.01,3.94%,24.29%,-2001.90万
2593,300675,建科院,16.39,3.93%,25.33%,-2595.09万
2594,300039,上海凯宝,6.34,3.93%,20.64%,959.20万
2595,603648,畅联股份,10.86,3.92%,12.29%,1966.04万
2596,600108,亚盛集团,3.45,3.92%,44.18%,-2.18亿
2597,56,皇庭国际,2.12,3.92%,40.25%,3342.61万
2598,603276,恒兴新材,17.29,3.91%,33.69%,-1966.07万
2599,603132,金徽股份,15.69,3.91%,6.37%,-3437.08万
2600,603378,亚士创能,6.91,3.91%,19.21%,-2089.11万
2601,600926,杭州银行,15.96,3.91%,7.10%,2.57亿
2602,300403,汉宇集团,14.34,3.91%,60.84%,-1549.34万
2603,718,苏宁环球,2.39,3.91%,19.20%,2220.68万
2604,603296,华勤技术,95.56,3.90%,19.89%,-8481.95万
2605,301508,中机认检,32.52,3.90%,36.35%,6188.99万
2606,301063,海锅股份,25.31,3.90%,27.55%,-83.56万
2607,600861,北京人力,18.67,3.90%,11.83%,4965.78万
2608,300004,南风股份,13.05,3.90%,103.47%,-1.27亿
2609,2667,威领股份,14.38,3.90%,65.75%,-3618.27万
2610,603676,卫信康,11.21,3.89%,5.27%,-634.32万
2611,603299,苏盐井神,10.68,3.89%,11.38%,-1672.52万
2612,603159,上海亚虹,26.71,3.89%,19.89%,1973.77万
2613,300026,红日药业,3.74,3.89%,13.59%,6842.55万
2614,301357,北方长龙,146.68,3.88%,225.85%,-8376.20万
2615,688429,时创能源,13.91,3.88%,16.27%,-1205.81万
2616,301179,泽宇智能,16.6,3.88%,13.97%,449.34万
2617,688310,迈得医疗,16.07,3.88%,19.27%,496.23万
2618,688428,诺诚健华,22.27,3.87%,31.94%,-9927.11万
2619,603211,晋拓股份,22.3,3.87%,53.20%,927.47万
2620,1319,铭科精技,26.87,3.87%,48.90%,1076.03万
2621,300988,津荣天宇,24.15,3.87%,41.27%,-2906.36万
2622,809,和展能源,3.49,3.87%,48.88%,-1.94亿
2623,603086,先达股份,8.58,3.87%,25.44%,-3956.24万
2624,2707,众信旅游,7.51,3.87%,34.44%,-378.23万
2625,2221,东华能源,8.33,3.87%,10.87%,-1478.04万
2626,1279,强邦新材,35.56,3.86%,21.92%,94.63万
2627,603097,江苏华辰,30.44,3.86%,35.62%,-1.59亿
2628,688398,赛特新材,18.29,3.86%,11.31%,744.25万
2629,603519,立霸股份,12.39,3.86%,9.90%,-428.61万
2630,601368,绿城水务,5.11,3.86%,7.27%,-361.64万
2631,300387,富邦科技,8.87,3.86%,18.41%,-754.93万
2632,600612,老凤祥,46.45,3.85%,6.41%,-5259.38万
2633,2876,三利谱,24.34,3.84%,23.06%,7897.48万
2634,592,平潭发展,15.41,3.84%,223.42%,-18.49亿
2635,600287,苏豪时尚,5.69,3.83%,10.17%,-139.73万
2636,600261,阳光照明,3.52,3.83%,9.03%,-176.88万
2637,2700,万憬能源,7.04,3.83%,21.39%,2966.24万
2638,703,恒逸石化,10.3,3.83%,15.20%,-3.65亿
2639,300923,研奥股份,26.35,3.82%,16.16%,1318.18万
2640,603213,镇洋发展,13.61,3.81%,7.36%,-865.28万
2641,300671,富满微,34.1,3.81%,21.76%,1801.30万
2642,2559,亚威股份,10.36,3.81%,38.15%,1402.11万
2643,688280,精进电动,9.01,3.80%,21.00%,-943.13万
2644,601238,广汽集团,8.46,3.80%,6.63%,-1.26亿
2645,600933,爱柯迪,19.94,3.80%,15.45%,3691.71万
2646,600162,香江控股,1.91,3.80%,14.32%,4164.61万
2647,2548,金新农,6.29,3.80%,78.85%,-9289.93万
2648,301202,朗威股份,42.69,3.79%,55.49%,-3.29万
2649,2681,奋达科技,6.85,3.79%,35.94%,-1068.04万
2650,600064,南京高科,8.76,3.79%,14.36%,-5109.57万
2651,603839,安正时尚,8.24,3.78%,15.84%,-1074.71万
2652,600635,大众公用,6.88,3.77%,52.34%,-4.29亿
2653,300481,濮阳惠成,16.22,3.77%,30.84%,-4374.90万
2654,822,山东海化,5.5,3.77%,17.93%,-1053.95万
2655,688459,哈铁科技,9.94,3.76%,10.74%,1244.50万
2656,600872,中炬高新,17.92,3.76%,12.19%,-2705.01万
2657,600704,物产中大,5.79,3.76%,14.18%,1.27亿
2658,301167,建研设计,16.88,3.75%,31.36%,1488.94万
2659,600965,福成股份,6.36,3.75%,37.22%,-4652.16万
2660,300507,苏奥传感,9.68,3.75%,37.77%,-8954.04万
2661,2730,电光科技,15.51,3.75%,18.51%,-2073.21万
2662,301325,曼恩斯特,52.93,3.74%,42.46%,245.07万
2663,603486,科沃斯,83.41,3.74%,12.20%,-2.09亿
2664,2786,银宝山新,8.88,3.74%,17.97%,474.45万
2665,2645,华宏科技,15.24,3.74%,33.86%,-1156.64万
2666,603931,格林达,33.96,3.73%,41.45%,-1.83亿
2667,300059,东方财富,24.49,3.73%,33.22%,8.43亿
2668,978,桂林旅游,7.23,3.73%,31.26%,-1673.87万
2669,2006,精工科技,22.61,3.72%,70.49%,-7776.31万
2670,919,金陵药业,7.81,3.72%,29.49%,-8364.48万
2671,563,陕国投A,3.62,3.72%,13.41%,1.41亿
2672,1209,洪兴股份,21.52,3.71%,38.91%,-1450.80万
2673,2826,易明医药,18.72,3.71%,28.04%,-1889.85万
2674,301311,昆船智能,19.32,3.70%,19.50%,1759.90万
2675,603399,永杉锂业,11.48,3.70%,54.73%,-2.43亿
2676,600789,鲁抗医药,9.52,3.70%,27.20%,-2639.34万
2677,600351,亚宝药业,6.73,3.70%,12.63%,-201.90万
2678,605128,上海沿浦,38.5,3.69%,14.07%,-4186.20万
2679,300179,四方达,15.73,3.69%,109.91%,-2.22亿
2680,600543,莫高股份,5.63,3.68%,22.80%,-201.09万
2681,688063,派能科技,61.58,3.67%,25.94%,6715.29万
2682,600618,氯碱化工,12.7,3.67%,28.05%,-3.21亿
2683,300422,博世科,4.8,3.67%,17.07%,-207.57万
2684,2265,建设工业,27.11,3.67%,22.88%,1.32亿
2685,37,深南电A,8.78,3.66%,22.46%,-2083.17万
2686,301209,联合化学,107.0,3.65%,21.99%,-5868.49万
2687,2167,东方锆业,13.08,3.65%,44.43%,-1144.79万
2688,688167,炬光科技,177.02,3.64%,58.58%,-1.22亿
2689,603210,泰鸿万立,20.23,3.64%,36.20%,-3444.96万
2690,601061,中信金属,15.15,3.63%,56.32%,-1.74亿
2691,600798,宁波海运,3.71,3.63%,14.80%,539.33万
2692,300320,海达股份,9.71,3.63%,18.38%,-695.84万
2693,2835,同为股份,16.83,3.63%,17.21%,233.86万
2694,688339,亿华通,28.64,3.62%,24.00%,-3871.94万
2695,301187,欧圣电气,27.2,3.62%,23.35%,-1.17亿
2696,600885,宏发股份,32.07,3.62%,9.03%,-1.19亿
2697,2953,日丰股份,12.01,3.62%,41.06%,-2768.69万
2698,2365,永安药业,15.74,3.62%,32.30%,-1275.50万
2699,603070,万控智造,13.5,3.61%,6.71%,-1281.92万
2700,600352,浙江龙盛,11.18,3.61%,8.01%,1.75亿
2701,300563,神宇股份,38.49,3.61%,64.80%,-264.19万
2702,2284,亚太股份,16.37,3.61%,45.16%,3197.98万
2703,688584,上海合晶,23.03,3.60%,15.89%,6412.11万
2704,301308,江波龙,276.49,3.60%,66.67%,-9.75亿
2705,2183,怡亚通,5.18,3.60%,30.41%,3231.71万
2706,300569,天能重工,6.06,3.59%,25.80%,-3821.20万
2707,401,金隅冀东,4.62,3.59%,4.33%,834.84万
2708,688699,明微电子,46.29,3.58%,29.30%,6884.38万
2709,300636,同和药业,7.82,3.58%,15.91%,-973.22万
2710,603113,金能科技,6.39,3.57%,17.07%,-4821.60万
2711,600458,时代新材,13.92,3.57%,21.64%,-2.09亿
2712,300643,万通智控,19.75,3.57%,28.50%,-8840.79万
2713,2227,奥特迅,12.76,3.57%,19.29%,-1125.51万
2714,2158,汉钟精机,26.37,3.57%,23.47%,-2.65亿
2715,2176,江特电机,10.46,3.56%,45.42%,-1.64亿
2716,825,太钢不锈,5.24,3.56%,29.96%,-4.58亿
2717,688739,成大生物,27.1,3.55%,4.94%,2364.32万
2718,301168,通灵股份,47.24,3.55%,25.32%,1025.06万
2719,688396,华润微,56.33,3.55%,13.50%,4373.36万
2720,300293,蓝英装备,22.18,3.55%,33.01%,5791.96万
2721,889,中嘉博创,3.79,3.55%,24.48%,-8431.58万
2722,1267,汇绿生态,22.22,3.54%,96.39%,-9.56亿
2723,600149,廊坊发展,5.26,3.54%,21.28%,647.97万
2724,300462,ST华铭,11.41,3.54%,30.39%,-2076.74万
2725,301491,汉桑科技,58.33,3.53%,42.49%,-4997.91万
2726,688536,思瑞浦,167.4,3.53%,24.97%,5723.71万
2727,600875,东方电气,25.78,3.53%,33.31%,-12.60亿
2728,301332,德尔玛,9.7,3.52%,14.98%,-12.58万
2729,300910,瑞丰新材,60.35,3.52%,12.69%,2664.90万
2730,300691,联合光电,17.65,3.52%,23.33%,4996.56万
2731,2415,海康威视,30.87,3.52%,5.97%,-1.69亿
2732,300749,顶固集创,12.69,3.51%,79.95%,-4876.80万
2733,2898,*ST赛隆,14.15,3.51%,13.33%,-1183.01万
2734,600121,郑州煤电,4.44,3.50%,50.11%,-8836.85万
2735,3020,立方制药,28.1,3.50%,24.34%,-4149.95万
2736,2566,益盛药业,7.98,3.50%,26.55%,-249.51万
2737,301371,敷尔佳,24.62,3.49%,26.86%,-167.25万
2738,301303,真兰仪表,15.73,3.49%,23.14%,-1121.69万
2739,603637,镇海股份,11.26,3.49%,26.67%,277.77万
2740,2793,罗欣药业,5.04,3.49%,13.44%,-1630.52万
2741,2430,杭氧股份,32.06,3.49%,23.35%,-2.53亿
2742,603995,甬金股份,18.71,3.48%,19.48%,-5953.65万
2743,600161,天坛生物,17.26,3.48%,5.39%,-5945.55万
2744,2641,公元股份,4.46,3.48%,15.07%,197.14万
2745,2612,朗姿股份,20.51,3.48%,51.63%,-1.13亿
2746,96,广聚能源,10.71,3.48%,14.41%,-4150.16万
2747,605169,洪通燃气,13.71,3.47%,11.16%,-333.96万
2748,603580,*ST艾艾,16.11,3.47%,10.46%,-2080.54万
2749,600006,东风股份,7.45,3.47%,11.59%,4310.48万
2750,2456,欧菲光,11.02,3.47%,25.66%,-1.70亿
2751,688010,福光股份,33.52,3.46%,63.95%,-1547.96万
2752,603605,珀莱雅,70.27,3.46%,11.62%,-5270.17万
2753,601890,亚星锚链,10.76,3.46%,45.87%,5027.03万
2754,601168,西部矿业,28.42,3.46%,26.33%,1905.81万
2755,600999,招商证券,17.32,3.46%,8.81%,5.73亿
2756,600029,南方航空,7.78,3.46%,5.04%,1.96亿
2757,603368,柳药集团,18.59,3.45%,17.01%,-1932.99万
2758,603050,科林电气,18.3,3.45%,12.63%,-1.05亿
2759,605001,威奥股份,7.8,3.45%,35.64%,-5249.31万
2760,688255,凯尔达,37.31,3.44%,17.74%,-485.68万
2761,688312,燕麦科技,34.54,3.44%,23.23%,-4312.99万
2762,603053,成都燃气,9.91,3.44%,2.48%,644.92万
2763,603022,新通联,10.82,3.44%,37.85%,-4198.45万
2764,600386,北巴传媒,4.51,3.44%,13.55%,-380.29万
2765,300195,长荣股份,8.43,3.44%,40.33%,-5887.13万
2766,2449,国星光电,8.72,3.44%,20.17%,1300.47万
2767,2376,新北洋,7.81,3.44%,21.10%,4106.75万
2768,300915,海融科技,25.26,3.44%,22.51%,1066.34万
2769,688345,博力威,34.03,3.43%,12.66%,89.90万
2770,2996,顺博合金,7.83,3.43%,32.08%,-2231.16万
2771,786,北新建材,25.6,3.43%,9.60%,-1.07亿
2772,603958,哈森股份,13.32,3.42%,20.64%,-303.97万
2773,301081,严牌股份,10.58,3.42%,11.47%,-970.35万
2774,300041,回天新材,11.79,3.42%,34.23%,-8591.14万
2775,688798,艾为电子,78.26,3.42%,19.99%,2581.55万
2776,300660,江苏雷利,54.95,3.41%,37.31%,-1.12亿
2777,300470,中密控股,38.49,3.41%,23.86%,6790.53万
2778,300094,国联水产,3.96,3.39%,114.84%,-7810.46万
2779,688608,恒玄科技,230.8,3.38%,33.44%,195.21万
2780,603599,广信股份,11.93,3.38%,10.99%,-2234.32万
2781,922,佳电股份,14.36,3.38%,29.73%,-3406.60万
2782,712,锦龙股份,12.53,3.38%,22.17%,-3101.45万
2783,301353,普莱得,27.6,3.37%,34.30%,1050.65万
2784,600703,三安光电,14.43,3.37%,28.16%,3.24亿
2785,600523,贵航股份,15.97,3.37%,27.71%,1510.42万
2786,300095,华伍股份,11.95,3.37%,213.91%,-4.52亿
2787,300796,贝斯美,8.93,3.36%,14.28%,-993.65万
2788,300119,瑞普生物,20.02,3.36%,17.16%,-660.09万
2789,2241,歌尔股份,29.19,3.36%,42.47%,-10.00亿
2790,301255,通力科技,29.3,3.35%,41.29%,3037.06万
2791,603370,华新精科,47.78,3.35%,40.30%,-3389.83万
2792,600530,交大昂立,6.79,3.35%,11.89%,-187.95万
2793,600048,保利发展,6.47,3.35%,14.01%,35.15万
2794,2606,大连电瓷,9.29,3.34%,23.68%,-2196.72万
2795,2276,万马股份,17.03,3.34%,53.30%,-4.28亿
2796,301391,卡莱特,82.0,3.33%,20.60%,2480.59万
2797,1306,夏厦精密,86.17,3.33%,121.39%,-9538.91万
2798,3013,地铁设计,14.59,3.33%,6.98%,-1194.64万
2799,300829,金丹科技,17.36,3.33%,22.30%,-1831.85万
2800,300729,乐歌股份,14.26,3.33%,13.22%,-2374.87万
2801,300131,英唐智控,15.51,3.33%,99.71%,-8.07亿
2802,2399,海普瑞,12.43,3.33%,2.87%,3013.03万
2803,910,大亚圣象,7.77,3.32%,10.44%,-2363.09万
2804,301149,隆华新材,10.94,3.31%,20.14%,-1658.68万
2805,688100,威胜信息,40.3,3.31%,7.67%,-1859.60万
2806,300771,智莱科技,15.94,3.31%,133.17%,-2.88亿
2807,300621,维业股份,8.74,3.31%,22.12%,491.29万
2808,688533,上声电子,30.33,3.30%,12.55%,-2175.97万
2809,600822,上海物贸,11.26,3.30%,16.83%,19.74万
2810,2516,旷达科技,6.88,3.30%,20.59%,-9222.42万
2811,813,德展健康,4.07,3.30%,16.02%,2700.35万
2812,688352,颀中科技,13.17,3.29%,31.21%,-2946.78万
2813,603255,鼎际得,29.82,3.29%,17.12%,410.85万
2814,300600,国瑞科技,15.38,3.29%,45.65%,-372.39万
2815,601022,宁波远洋,9.46,3.28%,6.15%,1359.38万
2816,600216,浙江医药,14.19,3.28%,9.83%,3173.64万
2817,300373,扬杰科技,68.06,3.28%,27.21%,-2.72亿
2818,300128,锦富技术,7.87,3.28%,42.40%,-2.83亿
2819,2348,高乐股份,5.99,3.28%,33.78%,-1.43亿
2820,301632,广东建科,24.92,3.27%,40.80%,-2227.44万
2821,1259,利仁科技,30.98,3.27%,39.29%,-2273.21万
2822,301090,华润材料,7.27,3.27%,4.13%,-2737.21万
2823,1277,速达股份,40.69,3.27%,24.32%,-843.17万
2824,300945,曼卡龙,17.66,3.27%,39.73%,-5614.24万
2825,600061,国投资本,7.89,3.27%,6.91%,1.62亿
2826,600022,山东钢铁,1.58,3.27%,10.94%,1.51亿
2827,603638,艾迪精密,19.62,3.26%,5.84%,-2549.74万
2828,600072,中船科技,12.04,3.26%,18.51%,3815.82万
2829,301282,金禄电子,29.88,3.25%,141.63%,-1.65亿
2830,603177,德创环保,11.76,3.25%,24.52%,-3020.53万
2831,300713,英可瑞,18.1,3.25%,39.37%,-966.58万
2832,2903,宇环数控,25.41,3.25%,98.80%,-4324.07万
2833,2836,新宏泽,15.56,3.25%,39.80%,-9046.39万
2834,2515,金字火腿,6.36,3.25%,28.37%,-1.01亿
2835,2460,赣锋锂业,70.8,3.25%,58.75%,8.53亿
2836,688788,科思科技,68.72,3.25%,25.54%,280.86万
2837,989,九芝堂,9.2,3.25%,14.04%,-1171.07万
2838,688790,昂瑞微,161.0,3.24%,188.04%,-9115.53万
2839,301132,满坤科技,34.75,3.24%,27.92%,-6366.21万
2840,688678,福立旺,24.25,3.24%,31.36%,-9634.16万
2841,600754,锦江酒店,26.09,3.24%,15.85%,8669.08万
2842,601798,蓝科高新,9.28,3.23%,20.94%,-2943.93万
2843,576,甘化科工,10.86,3.23%,27.25%,3827.13万
2844,688071,华依科技,34.9,3.22%,27.41%,2206.06万
2845,603041,美思德,12.49,3.22%,12.92%,-465.56万
2846,600278,东方创业,8.02,3.22%,11.72%,542.00万
2847,601689,拓普集团,73.58,3.21%,24.10%,-2.02亿
2848,300623,捷捷微电,28.4,3.20%,21.23%,-1.61亿
2849,300566,激智科技,19.02,3.20%,29.69%,-336.92万
2850,300247,融捷健康,5.49,3.20%,40.10%,-1.06亿
2851,1219,青岛食品,14.89,3.19%,35.85%,-1.48亿
2852,2813,路畅科技,30.75,3.19%,55.91%,-8458.12万
2853,603062,麦加芯彩,48.29,3.18%,25.71%,795.40万
2854,301234,五洲医疗,42.2,3.18%,69.76%,-4312.57万
2855,603991,至正股份,75.25,3.18%,31.86%,-3593.72万
2856,300382,斯莱克,16.22,3.18%,32.03%,1649.46万
2857,2651,利君股份,12.04,3.17%,60.59%,4555.11万
2858,2047,*ST宝鹰,3.91,3.17%,12.70%,658.49万
2859,601101,昊华能源,7.5,3.16%,8.03%,-1431.56万
2860,2242,九阳股份,10.77,3.16%,14.87%,-2431.05万
2861,2121,科陆电子,8.15,3.16%,32.19%,-1.70亿
2862,69,华侨城A,2.61,3.16%,11.61%,-3883.06万
2863,603393,新天然气,27.85,3.15%,10.52%,1257.49万
2864,600894,广日股份,9.5,3.15%,9.54%,-3351.68万
2865,600056,中国医药,10.8,3.15%,10.88%,-3282.09万
2866,2387,维信诺,8.85,3.15%,15.33%,-2204.37万
2867,301269,华大九天,113.39,3.13%,10.89%,2.21亿
2868,600740,山西焦化,3.95,3.13%,10.97%,1558.49万
2869,300328,宜安科技,17.48,3.13%,54.13%,3769.42万
2870,2959,小熊电器,44.12,3.13%,11.09%,-1670.56万
2871,603118,共进股份,11.9,3.12%,30.03%,-1108.53万
2872,600998,九州通,5.29,3.12%,10.53%,1033.36万
2873,2583,海能达,11.91,3.12%,48.98%,1.78亿
2874,2576,通达动力,17.52,3.12%,24.45%,-12.37万
2875,603270,金帝股份,26.56,3.11%,116.28%,-171.55万
2876,603690,至纯科技,31.45,3.11%,79.91%,-2.57亿
2877,600028,中国石化,5.97,3.11%,2.82%,7.97亿
2878,2469,三维化学,8.63,3.11%,17.77%,1428.19万
2879,603153,上海建科,17.61,3.10%,15.44%,424.01万
2880,600099,林海股份,10.63,3.10%,14.15%,-432.61万
2881,300515,三德科技,20.27,3.10%,13.55%,286.28万
2882,600731,湖南海利,7.0,3.09%,9.37%,-197.25万
2883,600667,太极实业,8.34,3.09%,42.15%,-4.11亿
2884,600080,金花股份,8.0,3.09%,21.63%,-3058.14万
2885,601177,杭齿前进,17.41,3.08%,24.30%,3732.24万
2886,300907,康平科技,30.08,3.08%,20.97%,840.44万
2887,605009,豪悦护理,32.45,3.08%,8.81%,-1118.07万
2888,688596,正帆科技,32.09,3.08%,43.66%,-7190.40万
2889,603518,锦泓集团,10.05,3.08%,25.59%,-268.97万
2890,600821,金开新能,5.35,3.08%,11.11%,-2247.73万
2891,2498,汉缆股份,4.01,3.08%,14.44%,-4696.96万
2892,301309,万得凯,29.14,3.08%,35.96%,-344.55万
2893,300941,创识科技,23.87,3.07%,114.11%,-1.03亿
2894,601137,博威合金,22.47,3.07%,32.03%,-3.93亿
2895,600375,汉马科技,6.05,3.07%,26.13%,-1.34亿
2896,300276,三丰智能,9.73,3.07%,62.16%,2462.31万
2897,603375,盛景微,38.1,3.06%,27.93%,-3298.48万
2898,688718,唯赛勃,13.79,3.06%,10.13%,-1269.42万
2899,601162,天风证券,4.38,3.06%,28.96%,2.52亿
2900,600648,外高桥,10.47,3.05%,5.11%,-1437.33万
2901,301186,超达装备,48.31,3.03%,20.74%,548.09万
2902,300258,精锻科技,14.29,3.03%,42.83%,-9069.82万
2903,301098,金埔园林,8.86,3.02%,29.36%,30.20万
2904,600663,陆家嘴,8.2,3.02%,2.32%,4622.68万
2905,300306,远方信息,14.35,3.02%,56.96%,-8582.83万
2906,300135,宝利国际,4.09,3.02%,26.50%,-3905.80万
2907,603285,键邦股份,25.35,3.01%,36.82%,23.94万
2908,2111,威海广泰,10.62,3.01%,22.88%,6102.70万
2909,300991,创益通,42.57,3.00%,48.16%,-6957.81万
2910,603998,方盛制药,11.66,3.00%,21.95%,-2176.21万
2911,601618,中国中冶,3.09,3.00%,11.93%,3.03亿
2912,600222,太龙药业,6.86,3.00%,32.08%,-5029.61万
2913,300504,天邑股份,15.44,3.00%,28.52%,1409.00万
2914,301539,宏鑫科技,21.38,2.99%,60.59%,-2390.60万
2915,600593,大连圣亚,43.05,2.99%,50.09%,-7120.13万
2916,300305,裕兴股份,6.21,2.99%,23.86%,31.51万
2917,600819,耀皮玻璃,8.6,2.99%,18.89%,-4871.39万
2918,301126,达嘉维康,13.76,2.99%,124.03%,-2150.44万
2919,2840,华统股份,9.71,2.97%,17.63%,-2505.44万
2920,2332,仙琚制药,9.36,2.97%,11.90%,-5805.42万
2921,776,广发证券,22.86,2.97%,13.86%,-6.11亿
2922,1289,龙源电力,15.64,2.96%,0.97%,-1119.83万
2923,601998,中信银行,7.64,2.96%,2.06%,1.40亿
2924,300786,国林科技,17.02,2.96%,76.75%,-6014.98万
2925,300635,中达安,16.36,2.96%,34.54%,-3007.05万
2926,300490,华自科技,12.54,2.96%,55.77%,-8140.48万
2927,688279,峰岹科技,192.01,2.95%,18.77%,-6420.70万
2928,3025,思进智能,14.65,2.95%,19.85%,328.05万
2929,688606,奥泰生物,65.97,2.95%,6.12%,-900.82万
2930,2981,朝阳科技,29.65,2.95%,25.84%,-853.11万
2931,300790,宇瞳光学,30.67,2.95%,49.89%,4599.50万
2932,300397,天和防务,15.7,2.95%,132.32%,-4753.77万
2933,2075,沙钢股份,5.94,2.95%,22.37%,7874.86万
2934,688729,屹唐股份,25.94,2.94%,64.32%,-2.05亿
2935,301150,中一科技,44.06,2.94%,50.51%,-1.47亿
2936,605089,味知香,26.3,2.94%,10.05%,1787.42万
2937,301107,瑜欣电子,28.74,2.94%,19.90%,356.04万
2938,600917,重庆燃气,5.61,2.94%,2.91%,689.37万
2939,688169,石头科技,158.53,2.94%,21.27%,-2.80亿
2940,600032,浙江新能,7.73,2.93%,3.60%,95.08万
2941,688121,卓然股份,11.25,2.93%,16.80%,-785.62万
2942,603983,丸美生物,34.06,2.93%,6.64%,968.03万
2943,603955,大千生态,30.9,2.93%,16.28%,1090.50万
2944,605266,健之佳,20.07,2.92%,11.52%,-62.13万
2945,601766,中国中车,7.05,2.92%,2.96%,3165.58万
2946,300327,中颖电子,29.57,2.92%,49.64%,9059.29万
2947,688239,航宇科技,67.1,2.91%,67.27%,-4.17亿
2948,601233,桐昆股份,17.34,2.91%,15.33%,1.95亿
2949,2217,合力泰,3.18,2.91%,30.30%,-9176.99万
2950,3023,彩虹集团,23.05,2.90%,23.74%,-1367.34万
2951,688513,苑东生物,61.69,2.90%,12.49%,-1.43亿
2952,300427,红相股份,13.13,2.90%,237.07%,-6.11亿
2953,2076,*ST星光,2.13,2.90%,24.43%,-3234.54万
2954,605258,协和电子,32.0,2.89%,18.17%,-3951.23万
2955,600968,海油发展,3.91,2.89%,4.92%,5222.12万
2956,2873,新天药业,10.34,2.89%,20.19%,-684.49万
