序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
76,600986,浙文互联,11.26,49.73%,74.70%,-8.28亿
77,301005,超捷股份,204.99,49.63%,153.41%,4.29亿
78,688277,天智航,22.03,48.65%,37.41%,3.76亿
79,300044,ST赛为,5.9,48.61%,85.02%,1.98亿
80,300141,和顺电气,19.02,48.02%,156.06%,-3.67亿
81,300102,乾照光电,35.92,47.82%,222.73%,23.51亿
82,600556,天下秀,8.48,46.97%,133.77%,5.04亿
83,300378,鼎捷数智,63.03,46.79%,116.80%,11.96亿
84,1225,和泰机电,78.01,46.55%,100.25%,-3857.26万
85,300071,福石控股,8.33,46.40%,214.86%,9011.45万
86,688246,嘉和美康,32.64,46.24%,68.16%,3427.16万
87,2865,钧达股份,80.09,45.96%,208.57%,-114.54万
88,600879,航天电子,28.4,45.87%,181.11%,11.97亿
89,301110,青木科技,93.1,45.86%,86.42%,5.11亿
90,600776,东方通信,24.63,45.83%,81.78%,-18.33亿
91,3007,直真科技,54.34,45.45%,90.19%,-5.42亿
92,2324,普利特,21.51,45.24%,110.90%,-8.47亿
93,301529,福赛科技,125.82,45.10%,99.39%,3.19亿
94,2115,三维通信,17.81,44.80%,184.72%,-1.08亿
95,301556,托普云农,143.01,44.76%,153.16%,3.04亿
96,688331,荣昌生物,114.46,44.65%,54.66%,3.83亿
97,688787,海天瑞声,165.02,44.64%,70.64%,3.53亿
98,681,视觉中国,31.48,44.60%,127.11%,-9.31亿
99,688118,普元信息,35.32,44.52%,69.92%,1.46亿
100,300136,信维通信,74.1,44.44%,234.91%,45.86亿
101,688221,前沿生物,27.55,44.39%,59.04%,1.76亿
102,601106,中国一重,6.0,44.23%,41.21%,-25.16亿
103,300781,因赛集团,47.68,44.22%,132.86%,4.73亿
104,300987,川网传媒,23.9,44.06%,61.80%,4757.02万
105,301159,三维天地,51.49,43.95%,106.78%,-2.45亿
106,600266,城建发展,6.44,43.75%,114.51%,-6.77亿
107,600880,博瑞传播,6.98,43.62%,93.83%,-3.56亿
108,688393,安必平,34.08,43.19%,71.77%,9085.08万
109,688066,航天宏图,42.56,43.16%,164.81%,4.36亿
110,301257,普蕊斯,72.24,42.99%,24.98%,7321.04万
111,1400,江顺科技,109.53,42.95%,268.29%,1.03亿
112,600775,南京熊猫,17.59,42.89%,161.19%,-9.71亿
113,2151,北斗星通,60.21,42.78%,241.87%,12.04亿
114,981,山子高科,5.15,42.66%,170.58%,9.07亿
115,688039,当虹科技,62.72,42.51%,88.00%,6223.31万
116,300229,拓尔思,26.8,42.33%,83.82%,19.72亿
117,603533,掌阅科技,27.29,41.77%,112.56%,3.47亿
118,688282,理工导航,85.15,41.73%,40.49%,1.68亿
119,688580,伟思医疗,68.0,41.46%,72.41%,-2.10亿
120,300816,艾可蓝,69.0,41.39%,77.19%,-3.64亿
121,603057,紫燕食品,28.0,40.70%,23.04%,1.76亿
122,688095,福昕软件,122.3,40.70%,46.76%,1.51亿
123,603052,可川科技,44.84,40.65%,69.84%,-3.02亿
124,688125,安达智能,164.18,40.60%,22.78%,-1.53亿
125,600676,交运股份,8.22,40.51%,15.17%,-8606.17万
126,600828,茂业商业,8.04,40.31%,51.38%,-4.06亿
127,603888,新华网,26.91,40.30%,32.51%,-6.64亿
128,300753,爱朋医疗,39.78,40.17%,276.28%,-2.22亿
129,2044,美年健康,7.41,40.08%,46.65%,-7.28亿
130,300315,掌趣科技,6.86,40.00%,73.51%,9.90亿
131,301060,兰卫医学,13.28,39.79%,38.51%,-4467.02万
132,603859,能科科技,54.42,39.57%,89.99%,5.21亿
133,301232,飞沃科技,193.91,39.50%,203.96%,3.40亿
134,688038,中科通达,22.79,39.22%,45.40%,-581.66万
135,559,万向钱潮,18.95,39.03%,106.92%,2.34亿
136,987,越秀资本,10.6,38.74%,36.03%,-11.56亿
137,688119,中钢洛耐,7.85,38.69%,64.50%,-8070.36万
138,688548,广钢气体,19.46,38.51%,41.50%,307.37万
139,300766,每日互动,43.85,38.42%,147.40%,16.70亿
140,688796,百奥赛图,69.81,37.26%,133.21%,4497.12万
141,300078,思创医惠,5.68,37.20%,101.01%,-1329.44万
142,600589,大位科技,9.89,37.17%,174.68%,15.99亿
143,969,安泰科技,28.29,37.06%,103.22%,-7.42亿
144,301066,万事利,22.69,36.85%,122.54%,-1.82亿
145,300612,宣亚国际,22.27,36.79%,251.51%,5457.70万
146,593,德龙汇能,15.83,36.58%,70.58%,-2.84亿
147,300433,蓝思科技,39.18,36.47%,39.23%,32.67亿
148,688270,臻镭科技,188.06,36.28%,165.68%,8.76亿
149,301213,观想科技,96.54,35.99%,105.38%,-4809.02万
150,300404,博济医药,12.92,35.71%,77.75%,-8964.53万
151,2774,快意电梯,12.77,35.71%,80.77%,-7.62亿
152,300830,金现代,13.66,35.65%,118.78%,5.96亿
153,600673,东阳光,30.28,35.54%,25.63%,13.50亿
154,603000,人民网,25.48,34.96%,18.30%,-8.94亿
155,300599,雄塑科技,10.0,34.95%,114.28%,-1651.71万
156,688679,通源环境,36.0,34.93%,35.84%,3056.91万
157,600869,远东股份,10.63,34.73%,59.12%,-5.96亿
158,300762,上海瀚讯,52.65,34.69%,201.97%,10.86亿
159,300503,昊志机电,62.9,34.63%,263.28%,-9823.00万
160,603061,金海通,191.12,34.59%,70.29%,8877.31万
161,301306,西测测试,165.0,34.58%,250.81%,2.80亿
162,301087,可孚医疗,60.5,34.53%,47.41%,7168.05万
163,301248,杰创智能,41.87,34.37%,116.94%,6075.30万
164,300337,银邦股份,18.38,34.36%,215.36%,10.78亿
165,600588,用友网络,17.28,34.16%,30.66%,5.20亿
166,603716,塞力医疗,28.81,34.12%,193.95%,-3.23亿
167,300578,会畅科技,27.79,34.12%,121.63%,6254.22万
168,688053,ST思科瑞,51.08,34.07%,49.62%,-8535.70万
169,300430,诚益通,25.81,33.94%,166.53%,2075.74万
170,603496,恒为科技,35.92,33.93%,72.32%,4.53亿
171,300459,汤姆猫,6.0,33.93%,136.47%,17.81亿
172,688261,东微半导,95.41,33.83%,102.98%,3.44亿
173,688369,致远互联,31.77,33.82%,67.78%,1.65亿
174,600877,电科芯片,22.54,33.77%,61.07%,-8.80亿
175,300454,深信服,151.56,33.65%,38.03%,16.71亿
176,688521,芯原股份,170.92,33.64%,50.42%,23.06亿
177,2569,*ST步森,15.79,33.59%,25.25%,-2190.11万
178,300349,金卡智能,19.28,33.52%,80.70%,2.13亿
179,603015,弘讯科技,16.94,33.49%,62.47%,33.16万
180,2347,泰尔股份,12.41,33.44%,352.42%,-12.81亿
181,688680,海优新材,52.15,33.38%,47.44%,1.28亿
182,300711,广哈通信,30.69,33.38%,48.15%,7803.31万
183,301517,陕西华达,88.88,33.33%,203.20%,1.59亿
184,2712,思美传媒,7.06,33.21%,73.00%,-1873.73万
185,601116,三江购物,18.98,33.01%,52.47%,-4919.11万
186,601929,吉视传媒,4.52,32.94%,102.32%,5.10亿
187,2716,湖南白银,9.02,32.84%,152.51%,2.58亿
188,600855,航天长峰,26.45,32.71%,150.75%,-1.49亿
189,688196,卓越新能,72.81,32.65%,16.58%,3263.92万
190,2639,雪人集团,27.31,32.64%,353.34%,-12.90亿
191,688418,震有科技,57.87,32.58%,122.07%,-8926.18万
192,960,锡业股份,36.83,32.53%,33.82%,8.49亿
193,300331,苏大维格,41.66,32.51%,159.25%,6.54亿
194,603039,泛微网络,65.9,32.38%,22.74%,3.67亿
195,2848,*ST高斯,10.85,32.32%,58.84%,-8977.66万
196,2541,鸿路钢构,21.29,32.32%,34.33%,9200.27万
197,2555,三七互娱,29.94,32.30%,77.01%,17.29亿
198,688776,国光电气,130.2,32.25%,55.10%,2.99亿
199,600501,航天晨光,34.69,32.25%,187.72%,2.81亿
200,600435,北方导航,19.68,32.17%,101.63%,12.91亿
201,301225,恒勃股份,153.19,32.16%,106.48%,-1.49亿
202,688281,华秦科技,98.03,31.96%,17.60%,1.47亿
203,301515,港通医疗,26.65,31.93%,119.23%,-9853.53万
204,301380,挖金客,41.75,31.83%,118.79%,-2.83亿
205,688658,悦康药业,30.03,31.77%,25.88%,1.13亿
206,688590,新致软件,23.73,31.61%,52.63%,1.34亿
207,688358,祥生医疗,39.55,31.40%,24.04%,6006.68万
208,2945,华林证券,18.92,31.39%,29.47%,-3.58亿
209,2471,中超控股,8.22,31.31%,301.15%,-29.25亿
210,688585,上纬新材,155.8,31.29%,16.44%,-1.87亿
211,2565,顺灏股份,20.6,31.29%,288.72%,13.46亿
212,688607,康众医疗,56.0,31.12%,70.34%,1.55亿
213,601611,中国核建,17.95,31.12%,50.98%,-13.19亿
214,300149,睿智医药,12.69,31.10%,61.31%,3.23亿
215,300143,盈康生命,13.2,31.08%,53.32%,1.02亿
216,301333,诺思格,76.48,31.03%,47.28%,-5978.05万
217,2250,联化科技,17.06,31.03%,72.55%,4.72亿
218,300065,海兰信,24.12,31.02%,162.11%,1.79亿
219,603882,金域医学,36.68,31.00%,38.65%,-12.42万
220,600259,中稀有色,71.9,30.97%,64.08%,6.34亿
221,301153,中科江南,26.24,30.94%,67.87%,-1.97亿
222,300634,彩讯股份,31.69,30.79%,72.63%,9.95亿
223,426,兴业银锡,46.76,30.76%,50.73%,22.32亿
224,2488,金固股份,11.5,30.68%,99.31%,1.65亿
225,2659,凯文教育,7.04,30.61%,86.12%,3050.20万
226,300774,倍杰特,26.33,30.54%,138.40%,8560.67万
227,300751,迈为股份,223.33,30.53%,94.79%,2.48亿
228,601179,中国西电,12.4,30.39%,55.10%,-10.09亿
229,605168,三人行,44.3,30.37%,67.70%,-3.60亿
230,688229,博睿数据,78.0,30.37%,45.94%,8804.38万
231,2315,焦点科技,57.7,30.22%,69.96%,5.69亿
232,688766,普冉股份,172.25,30.21%,91.78%,-6.22亿
233,301611,珂玛科技,111.72,30.19%,145.21%,12.01亿
234,301169,零点有数,63.23,30.10%,37.79%,7878.22万
235,688122,西部超导,95.57,29.89%,61.67%,3.31亿
236,301050,雷电微力,65.87,29.79%,129.02%,6.87亿
237,301237,和顺科技,63.1,29.78%,77.31%,-3.02亿
238,300878,维康药业,33.18,29.71%,39.80%,5137.31万
239,603918,金桥信息,20.15,29.67%,86.80%,6.51亿
240,300164,通源石油,7.18,29.60%,235.61%,2.83亿
241,2025,航天电器,63.67,29.52%,120.29%,-3.01亿
242,300435,中泰股份,29.68,29.49%,78.18%,1.09亿
243,2177,御银股份,9.14,29.46%,394.05%,-11.17亿
244,688636,智明达,55.8,29.26%,80.07%,5589.96万
245,301102,兆讯传媒,13.5,29.06%,21.39%,1.46亿
246,603179,新泉股份,83.6,29.05%,38.89%,1.59亿
247,688232,新点软件,32.12,29.00%,19.26%,7481.14万
248,603,盛达资源,38.52,28.96%,67.95%,5.64亿
249,301093,华兰股份,62.63,28.95%,37.65%,2.00亿
250,603305,旭升集团,21.01,28.82%,96.99%,-5.41亿
251,688102,斯瑞新材,48.78,28.78%,85.74%,-2406.60万
252,300840,酷特智能,21.54,28.75%,219.28%,2.87亿
253,600135,乐凯胶片,11.9,28.65%,121.64%,-5.65亿
254,688480,赛恩斯,65.08,28.59%,25.63%,6834.60万
255,688777,中控技术,63.27,28.55%,33.01%,14.10亿
256,600475,华光环能,24.55,28.40%,32.85%,1.27亿
257,603108,润达医疗,19.15,28.18%,74.71%,6.41亿
258,300629,新劲刚,29.9,28.16%,210.13%,1.37亿
259,300857,协创数据,187.01,28.09%,58.97%,19.16亿
260,688362,甬矽电子,41.63,28.05%,50.39%,6.12亿
261,605288,凯迪股份,109.27,28.03%,23.32%,-3337.08万
262,2017,东信和平,27.44,27.93%,94.82%,3.84亿
263,547,航天发展,36.0,27.84%,305.90%,51.27亿
264,300451,创业慧康,6.21,27.78%,73.20%,4.42亿
265,688227,品高股份,84.0,27.62%,51.93%,-5053.91万
266,2029,七匹狼,14.16,27.57%,94.53%,1.08亿
267,301408,华人健康,24.8,27.51%,288.43%,-3.39亿
268,2153,石基信息,13.34,27.41%,43.52%,3.76亿
269,2112,三变科技,17.48,27.41%,157.56%,-2.64亿
270,301148,嘉戎技术,58.91,27.35%,82.01%,-5241.79万
271,300447,全信股份,22.87,27.34%,151.37%,1.22亿
272,603011,合锻智能,29.49,27.33%,171.58%,2.47亿
273,710,贝瑞基因,14.45,27.31%,52.48%,1378.39万
274,3004,*ST声迅,28.25,27.25%,32.55%,-6686.41万
275,300496,中科创达,83.73,27.11%,77.04%,15.33亿
276,688081,兴图新科,38.15,27.08%,86.69%,-537.76万
277,300977,深圳瑞捷,21.84,27.05%,41.34%,2873.38万
278,600633,浙数文化,16.17,27.02%,31.02%,2.19亿
279,301270,汉仪股份,46.97,27.01%,92.10%,3.21亿
280,2082,万邦德,17.28,26.87%,32.47%,3225.66万
281,600552,凯盛科技,14.46,26.84%,82.43%,9102.42万
282,300553,集智股份,50.59,26.82%,100.79%,-3499.61万
283,601992,金隅集团,2.13,26.79%,16.01%,-1.40亿
284,600838,上海九百,14.03,26.74%,222.27%,-1.60亿
285,1255,博菲电气,41.48,26.73%,59.77%,-2.06亿
286,300687,赛意信息,27.94,26.65%,75.58%,4.09亿
287,688611,杭州柯林,60.8,26.51%,26.41%,1.96亿
288,688225,亚信安全,24.01,26.50%,25.65%,2129.71万
289,688507,索辰科技,123.0,26.44%,88.28%,1.16亿
290,300676,华大基因,58.01,26.44%,28.34%,7.90亿
291,688202,美迪西,72.1,26.36%,33.19%,1.74亿
292,301137,哈焊华通,61.79,26.26%,112.32%,-9313.42万
293,301315,威士顿,71.8,26.21%,180.44%,-7071.45万
294,688623,双元科技,109.54,26.05%,121.35%,8509.65万
295,688661,和林微纳,65.99,26.03%,68.14%,4.72亿
296,688618,三旺通信,33.79,25.99%,31.59%,-2823.86万
297,2796,世嘉科技,34.58,25.97%,133.87%,-1.07亿
298,516,国际医学,5.63,25.95%,47.11%,-6.86亿
299,301111,粤万年青,24.97,25.86%,77.74%,1993.74万
300,603067,振华股份,37.46,25.75%,47.54%,-9.82亿
301,300269,联建光电,8.42,25.67%,226.47%,-3.91亿
302,300984,金沃股份,84.0,25.54%,70.24%,3.25亿
303,301016,雷尔伟,25.35,25.50%,55.21%,-9984.38万
304,301001,凯淳股份,35.55,25.49%,102.40%,8085.07万
305,688133,泰坦科技,27.82,25.43%,36.60%,7140.36万
306,688012,中微公司,346.0,25.42%,27.78%,18.78亿
307,300738,奥飞数据,23.19,25.42%,77.06%,19.27亿
308,603929,亚翔集成,126.16,25.41%,41.34%,-2.90亿
309,901,航天科技,31.5,25.35%,190.03%,11.06亿
310,300747,锐科激光,33.7,25.33%,81.89%,3.56亿
311,688037,芯源微,181.92,25.23%,48.58%,-3.97亿
312,688516,奥特维,58.86,25.21%,43.42%,2.57亿
313,659,珠海中富,4.42,25.21%,94.33%,8136.41万
314,600338,西藏珠峰,18.92,25.13%,75.40%,1.60亿
315,2361,神剑股份,16.48,25.13%,377.78%,-8.56亿
316,2777,久远银海,22.22,25.11%,56.46%,1.90亿
317,2788,鹭燕医药,26.26,25.05%,178.47%,-5227.63万
318,300267,尔康制药,4.45,25.00%,49.35%,-1.30亿
319,2582,好想你,13.34,24.91%,131.02%,1369.94万
320,601872,招商轮船,11.21,24.83%,11.65%,3.20亿
321,601858,中国科传,22.13,24.82%,16.40%,6495.49万
322,688114,华大智造,77.58,24.77%,14.83%,3.20亿
323,300003,乐普医疗,20.26,24.75%,73.14%,-1.93亿
324,688639,华恒生物,41.34,24.74%,44.94%,1.73亿
325,603017,中衡设计,13.17,24.72%,100.41%,-2.90亿
326,600967,内蒙一机,20.38,24.72%,51.12%,10.43亿
327,688171,纬德信息,51.75,24.70%,27.22%,6974.65万
328,2230,科大讯飞,60.89,24.67%,50.36%,58.72亿
329,301045,天禄科技,33.6,24.63%,83.73%,1.20亿
330,603278,大业股份,15.95,24.61%,243.62%,-1.97亿
331,1202,炬申股份,19.44,24.54%,41.76%,-2.33亿
332,503,国新健康,11.33,24.51%,37.04%,-8121.81万
333,300948,冠中生态,25.62,24.49%,83.19%,-906.33万
334,3009,中天火箭,88.83,24.41%,95.16%,1.10亿
335,688137,近岸蛋白,49.6,24.40%,30.79%,-1.05亿
336,605116,奥锐特,31.53,24.38%,16.32%,-2507.05万
337,603608,天创时尚,10.36,24.37%,147.55%,-4.81亿
338,301589,诺瓦星云,193.9,24.29%,77.46%,-1859.64万
339,2199,*ST东晶,10.13,24.29%,20.18%,-288.11万
340,301162,国能日新,63.75,24.27%,31.49%,2462.54万
341,300045,华力创通,34.25,24.27%,248.80%,3.67亿
342,2354,天娱数科,7.74,24.24%,94.01%,12.73亿
343,2899,英派斯,31.95,24.22%,56.68%,-7612.82万
344,2490,山东墨龙,8.22,24.17%,146.33%,-3.42亿
345,300238,冠昊生物,17.49,24.13%,91.24%,4712.64万
346,600094,大名城,5.25,24.11%,26.23%,-2.37亿
347,2925,盈趣科技,21.43,24.09%,50.90%,-9581.45万
348,300467,迅游科技,33.56,24.07%,75.67%,6881.72万
349,300536,农尚环境,8.98,24.03%,62.75%,-8575.01万
350,2135,东南网架,5.63,24.01%,26.21%,1.10亿
351,688065,凯赛生物,62.24,23.96%,11.32%,4.16亿
352,300182,捷成股份,6.64,23.88%,64.07%,10.90亿
353,962,东方钽业,38.05,23.86%,67.53%,-8.00亿
354,300567,精测电子,106.0,23.83%,74.53%,12.27亿
355,688314,康拓医疗,40.05,23.76%,54.46%,-822.30万
356,600316,洪都航空,39.9,23.72%,40.71%,11.07亿
357,2181,粤传媒,10.5,23.67%,61.37%,-1.77亿
358,300016,北陆药业,10.0,23.61%,73.47%,9058.66万
359,688028,沃尔德,70.71,23.60%,65.70%,-1.02亿
360,2766,索菱股份,7.15,23.49%,151.91%,-8.98亿
361,605086,龙高股份,47.4,23.44%,32.56%,-2.40亿
362,600151,航天机电,20.51,23.33%,203.06%,30.07亿
363,301337,亚华电子,34.0,23.32%,177.63%,4740.20万
364,603341,龙旗科技,51.64,23.30%,87.63%,8646.63万
365,300383,光环新网,15.35,23.29%,62.65%,12.97亿
366,688111,金山办公,371.79,23.22%,18.57%,23.43亿
367,300353,东土科技,25.23,23.19%,62.48%,2.21亿
368,2574,明牌珠宝,6.99,23.06%,31.56%,-1984.70万
369,603138,海量数据,17.36,22.95%,37.30%,5640.22万
370,300444,双杰电气,12.65,22.93%,119.94%,-5.05亿
371,688648,中邮科技,71.92,22.92%,77.17%,-3202.46万
372,2364,中恒电气,33.09,22.92%,103.92%,4344.49万
373,892,欢瑞世纪,8.61,22.82%,105.22%,2.67亿
374,688091,上海谊众,58.68,22.74%,24.57%,6719.71万
375,301077,星华新材,33.05,22.68%,77.08%,1.67亿
376,2279,久其软件,9.36,22.67%,132.53%,-1715.98万
377,603156,养元饮品,32.62,22.63%,10.68%,1820.12万
378,688273,麦澜德,52.2,22.59%,180.31%,-9511.75万
379,300723,一品红,42.65,22.59%,35.01%,1.14亿
380,803,山高环能,8.74,22.58%,60.73%,-1.40亿
381,2428,云南锗业,37.83,22.55%,125.28%,-13.08亿
382,300654,世纪天鸿,11.49,22.49%,72.08%,1.86亿
383,301055,张小泉,24.12,22.44%,22.67%,6016.29万
384,2222,福晶科技,70.89,22.29%,63.65%,-1.03亿
385,688553,汇宇制药,21.63,22.27%,22.97%,1.06亿
386,688543,国科军工,73.46,22.25%,152.84%,-4.38亿
387,301256,华融化学,18.08,22.24%,76.43%,-2.30亿
388,603286,日盈电子,72.7,22.18%,68.90%,-949.03万
389,2254,泰和新材,12.01,22.18%,55.15%,1.98亿
390,688416,恒烁股份,68.65,22.15%,121.69%,8356.05万
391,600295,鄂尔多斯,14.35,22.13%,13.10%,1.23亿
392,603703,盛洋科技,17.46,22.10%,137.32%,-7.02亿
393,676,智度股份,10.17,22.09%,59.05%,6.97亿
394,688586,江航装备,15.62,22.03%,38.49%,2502.71万
395,300101,振芯科技,31.16,21.96%,96.96%,3.24亿
396,2607,中公教育,3.29,21.85%,59.54%,-3117.80万
397,2203,海亮股份,15.26,21.79%,22.51%,-2.11亿
398,300757,罗博特科,282.46,21.74%,62.87%,8.48亿
399,300043,星辉娱乐,7.0,21.74%,71.57%,3.64亿
400,688011,新光光电,68.92,21.72%,63.29%,-1831.98万
401,301047,义翘神州,82.02,21.69%,12.60%,7998.46万
402,300996,普联软件,19.93,21.67%,60.34%,2.87亿
403,688283,坤恒顺维,45.39,21.66%,44.20%,1.74亿
404,688392,骄成超声,139.28,21.65%,26.20%,1.30亿
405,600363,联创光电,70.27,21.62%,71.30%,-4881.64万
406,300871,回盛生物,25.06,21.59%,48.67%,1.48亿
407,300346,南大光电,54.8,21.59%,157.80%,-7.72亿
408,600301,华锡有色,46.5,21.57%,54.23%,2.26亿
409,300666,江丰电子,115.08,21.57%,71.53%,19.67亿
410,2207,准油股份,9.02,21.40%,150.53%,-1.68亿
411,600973,宝胜股份,8.19,21.33%,143.37%,-11.61亿
412,688593,新相微,22.82,21.32%,40.12%,9635.56万
413,600481,双良节能,7.07,21.27%,75.27%,2.61亿
414,688182,灿勤科技,34.8,21.25%,22.36%,1.00亿
415,688560,明冠新材,17.3,21.15%,44.35%,5357.06万
416,300168,万达信息,7.79,21.15%,29.76%,3.75亿
417,688248,南网科技,54.58,21.07%,9.24%,-3379.51万
418,300113,顺网科技,23.9,21.07%,67.95%,4.71亿
419,688192,迪哲医药,67.97,21.05%,6.94%,1.39亿
420,301261,恒工精密,98.42,21.00%,173.24%,4.54亿
421,688017,绿的谐波,205.0,20.96%,57.95%,8.75亿
422,917,电广传媒,12.64,20.96%,128.47%,-4.97亿
423,300776,帝尔激光,73.73,20.95%,56.65%,2.61亿
424,688155,先惠技术,72.7,20.92%,32.83%,1.55亿
425,601360,三六零,13.16,20.84%,37.81%,4.53亿
426,300805,电声股份,12.53,20.83%,48.63%,7474.50万
427,2050,三花智控,57.15,20.82%,80.12%,32.41亿
428,1373,翔腾新材,37.07,20.79%,97.10%,-2003.13万
429,688019,安集科技,263.08,20.79%,26.64%,7.74亿
430,300509,新美星,15.65,20.76%,79.16%,-1.06亿
431,300248,新开普,14.38,20.74%,60.60%,4.51亿
432,600397,江钨装备,9.2,20.73%,43.09%,5125.67万
433,300033,同花顺,393.31,20.61%,51.21%,53.41亿
434,603337,杰克科技,48.54,20.57%,13.27%,3.03亿
435,300724,捷佳伟创,117.68,20.57%,93.48%,9.59亿
436,880,潍柴重机,33.32,20.55%,131.35%,7.76亿
437,688260,昀冢科技,36.38,20.54%,71.52%,4960.53万
438,600640,国脉文化,14.85,20.54%,20.81%,1.39亿
439,603813,*ST原尚,46.16,20.52%,7.17%,-1410.86万
440,300662,科锐国际,30.07,20.52%,32.94%,1.31亿
441,688559,海目星,60.4,20.46%,47.92%,1.16亿
442,300212,易华录,20.74,20.44%,40.89%,3.55亿
443,688419,耐科装备,33.78,20.38%,64.93%,5671.45万
444,688356,键凯科技,98.9,20.35%,33.75%,-4396.80万
445,600399,抚顺特钢,7.22,20.33%,65.08%,9800.17万
