代码,名称,上市日期,累计股息,年均股息,分红次数,融资总额,融资次数
600690,海尔智家,1993-11-19,64.8,2.02,30,32.1473,1
000088,盐田港,1997-07-28,64.5,2.3,29,51.5657,2
600755,厦门国贸,1996-10-03,64.3,2.22,24,30.7952,3
600096,云天化,1997-07-09,64.1,2.29,18,52.6333,3
600894,广日股份,1996-03-28,63.6,2.19,21,6.7143,1
000157,中联重科,2000-10-12,63.5,2.54,27,106.2512,2
601998,中信银行,2007-04-27,63.5,3.53,18,424.396,3
600170,上海建工,1998-06-23,63.4,2.35,26,51.9466,2
600327,大东方,2002-06-25,63.4,2.76,24,4.0109,1
000043,中航善达,1994-09-28,63.2,2.53,44,6.3273,1
000959,首钢股份,1999-12-16,62.6,2.41,18,10.6773,2
600697,欧亚集团,1993-12-06,62.6,1.96,29,0.0,0
600808,马钢股份,1994-01-06,61.5,1.92,22,0.0,0
600183,生益科技,1998-10-28,61.3,2.27,28,12.3755,1
600261,阳光照明,2000-07-20,61.1,2.44,25,8.991,1
000418,小天鹅A,1997-03-28,61.0,2.77,27,0.0,0
601566,九牧王,2011-05-30,61.0,4.36,14,25.5305,1
600761,安徽合力,1996-10-09,60.7,2.09,26,5.2131,1
600859,王府井,1994-05-06,60.7,1.96,29,84.8949,3
600801,华新水泥,1994-01-03,60.2,1.88,51,37.4974,2
600348,华阳股份,2003-08-21,60.1,2.73,19,0.0,0
600987,航民股份,2004-08-09,60.0,2.86,21,0.0,0
601158,重庆水务,2010-03-29,59.8,3.99,16,34.0206,1
600873,梅花生物,1995-02-17,59.6,1.92,19,24.5295,1
600688,上海石化,1993-11-08,59.3,1.85,30,0.0,0
600008,首创环保,2000-04-27,59.1,2.37,25,84.1726,3
600236,桂冠电力,2000-03-23,59.1,2.36,27,0.0,0
000983,山西焦煤,2000-07-26,58.8,2.35,26,43.7122,1
000898,鞍钢股份,1997-12-25,58.6,2.09,22,169.95,1
600598,北大荒,2002-03-29,58.5,2.54,21,0.0,0
000543,皖能电力,1993-12-20,58.3,1.82,28,16.6245,1
000090,天健集团,1999-07-21,57.8,2.22,25,26.7342,2
600383,金地集团,2001-04-12,57.7,2.4,23,85.5398,2
600123,兰花科创,1998-12-17,57.6,2.13,23,4.3162,1
600098,广州发展,1997-07-18,57.2,2.04,26,95.7292,2
601699,潞安环能,2006-09-22,57.2,3.01,17,19.2412,1
600612,老凤祥,1992-08-14,57.1,1.73,47,0.0,0
600007,中国国贸,1999-03-12,56.8,2.19,28,12.0826,1
000016,深康佳A,1992-03-27,56.4,1.71,38,0.0,0
000521,长虹美菱,1993-10-18,56.4,1.76,34,27.1868,2
002233,塔牌集团,2008-05-16,56.4,3.32,20,39.2512,2
600325,华发股份,2004-02-25,55.9,2.66,21,117.729,3
002563,森马服饰,2011-03-11,55.8,3.99,15,45.3081,1
002367,康力电梯,2010-03-12,55.5,3.7,19,17.2167,2
600650,锦江在线,1993-06-07,55.4,1.73,44,0.0,0
601857,中国石油,2007-11-05,55.4,3.08,35,662.433,1
600886,国投电力,1996-01-18,55.1,1.84,23,232.977,6
000596,古井贡酒,1996-09-27,54.8,1.89,43,61.8184,2
600704,物产中大,1996-06-06,54.8,1.89,25,78.9037,3
000933,神火股份,1999-08-31,54.7,2.1,26,38.2115,2
600500,中化国际,2000-03-01,54.7,2.19,25,86.727,2
600717,天津港,1996-06-14,54.7,1.88,27,0.0,0
600376,首开股份,2001-03-12,54.5,2.27,23,144.657,3
002394,联发股份,2010-04-23,54.4,3.63,24,11.5396,1
600027,华电国际,2005-02-03,54.4,2.59,19,156.4426,4
601919,中远海控,2007-06-26,54.4,3.02,10,353.2727,3
600985,淮北矿业,2004-04-28,54.3,2.59,21,9.0398,2
002327,富安娜,2009-12-30,54.1,3.38,15,7.3497,1
601666,平煤股份,2006-11-23,54.0,2.84,15,29.4892,1
000517,荣安地产,1993-08-06,53.9,1.69,15,0.0,0
600820,隧道股份,1994-01-28,53.9,1.68,28,11.3162,1
601225,陕西煤业,2014-01-28,53.7,4.48,13,38.0974,1
600533,栖霞建设,2002-03-28,53.6,2.33,21,16.0392,2
000528,柳工,1993-11-18,53.4,1.67,25,29.6661,1
000825,太钢不锈,1998-10-21,53.3,1.98,23,34.4425,1
600655,豫园股份,1992-09-02,53.2,1.61,32,0.0,0
000690,宝新能源,1997-01-28,53.1,1.83,28,39.522,2
600795,国电电力,1997-03-18,53.0,1.89,26,212.9848,4
600997,开滦股份,2004-06-02,53.0,2.53,20,25.1795,2
000830,鲁西化工,1998-08-07,52.9,1.96,16,59.9047,3
002293,罗莱生活,2009-09-10,52.8,3.3,18,13.6222,2
601000,唐山港,2010-07-05,52.8,3.52,16,58.984,4
600510,黑牡丹,2002-06-18,52.6,2.29,23,15.713,1
600649,城投控股,1993-05-18,52.6,1.64,29,0.0,0
600750,江中药业,1996-09-23,52.6,1.81,29,5.3309,1
601668,中国建筑,2009-07-29,52.5,3.28,16,492.196,1
000916,华北高速,1999-09-27,52.3,2.9,20,0.0,0
600664,哈药股份,1993-06-29,52.0,1.62,17,0.0,0
601098,中南传媒,2010-10-28,52.0,3.47,16,41.23,1
600897,厦门空港,1996-05-31,51.9,1.79,25,0.0,0
000402,金融街,1996-06-26,51.7,1.78,24,94.0078,2
600681,百川能源,1993-10-18,51.7,1.62,17,8.6657,1
600018,上港集团,2000-07-19,51.3,2.05,20,17.1979,1
600887,伊利股份,1996-03-12,51.2,1.76,26,170.4096,2
002128,电投能源,2007-04-18,50.9,2.83,20,76.6613,4
600309,万华化学,2001-01-05,50.9,2.04,26,24.6042,1
002601,龙佰集团,2011-07-15,50.8,3.63,24,134.5967,3
600782,新钢股份,1996-12-25,50.8,1.75,26,36.8521,2
000006,深振业A,1992-04-27,50.7,1.54,29,0.0,0
600639,浦东金桥,1993-03-26,50.7,1.58,55,27.0547,1
600828,茂业商业,1994-02-24,50.7,1.63,22,0.0,0
000708,中信特钢,1997-03-26,50.6,1.81,19,0.0,0
002372,伟星新材,2010-03-18,50.5,3.36,16,10.9127,1
600481,双良节能,2003-04-22,50.5,2.29,22,43.2877,2
600005,武钢股份,1999-08-03,50.4,2.96,16,82.7308,1
600742,富维股份,1996-08-26,50.4,1.74,25,6.2311,1
601369,陕鼓动力,2010-04-28,50.4,3.36,16,16.1766,1
600461,洪城环境,2004-06-01,50.3,2.4,20,28.3242,4
600829,人民同泰,1994-02-24,50.3,1.62,17,0.0,0
002206,海利得,2008-01-23,50.2,2.79,18,19.1423,3
600508,上海能源,2001-08-29,50.2,2.09,22,0.0,0
000019,深粮控股,1992-10-12,50.0,1.52,25,5.7239,1
600020,中原高速,2003-08-08,50.0,2.27,22,0.0,0
000789,万年青,1997-09-23,49.7,1.77,20,3.4654,2
600754,锦江酒店,1996-10-11,49.4,1.7,56,125.1309,3
000037,深南电A,1994-07-01,49.2,1.59,21,0.0,0
600865,百大集团,1994-08-09,49.1,1.59,25,0.0,0
600197,伊力特,1999-09-16,49.0,1.89,27,0.0,0
600483,福能股份,2004-05-31,48.9,2.33,20,26.8134,1
000527,美的电器,1993-11-12,48.7,2.43,20,72.133,2
002110,三钢闽光,2007-01-26,48.4,2.55,15,5.739,1
600048,保利发展,2006-07-31,48.4,2.55,18,255.5649,4
000919,金陵药业,1999-11-18,48.3,1.86,26,7.4263,1
600790,轻纺城,1997-02-28,48.3,1.73,19,0.0,0
002032,苏泊尔,2004-08-17,48.2,2.3,23,7.0463,1
002275,桂林三金,2009-07-10,47.9,2.99,20,8.5928,1
600611,大众交通,1992-08-07,47.9,1.45,52,0.0,0
600126,杭钢股份,1998-03-11,47.8,1.77,21,24.4566,1
600663,陆家嘴,1993-06-28,47.8,1.49,55,17.9657,1
600563,法拉电子,2002-12-10,47.5,2.06,22,0.0,0
601601,中国太保,2007-12-25,47.3,2.63,19,290.315,1
601339,百隆东方,2012-06-12,47.1,3.62,14,19.7789,1
000731,四川美丰,1997-06-17,47.0,1.68,23,0.0,0
000987,越秀资本,2000-07-18,47.0,1.88,25,104.5448,2
002191,劲嘉股份,2007-12-05,46.8,2.6,17,27.7649,2
000055,方大集团,1996-04-15,46.6,1.61,35,7.9525,2
002001,新和成,2004-06-25,46.6,2.22,23,59.6154,2
601928,凤凰传媒,2011-11-30,46.5,3.32,18,43.1845,1
000024,招商地产,1993-06-07,46.4,2.02,39,80.6939,2
000700,模塑科技,1997-02-28,46.3,1.65,25,6.0,1
002267,陕天然气,2008-08-13,46.3,2.73,19,19.9337,2
600273,嘉化能源,2003-06-27,46.3,2.11,25,22.5727,2
002088,鲁阳节能,2006-11-30,46.0,2.42,19,6.0714,2
600162,香江控股,1998-06-09,46.0,1.7,20,46.8995,2
000538,云南白药,1993-12-15,45.9,1.43,33,13.6398,1
002543,万和电气,2011-01-28,45.8,3.05,18,14.2149,1
600814,杭州解百,1994-01-14,45.7,1.43,24,0.0,0
603156,养元饮品,2018-02-12,45.7,6.53,8,32.6567,1
601126,四方股份,2010-12-31,45.5,3.03,15,17.6043,1
601636,旗滨集团,2011-08-12,45.5,3.25,13,35.2877,3
000786,北新建材,1997-06-06,45.2,1.61,28,20.9418,1
600970,中材国际,2005-04-12,45.1,2.26,25,0.0,0
600810,神马股份,1994-01-06,44.8,1.4,23,5.873,1
600827,百联股份,1994-02-04,44.8,1.4,52,9.0711,1
002004,华邦健康,2004-06-25,44.7,2.13,16,31.8125,3
600266,城建发展,1999-02-03,44.7,1.65,22,49.8982,2
600382,广东明珠,2001-01-18,44.7,1.79,25,19.8,1
002677,浙江美大,2012-05-25,44.6,3.43,13,4.4631,1
002540,亚太科技,2011-01-18,44.5,2.97,18,30.1436,2
002818,富森美,2016-11-09,44.2,4.91,14,9.6833,1
600546,山煤国际,2003-07-31,44.2,2.01,15,53.9048,1
000718,苏宁环球,1997-04-08,44.1,1.58,19,44.4875,3
002035,华帝股份,2004-09-01,44.1,2.1,20,1.0045,1
600373,中文传媒,2002-03-04,44.1,1.92,20,21.1849,2
600665,天地源,1993-07-09,44.1,1.38,22,0.0,0
600724,宁波富达,1996-07-16,44.1,1.52,17,0.0,0
600196,复星医药,1998-08-07,43.9,1.63,26,73.6684,3
002404,嘉欣丝绸,2010-05-11,43.7,2.91,16,10.89,2
600596,新安股份,2001-09-06,43.7,1.82,24,30.4091,3
601216,君正集团,2011-02-22,43.7,3.12,14,77.8886,2
600004,白云机场,2003-04-28,43.6,1.98,20,33.9434,2
600317,营口港,2002-01-31,43.6,2.29,17,0.0,0
603167,渤海轮渡,2012-09-06,43.6,3.36,15,10.6421,1
000783,长江证券,1997-07-31,43.5,1.56,19,139.4723,3
000903,ST云动,1999-04-15,43.5,1.67,23,28.6244,4
002303,美盈森,2009-11-03,43.5,2.72,16,24.8331,2
002117,东港股份,2007-03-02,43.4,2.41,20,6.1787,2
600449,宁夏建材,2003-08-29,43.4,1.97,21,7.1454,1
000423,东阿阿胶,1996-07-29,43.3,1.49,27,0.0,0
600256,广汇能源,2000-05-26,43.3,1.73,16,59.3205,2
600527,江南高纤,2003-11-27,43.2,1.96,22,15.137,3
601318,中国平安,2007-03-01,43.1,2.39,37,382.219,1
600841,动力新科,1994-03-11,42.9,1.38,47,27.9913,2
600051,宁波联合,1997-04-10,42.8,1.53,25,0.0,0
600160,巨化股份,1998-06-26,42.8,1.58,27,63.9753,3
600535,天士力,2002-08-23,42.8,1.86,25,28.8796,3
000401,冀东水泥,1996-06-14,42.7,1.47,20,67.6852,3
600600,青岛啤酒,1993-08-27,42.7,1.33,31,0.0,0
600057,厦门象屿,1997-06-04,42.6,1.52,13,80.7132,4
601877,正泰电器,2010-01-21,42.3,2.64,22,67.8139,2
000807,云铝股份,1998-04-08,42.2,1.56,21,132.4725,6
601003,柳钢股份,2007-02-27,42.2,2.35,12,10.4018,1
601229,上海银行,2016-11-16,42.1,4.68,10,104.504,1
000028,国药一致,1993-08-09,42.0,1.31,45,21.9689,2
000717,中南股份,1997-05-08,42.0,1.5,15,14.9378,1
601567,三星医疗,2011-06-15,42.0,3.0,13,48.5885,3
600919,江苏银行,2016-08-02,41.8,4.64,10,219.0116,2
603001,奥康国际,2012-04-26,41.8,3.22,13,20.067,1
603886,元祖股份,2016-12-28,41.8,4.65,9,5.6933,1
600323,瀚蓝环境,2000-12-25,41.7,1.67,27,13.2279,2
600720,中交设计,1996-07-16,41.7,1.44,23,29.9218,3
001696,宗申动力,1997-03-06,41.5,1.48,22,14.4899,2
002043,兔宝宝,2005-05-10,41.5,2.08,19,9.1813,2
000417,合百集团,1996-08-12,41.4,1.43,27,6.8145,1
601107,四川成渝,2009-07-27,41.4,2.59,17,17.41,1
000001,平安银行,1991-04-03,41.3,1.21,24,342.7102,4
000601,韶能股份,1996-08-30,41.3,1.43,25,10.2759,2
600023,浙能电力,2013-12-19,41.3,3.44,10,0.0,0
600030,中信证券,2003-01-06,41.1,1.79,23,519.349,3
600409,三友化工,2003-06-18,41.1,1.87,21,35.2411,3
603519,立霸股份,2015-03-19,40.9,4.09,12,2.2155,1
002091,江苏国泰,2006-12-08,40.8,2.15,21,29.767,2
002440,闰土股份,2010-07-06,40.8,2.72,15,21.4248,1
000685,中山公用,1997-01-23,40.7,1.4,26,8.5675,1
000858,五粮液,1998-04-27,40.7,1.51,24,18.1503,1
600682,南京新百,1993-10-18,40.7,1.27,30,10.2334,3
600475,华光环能,2003-07-21,40.6,1.85,26,1.9843,1
002516,旷达科技,2010-12-07,40.5,2.7,16,21.0073,2
600232,金鹰股份,2000-06-02,40.5,1.62,23,0.0,0
002315,焦点科技,2009-12-09,40.4,2.53,17,11.8484,1
000932,华菱钢铁,1999-08-03,40.2,1.55,16,15.3549,1
002582,好想你,2011-05-20,40.2,2.87,14,17.6025,2
603328,依顿电子,2014-07-01,40.2,3.66,16,13.0757,1
002304,洋河股份,2009-11-06,40.1,2.51,17,26.0033,1
600132,重庆啤酒,1997-10-30,40.1,1.43,28,0.0,0
600284,浦东建设,2004-03-16,40.1,1.91,22,25.6868,2
601101,昊华能源,2010-03-31,40.1,2.68,15,31.5568,1
002533,金杯电工,2010-12-31,40.0,2.67,16,11.0552,1
601515,东峰集团,2012-02-16,39.9,3.07,13,18.9298,2
000333,美的集团,2013-09-18,39.8,3.31,12,12.0354,1
600641,万业企业,1993-04-07,39.8,1.24,24,0.0,0
000338,潍柴动力,2007-04-30,39.7,2.2,32,129.881,1
000776,广发证券,1997-06-11,39.7,1.42,18,119.999,1
002142,宁波银行,2007-07-19,39.7,2.21,18,313.6426,5
600662,外服控股,1993-06-14,39.7,1.24,23,9.3174,1
600809,山西汾酒,1994-01-06,39.7,1.24,27,0.0,0
002083,孚日股份,2006-11-24,39.6,2.08,16,17.6336,2
600021,上海电力,2003-10-29,39.4,1.79,18,25.6419,2
600368,五洲交通,2000-12-21,39.2,1.57,23,0.0,0
600566,济川药业,2001-08-22,39.2,1.63,21,26.3329,3
000631,顺发恒业,1996-11-22,39.1,1.35,12,15.867,1
600597,光明乳业,2002-08-28,39.1,1.7,22,33.0992,2
600674,川投能源,1993-09-24,39.1,1.22,23,22.6599,2
600854,春兰股份,1994-04-25,39.1,1.26,20,0.0,0
002416,爱施德,2010-05-28,39.0,2.6,11,25.254,2
600039,四川路桥,2003-03-25,38.9,1.77,16,105.6841,4
600362,江西铜业,2002-01-11,38.9,1.62,25,39.5017,1
600519,贵州茅台,2001-08-27,38.9,1.62,29,0.0,0
000042,中洲控股,1994-09-21,38.7,1.25,29,19.7682,1
600219,南山铝业,1999-12-23,38.6,1.49,25,106.1336,3
600352,浙江龙盛,2003-08-01,38.6,1.75,22,22.6328,2
002300,太阳电缆,2009-10-21,38.5,2.4,16,6.686,1
002419,天虹股份,2010-06-01,38.3,2.56,15,19.1333,1
601186,中国铁建,2008-03-10,38.3,2.25,18,315.4864,2
600285,羚锐制药,2000-10-18,38.2,1.53,23,6.7467,2
600388,龙净环保,2000-12-29,38.2,1.53,25,6.1669,1
601717,中创智领,2010-08-03,38.2,2.55,15,28.5605,2
002557,洽洽食品,2011-03-02,38.1,2.72,16,18.884,1
002561,徐家汇,2011-03-03,38.1,2.72,15,10.3282,1
600846,同济科技,1994-03-11,38.1,1.23,25,4.8011,1
002154,报喜鸟,2007-08-16,38.0,2.11,20,18.4156,4
600089,特变电工,1997-06-18,38.0,1.36,26,120.9845,4
000800,一汽解放,1997-06-18,37.9,1.35,21,19.9781,1
001872,招商港口,1993-05-05,37.9,1.19,14,128.185,2
002048,宁波华翔,2005-06-03,37.9,1.9,21,49.064,4
600026,中远海能,2002-05-23,37.9,1.65,21,50.7601,1
600060,海信视像,1997-04-22,37.9,1.35,20,14.9998,1
600982,宁波能源,2004-07-06,37.9,1.81,21,11.5909,1
600308,华泰股份,2000-09-28,37.8,1.51,24,12.2859,1
600626,申达股份,1993-01-07,37.8,1.15,25,21.5668,3
600310,广西能源,2001-02-28,37.7,1.57,24,11.4596,2
601800,中国交建,2012-03-09,37.7,2.9,15,48.6403,1
601886,江河集团,2011-08-18,37.5,2.68,15,20.8745,1
002322,理工能科,2009-12-18,37.4,2.34,19,10.3164,2
002478,常宝股份,2010-09-21,37.4,2.49,15,11.0441,1
600668,尖峰集团,1993-07-28,37.4,1.17,22,0.0,0
600757,长江传媒,1996-10-03,37.4,1.29,16,11.4119,1
000036,华联控股,1994-06-17,37.2,1.2,11,0.0,0
600056,中国医药,1997-05-15,37.2,1.33,25,17.3863,2
002884,凌霄泵业,2017-07-11,37.1,4.63,8,9.4307,2
300193,佳士科技,2011-03-22,36.9,2.63,15,14.0076,1
600861,北京人力,1994-05-20,36.9,1.19,27,15.8196,1
000899,赣能股份,1997-11-26,36.8,1.31,19,21.5051,1
600176,中国巨石,1999-04-22,36.8,1.42,22,47.4345,1
600231,凌钢股份,2000-05-11,36.8,1.47,21,19.8878,1
600901,江苏金租,2018-03-01,36.8,5.26,8,39.1798,1
603788,宁波高发,2015-01-20,36.8,3.34,11,11.7918,2
600189,泉阳泉,1998-10-07,36.7,1.36,17,4.1571,1
000069,华侨城A,1997-09-10,36.6,1.31,21,57.2718,1
000728,国元证券,1997-06-16,36.6,1.31,24,191.7332,3
600502,安徽建工,2003-04-15,36.6,1.66,20,19.5018,2
002763,汇洁股份,2015-06-10,36.5,3.65,9,6.6124,1
600528,中铁工业,2001-05-28,36.4,1.51,22,73.8452,2
601766,中国中车,2008-08-18,36.3,2.14,17,270.0291,3
000912,泸天化,1999-06-03,36.2,1.39,13,0.0,0
002146,荣盛发展,2007-08-08,36.2,2.01,14,70.0737,3
603587,地素时尚,2018-06-22,36.2,5.18,8,15.8214,1
600120,浙江东方,1997-12-01,36.1,1.29,25,23.4666,1
601010,文峰股份,2011-06-03,36.0,2.57,14,21.3621,1
601899,紫金矿业,2008-04-25,36.0,2.12,20,222.5131,3
000419,通程控股,1996-08-16,35.9,1.24,17,5.5765,1
600141,兴发集团,1999-06-16,35.9,1.38,25,48.6308,6
600798,宁波海运,1997-04-23,35.9,1.28,26,6.0805,1
000719,中原传媒,1997-03-31,35.8,1.28,14,9.6244,1
600106,重庆路桥,1997-06-18,35.8,1.28,26,0.0,0
600819,耀皮玻璃,1994-01-28,35.8,1.12,58,9.786,1
000679,大连友谊,1997-01-24,35.7,1.23,20,0.0,0
600675,中华企业,1993-09-24,35.7,1.12,19,19.6892,1
600812,华北制药,1994-01-14,35.7,1.12,20,40.872,2
000630,铜陵有色,1996-11-20,35.6,1.23,27,95.6224,3
600606,绿地控股,1992-03-27,35.6,1.08,18,0.0,0
601997,贵阳银行,2016-08-16,35.6,3.95,9,86.0281,2
000672,上峰水泥,1996-12-18,35.5,1.22,14,0.0,0
000811,冰轮环境,1998-05-28,35.4,1.31,28,0.8962,1
002381,双箭股份,2010-04-02,35.3,2.36,16,10.0953,2
600509,天富能源,2002-02-28,35.3,1.53,21,60.5551,4
300158,振东制药,2011-01-07,35.2,2.35,12,24.7205,2
600143,金发科技,2004-06-23,35.2,1.68,23,46.1514,3
600216,浙江医药,1999-10-21,35.2,1.35,23,12.5317,1
600497,驰宏锌锗,2004-04-20,35.2,1.68,20,115.3586,4
002737,葵花药业,2014-12-30,35.1,3.19,11,12.4863,1
300154,瑞凌股份,2010-12-29,35.1,2.34,15,10.1011,1
600006,东风股份,1999-07-27,35.1,1.35,27,0.0,0
600114,东睦股份,2004-05-11,35.1,1.67,22,11.4995,2
600780,通宝能源,1996-12-05,35.1,1.21,16,0.0,0
002674,兴业科技,2012-05-07,35.0,2.69,11,13.8237,2
600572,康恩贝,2004-04-12,35.0,1.67,19,45.9479,5
601168,西部矿业,2007-07-12,34.9,1.94,17,60.5229,1
600622,光大嘉宝,1992-12-03,34.8,1.05,19,23.2972,2
600168,武汉控股,1998-04-27,34.7,1.29,26,7.4905,1
000551,创元科技,1994-01-06,34.6,1.08,18,3.4383,1
000725,京东方A,2001-01-12,34.6,1.38,29,895.7836,6
000600,建投能源,1996-06-06,34.5,1.19,23,31.2532,2
000623,吉林敖东,1996-10-28,34.5,1.19,23,0.0,0
600826,兰生股份,1994-02-04,34.4,1.08,21,0.0,0
002406,远东传动,2010-05-18,34.3,2.29,17,12.149,1
601898,中煤能源,2008-02-01,34.3,1.91,18,253.199,1
600582,天地科技,2002-05-15,34.2,1.49,20,19.3862,1
002158,汉钟精机,2007-08-17,34.1,1.89,18,11.4505,2
002572,索菲亚,2011-04-12,34.1,2.44,15,27.7267,3
600648,外高桥,1993-05-04,34.1,1.07,36,51.4457,2
600738,丽尚国潮,1996-08-02,34.1,1.18,12,3.9235,1
601838,成都银行,2018-01-31,34.1,4.27,8,24.4028,1
000883,湖北能源,1998-05-19,34.0,1.26,20,91.4198,2
002085,万丰奥威,2006-11-28,34.0,1.79,17,21.6423,2
600329,达仁堂,2001-06-06,34.0,1.42,21,8.1434,1
000501,武商集团,1992-11-20,33.9,1.03,18,8.1271,1
600356,恒丰纸业,2001-04-19,33.8,1.41,25,2.8298,1
600623,华谊集团,1992-12-04,33.8,1.02,42,36.8274,1
600371,万向德农,2002-09-16,33.7,1.46,19,0.0,0
600743,华远控股,1996-09-09,33.6,1.16,13,17.4146,1
600270,外运发展,2000-12-28,33.5,1.86,18,0.0,0
601077,渝农商行,2019-10-29,33.5,5.58,7,98.8771,1
601333,广深铁路,2006-12-22,33.5,1.76,16,100.839,1
601390,中国中铁,2007-12-03,33.5,1.86,16,338.132,2
000656,*ST金科,1996-11-28,33.4,1.15,11,66.1442,2
002187,广百股份,2007-11-22,33.4,1.86,17,16.5269,3
600418,江淮汽车,2001-08-24,33.4,1.39,22,72.7945,3
600499,科达制造,2002-10-10,33.4,1.45,21,28.3156,5
000877,天山股份,1999-01-07,33.3,1.23,19,88.0328,4
002033,丽江股份,2004-08-25,33.3,1.58,19,9.4221,2
600621,华鑫股份,1992-12-02,33.3,1.01,23,12.6016,1
600874,创业环保,1995-06-30,33.3,1.11,25,8.1076,1
601019,山东出版,2017-11-22,33.3,4.17,8,26.2005,1
002116,中国海诚,2007-02-15,33.2,1.85,19,5.9023,2
600062,华润双鹤,1997-05-22,33.2,1.18,25,6.5576,1
600389,江山股份,2001-01-10,33.2,1.33,24,0.0,0
603889,新澳股份,2014-12-31,33.2,3.02,11,13.0596,2
300741,华宝股份,2018-03-01,33.1,4.73,10,23.1184,1
600713,南京医药,1996-07-01,33.1,1.14,22,34.0835,4
603699,纽威股份,2014-01-17,33.1,2.76,13,8.392,1
000021,深科技,1994-02-02,33.0,1.03,32,21.3899,2
000552,甘肃能化,1994-01-06,33.0,1.03,19,53.2047,2
600233,圆通速递,2000-06-08,33.0,1.32,25,60.6535,2
600999,招商证券,2009-11-17,33.0,2.06,19,346.685,3
000792,盐湖股份,1997-09-04,32.9,1.18,21,48.4981,1
000913,钱江摩托,1999-05-14,32.9,1.26,14,4.9715,1
002034,旺能环境,2004-08-26,32.9,1.57,18,18.2744,2
600195,中牧股份,1999-01-07,32.9,1.22,26,4.659,1
600676,交运股份,1993-09-28,32.9,1.03,19,21.1378,2
600823,*ST世茂,1994-02-04,32.9,1.1,20,14.8312,1
002228,合兴包装,2008-05-08,32.8,1.93,17,15.2465,4
600271,航天信息,2003-07-11,32.8,1.49,22,0.0,0
600989,宝丰能源,2019-05-16,32.8,5.46,15,80.0,1
000637,茂化实华,1996-11-14,32.7,1.13,24,0.0,0
000850,华茂股份,1998-10-07,32.5,1.2,25,0.0,0
002441,众业达,2010-07-06,32.5,2.17,15,20.8698,2
600068,葛洲坝,1997-05-26,32.5,1.36,20,60.0435,2
600569,安阳钢铁,2001-08-20,32.5,1.35,12,16.1328,1
600867,通化东宝,1994-08-24,32.5,1.05,18,10.1768,1
600361,创新新材,2001-11-29,32.4,1.35,19,27.6244,2
600428,中远海特,2002-04-18,32.4,1.41,19,80.5829,3
600779,水井坊,1996-12-06,32.4,1.12,22,0.0,0
601018,宁波港,2010-09-28,32.4,2.16,15,309.6531,3
002238,天威视讯,2008-05-26,32.2,1.9,17,4.4544,1
002867,周大生,2017-04-27,32.2,4.03,12,14.6045,1
600619,海立股份,1992-11-16,32.2,0.98,43,24.2915,3
600637,东方明珠,1993-03-16,32.2,1.01,18,99.25,1
600683,京投发展,1993-10-25,32.2,1.0,13,7.7077,1
601688,华泰证券,2010-02-26,32.2,2.14,16,296.576,2
601991,大唐发电,2006-12-20,32.2,1.69,16,215.174,4
600031,三一重工,2003-07-03,32.1,1.46,24,10.3124,1
000151,中成股份,2000-09-06,32.0,1.28,19,2.4346,1
000951,中国重汽,1999-11-25,32.0,1.23,18,50.0138,1
600300,维维股份,2000-06-30,32.0,1.28,23,6.8056,1
600635,大众公用,1993-03-04,32.0,1.0,25,0.0,0
603365,水星家纺,2017-11-20,32.0,4.0,9,9.4794,1
603551,奥普科技,2020-01-15,32.0,5.34,7,5.4042,1
001979,招商蛇口,2015-12-30,31.9,3.19,10,202.2899,2
603116,红蜻蜓,2015-06-29,31.8,3.18,10,9.7383,1
603878,武进不锈,2016-12-19,31.8,3.53,9,7.0775,1
000062,深圳华强,1997-01-30,31.7,1.09,27,2.4775,1
600085,同仁堂,1997-06-25,31.7,1.13,30,0.0,0
600370,三房巷,2003-03-06,31.7,1.44,19,9.0534,2
601801,皖新传媒,2010-01-18,31.7,1.98,17,31.9769,2
603839,安正时尚,2017-02-14,31.7,3.96,10,11.1455,1
000926,福星股份,1999-06-18,31.6,1.22,22,54.2661,4
600258,首旅酒店,2000-06-01,31.6,1.26,23,67.9506,2
600438,通威股份,2004-03-02,31.6,1.5,16,114.6418,4
600070,*ST富润,1997-06-04,31.5,1.12,21,2.2884,1
600493,凤竹纺织,2004-04-21,31.5,1.5,21,0.0,0
000529,广弘控股,1993-11-18,31.4,0.98,14,0.0,0
002469,三维化学,2010-09-08,31.4,2.09,16,8.1693,2
000060,中金岭南,1997-01-23,31.3,1.08,27,34.3761,3
600736,苏州高新,1996-08-15,31.3,1.08,25,17.9075,2
603855,华荣股份,2017-05-24,31.3,3.91,11,5.6599,1
000905,厦门港务,1999-04-29,31.2,1.2,25,13.8721,2
300146,汤臣倍健,2010-12-15,31.2,2.08,15,63.4665,3
000100,TCL科技,2004-01-30,31.1,1.42,15,223.4296,5
002345,潮宏基,2010-01-28,31.0,1.94,16,21.7371,3
600366,宁波韵升,2000-10-30,31.0,1.24,24,12.1889,2
000589,贵州轮胎,1996-03-08,30.9,1.07,17,26.938,3
002391,长青股份,2010-04-16,30.9,2.06,15,12.03,1
600050,中国联通,2002-10-09,30.9,1.34,26,615.461,1
600824,益民集团,1994-02-04,30.9,0.97,27,2.0823,1
000906,浙商中拓,1999-07-07,30.8,1.18,19,9.7071,2
601086,国芳集团,2017-09-29,30.8,3.85,10,4.654,1
603565,中谷物流,2020-09-25,30.8,6.16,6,41.2458,2
