代码,名称,上市日期,累计股息,年均股息,分红次数,融资总额,融资次数
301125,腾亚精工,2022-06-08,7.2,2.4,4,3.4135,1
301365,矩阵股份,2022-11-22,7.2,2.41,4,9.4773,1
301371,敷尔佳,2023-08-01,7.2,3.62,3,20.7176,1
600630,龙头股份,1993-02-09,7.2,0.22,10,0.0,0
600797,浙大网新,1997-04-18,7.2,0.26,20,9.3252,2
603023,威帝股份,2015-05-27,7.2,0.72,6,2.1667,1
603421,鼎信通讯,2016-10-11,7.2,0.8,8,5.571,1
603725,天安新材,2017-09-06,7.2,0.89,6,4.0086,2
603861,白云电器,2016-03-22,7.2,0.8,9,3.7771,1
603956,威派格,2019-02-22,7.2,1.2,6,11.6324,2
000519,中兵红箭,1993-10-08,7.1,0.22,10,32.613,2
002131,利欧股份,2007-04-27,7.1,0.4,12,31.951,5
002148,北纬科技,2007-08-10,7.1,0.39,16,6.9125,2
002358,森源电气,2010-02-10,7.1,0.44,11,33.7263,3
002369,卓翼科技,2010-03-16,7.1,0.47,7,17.7413,3
002570,贝因美,2011-04-12,7.1,0.51,3,19.5592,2
002702,海欣食品,2012-10-11,7.1,0.55,8,8.3685,2
300058,蓝色光标,2010-02-26,7.1,0.47,13,28.838,3
300135,宝利国际,2010-10-26,7.1,0.48,11,6.8942,1
300147,ST香雪,2010-12-15,7.1,0.47,9,25.6093,2
300504,天邑股份,2018-03-30,7.1,1.01,7,7.9553,1
300543,朗科智能,2016-09-08,7.1,0.79,8,2.8283,1
600584,长电科技,2003-06-03,7.1,0.32,16,139.0466,7
600651,飞乐音响,1990-12-19,7.1,0.2,10,12.9054,2
601033,永兴股份,2024-01-18,7.1,3.55,2,23.31,1
603110,东方材料,2017-10-13,7.1,0.89,7,2.8736,1
603665,康隆达,2017-03-13,7.1,0.88,3,4.847,1
605298,必得科技,2021-03-01,7.1,1.76,5,3.92,1
688466,金科环境,2020-05-08,7.1,1.41,5,5.6606,1
000590,启迪药业,1996-01-19,7.0,0.23,5,2.787,1
000831,中国稀土,1998-09-11,7.0,0.26,10,22.9499,2
000993,闽东电力,2000-07-31,7.0,0.28,8,6.9338,1
002067,景兴纸业,2006-09-15,7.0,0.37,7,24.0633,3
002214,*ST大立,2008-02-18,7.0,0.41,17,15.4002,3
002544,普天科技,2011-01-28,7.0,0.47,15,19.4311,2
002768,国恩股份,2015-06-30,7.0,0.7,10,10.529,2
002979,雷赛智能,2020-04-08,7.0,1.4,6,4.4585,1
300014,亿纬锂能,2009-10-30,7.0,0.44,14,148.7808,5
300271,华宇软件,2011-10-26,7.0,0.5,10,21.2234,4
300277,海联讯,2011-11-23,7.0,0.5,13,3.521,1
300387,富邦科技,2014-07-02,7.0,0.64,11,5.1408,2
300395,菲利华,2014-09-10,7.0,0.64,11,12.5328,3
300514,友讯达,2017-04-26,7.0,0.88,8,1.8051,1
300522,世名科技,2016-07-05,7.0,0.78,9,2.8147,1
300674,宇信科技,2018-11-07,7.0,1.0,7,13.852,2
300841,康华生物,2020-06-16,7.0,1.41,5,9.8097,1
300881,盛德鑫泰,2020-09-01,7.0,1.4,5,3.1242,1
600155,华创云信,1998-09-18,7.0,0.26,6,105.2771,3
600435,北方导航,2003-07-04,7.0,0.32,15,8.0216,1
600556,天下秀,2001-08-07,7.0,0.29,11,20.7188,1
603105,芯能科技,2018-07-09,7.0,1.0,6,3.7412,1
603516,淳中科技,2018-02-02,7.0,0.87,8,4.1703,1
603662,柯力传感,2019-08-06,7.0,1.17,6,5.4183,1
603901,永创智能,2015-05-29,7.0,0.7,10,6.6255,2
605151,西上海,2020-12-15,7.0,1.4,5,4.7797,1
605589,圣泉集团,2021-08-10,7.0,1.74,5,27.0962,2
688569,铁科轨道,2020-08-31,7.0,1.4,6,11.2472,1
000007,全新好,1992-04-13,6.9,0.21,4,3.1676,1
000025,特力A,1993-06-21,6.9,0.22,16,6.3352,1
000403,派林生物,1996-06-28,6.9,0.24,9,15.7524,1
000971,*ST高升,2000-04-27,6.9,0.29,4,17.9555,2
002388,ST新亚,2010-04-13,6.9,0.46,8,9.7317,2
002700,万憬能源,2012-09-21,6.9,0.53,12,3.7393,1
002835,同为股份,2016-12-28,6.9,0.77,9,2.99,1
002906,华阳集团,2017-10-13,6.9,0.87,7,23.3357,2
300115,长盈精密,2010-09-02,6.9,0.46,12,50.3198,4
300355,蒙草生态,2012-09-27,6.9,0.53,13,12.3926,4
300669,沪宁股份,2017-06-29,6.9,0.86,8,4.4356,2
300682,朗新集团,2017-08-01,6.9,0.86,8,2.0068,1
300717,华信新材,2017-11-06,6.9,0.86,8,2.0001,1
300861,美畅股份,2020-08-24,6.9,1.37,7,16.4753,1
300962,中金辐照,2021-04-09,6.9,1.74,6,1.995,1
600137,浪莎股份,1998-04-16,6.9,0.25,8,2.2239,1
600595,中孚实业,2002-06-26,6.9,0.3,9,52.5019,4
601065,江盐集团,2023-04-10,6.9,3.44,3,15.469,1
601816,京沪高铁,2020-01-16,6.9,1.15,6,306.335,1
603235,天新药业,2022-07-12,6.9,2.29,3,15.1723,1
603307,扬州金泉,2023-02-16,6.9,3.46,4,4.1211,1
603320,迪贝电气,2017-05-02,6.9,0.87,8,2.108,1
603626,科森科技,2017-02-09,6.9,0.77,4,14.1031,2
603681,永冠新材,2019-03-26,6.9,1.15,7,3.5995,1
603790,雅运股份,2018-09-12,6.9,0.98,7,3.505,1
603933,睿能科技,2017-07-06,6.9,0.87,9,4.712,1
688389,普门科技,2019-11-05,6.9,1.15,6,3.4071,1
000698,沈阳化工,1997-02-20,6.8,0.24,6,10.3651,1
000702,正虹科技,1997-03-18,6.8,0.24,5,3.3187,1
002079,苏州固锝,2006-11-16,6.8,0.36,18,10.2841,3
002180,纳思达,2007-11-13,6.8,0.38,14,72.8752,4
002229,鸿博股份,2008-05-08,6.8,0.4,9,12.8526,3
300347,泰格医药,2012-08-17,6.8,0.53,13,15.6477,3
300432,富临精工,2015-03-19,6.8,0.68,6,27.2874,3
300642,透景生命,2017-04-21,6.8,0.85,9,4.9907,1
300644,南京聚隆,2018-02-06,6.8,0.86,8,2.5263,1
300800,力合科技,2019-11-06,6.8,1.14,6,9.2801,1
300871,回盛生物,2020-08-24,6.8,1.37,5,8.5071,1
300898,熊猫乳品,2020-10-16,6.8,1.37,5,2.778,1
300976,达瑞电子,2021-04-19,6.8,1.7,6,20.381,1
301290,东星医疗,2022-11-30,6.8,2.26,3,10.0257,1
301389,隆扬电子,2022-10-31,6.8,2.25,3,14.7178,1
600250,南京商旅,2001-03-06,6.8,0.28,11,0.675,1
601200,上海环境,2017-03-31,6.8,0.85,8,0.0,0
603163,圣晖集成,2022-10-13,6.8,2.25,3,4.8535,1
605189,富春染织,2021-05-28,6.8,1.71,5,5.4605,1
605555,德昌股份,2021-10-21,6.8,1.71,4,14.8728,1
688106,金宏气体,2020-06-16,6.8,1.37,6,17.5951,1
688678,福立旺,2020-12-23,6.8,1.36,5,7.126,1
000859,国风新材,1998-11-19,6.7,0.25,10,11.8763,2
002576,通达动力,2011-04-28,6.7,0.48,13,5.5161,1
002590,万安科技,2011-06-10,6.7,0.48,12,15.5339,3
002853,皮阿诺,2017-03-10,6.7,0.84,6,10.37,2
300043,星辉娱乐,2010-01-20,6.7,0.42,12,8.022,2
300376,ST易事特,2014-01-27,6.7,0.56,12,21.0589,2
300530,领湃科技,2016-08-09,6.7,0.74,4,4.7657,2
300568,星源材质,2016-12-01,6.7,0.74,9,49.2555,3
301036,双乐股份,2021-07-29,6.7,1.69,5,5.1843,1
301080,百普赛斯,2021-10-18,6.7,1.67,5,20.9424,1
301113,雅艺科技,2021-12-22,6.7,1.67,4,4.9323,1
301211,亨迪药业,2021-12-22,6.7,1.68,4,14.0073,1
301283,聚胶股份,2022-09-02,6.7,2.23,4,9.622,1
600679,上海凤凰,1993-10-08,6.7,0.21,8,4.6928,1
603170,宝立食品,2022-07-15,6.7,2.23,4,3.3513,1
603505,金石资源,2017-05-03,6.7,0.84,9,1.8104,1
605001,威奥股份,2020-05-22,6.7,1.33,3,11.289,1
605138,盛泰集团,2021-10-27,6.7,1.67,5,4.6272,1
605180,华生科技,2021-04-30,6.7,1.68,4,4.8163,1
002210,飞马国际,2008-01-30,6.6,0.37,11,17.4013,2
002279,久其软件,2009-08-11,6.6,0.41,9,6.0361,3
002850,科达利,2017-03-02,6.6,0.82,9,60.6366,3
002859,洁美科技,2017-04-07,6.6,0.83,12,11.1522,2
002860,星帅尔,2017-04-12,6.6,0.83,8,2.2829,1
300070,碧水源,2010-04-21,6.6,0.44,15,121.6833,3
300203,聚光科技,2011-04-15,6.6,0.47,10,8.3688,1
300485,赛升药业,2015-06-26,6.6,0.66,9,10.8094,1
300500,启迪设计,2016-02-04,6.6,0.66,10,2.778,1
600206,有研新材,1999-03-19,6.6,0.26,10,9.0997,2
600555,退市海创,2001-03-28,6.6,0.31,7,0.0,0
603048,浙江黎明,2021-11-16,6.6,1.66,5,5.6571,1
603102,百合股份,2022-01-25,6.6,1.64,4,6.0243,1
603201,常润股份,2022-07-29,6.6,2.2,4,5.0946,1
603429,集友股份,2017-01-24,6.6,0.74,6,6.1728,2
603583,捷昌驱动,2018-09-21,6.6,0.95,7,22.6952,2
603825,华扬联众,2017-08-02,6.6,0.83,5,9.0388,2
688096,京源环保,2020-04-09,6.6,1.32,4,3.4275,1
688100,威胜信息,2020-01-21,6.6,1.1,6,6.1083,1
688186,广大特材,2020-02-11,6.6,1.1,7,19.2691,2
002076,*ST星光,2006-10-25,6.5,0.34,8,3.4417,3
002237,恒邦股份,2008-05-20,6.5,0.38,9,43.5185,3
002245,蔚蓝锂芯,2008-06-05,6.5,0.38,17,31.9426,3
002413,雷科防务,2010-05-28,6.5,0.43,7,22.8946,4
002470,金正大,2010-09-08,6.5,0.43,8,34.3067,2
002606,大连电瓷,2011-08-05,6.5,0.46,14,5.1895,2
002694,顾地科技,2012-08-16,6.5,0.5,6,8.9212,2
002696,百洋股份,2012-09-05,6.5,0.5,7,10.113,2
002709,天赐材料,2014-01-23,6.5,0.54,12,27.5283,4
300110,华仁药业,2010-08-25,6.5,0.43,12,13.9215,2
300170,汉得信息,2011-02-01,6.5,0.43,13,7.1373,1
300440,运达科技,2015-04-23,6.5,0.65,10,5.5777,1
301016,雷尔伟,2021-06-30,6.5,1.63,4,3.6098,1
301093,华兰股份,2021-11-01,6.5,1.62,4,18.0403,1
301280,珠城科技,2022-12-26,6.5,2.15,3,10.1721,1
600093,退市易见,1997-06-26,6.5,0.26,5,48.046,1
600478,科力远,2003-09-18,6.5,0.29,6,19.0668,4
603098,森特股份,2016-12-16,6.5,0.73,9,5.1114,1
603439,贵州三力,2020-04-28,6.5,1.29,4,2.3684,1
603803,瑞斯康达,2017-04-20,6.5,0.81,5,7.196,1
603829,洛凯股份,2017-10-17,6.5,0.81,8,2.5424,1
688016,心脉医疗,2019-07-22,6.5,1.09,7,25.1106,2
688553,汇宇制药,2021-10-26,6.5,1.63,4,23.6067,1
688557,兰剑智能,2020-12-02,6.5,1.3,5,4.5599,1
000657,中钨高新,1996-12-05,6.4,0.22,6,35.4869,3
001219,青岛食品,2021-10-21,6.4,1.6,4,3.5733,1
002190,成飞集成,2007-12-03,6.4,0.35,14,16.4761,3
002192,融捷股份,2007-12-05,6.4,0.36,8,6.5303,3
002326,永太科技,2009-12-22,6.4,0.4,8,12.1373,2
002477,雏鹰退,2010-09-15,6.4,0.71,7,33.826,3
002511,中顺洁柔,2010-11-25,6.4,0.43,12,14.5172,1
002628,成都路桥,2011-11-03,6.4,0.46,8,14.4744,2
002679,福建金森,2012-06-05,6.4,0.49,13,3.7201,1
002798,帝欧家居,2016-05-25,6.4,0.71,7,5.9538,2
002970,锐明技术,2019-12-17,6.4,1.06,7,7.5261,1
300001,特锐德,2009-10-30,6.4,0.4,15,20.1958,4
300054,鼎龙股份,2010-02-11,6.4,0.4,15,14.7624,3
300223,北京君正,2011-05-31,6.4,0.46,11,35.896,3
300487,蓝晓科技,2015-07-02,6.4,0.64,11,3.8012,2
300596,利安隆,2017-01-19,6.4,0.71,9,6.7106,2
301298,东利机械,2022-06-06,6.4,2.13,4,3.9547,1
600099,林海股份,1997-07-04,6.4,0.23,10,0.0,0
603678,火炬电子,2015-01-26,6.4,0.59,12,13.9194,2
603698,航天工程,2015-01-28,6.4,0.58,10,9.8118,1
603738,泰晶科技,2016-09-28,6.4,0.71,10,8.6652,2
603983,丸美生物,2019-07-25,6.4,1.07,7,7.9,1
605006,山东玻纤,2020-09-03,6.4,1.27,4,3.3452,1
605118,力鼎光电,2020-07-30,6.4,1.28,6,3.5576,1
688625,呈和科技,2021-06-07,6.4,1.61,6,5.7533,2
000716,黑芝麻,1997-04-18,6.3,0.23,8,14.6654,3
000722,湖南发展,1997-05-22,6.3,0.23,10,0.0,0
000801,四川九洲,1998-05-06,6.3,0.23,12,17.3429,2
002129,TCL中环,2007-04-20,6.3,0.35,14,229.7722,7
002185,华天科技,2007-11-20,6.3,0.35,15,94.5411,5
002197,ST证通,2007-12-18,6.3,0.35,10,27.583,4
002295,精艺股份,2009-09-29,6.3,0.4,8,6.9936,2
002339,积成电子,2010-01-22,6.3,0.39,14,8.8104,3
002459,晶澳科技,2010-08-10,6.3,0.42,5,120.1565,4
002591,恒大高新,2011-06-21,6.3,0.45,6,4.9441,2
002936,郑州银行,2018-09-19,6.3,0.91,3,73.4123,2
300006,莱美药业,2009-10-30,6.3,0.4,11,21.6102,4
300140,节能环境,2010-11-12,6.3,0.42,8,39.5488,3
300378,鼎捷数智,2014-01-27,6.3,0.52,12,5.1727,1
300402,宝色股份,2014-10-10,6.3,0.57,10,9.0519,2
300442,润泽科技,2015-04-24,6.3,0.63,9,49.0665,2
300638,广和通,2017-04-13,6.3,0.79,8,10.4016,3
300826,测绘股份,2020-04-03,6.3,1.27,5,4.0259,1
300858,科拓生物,2020-07-27,6.3,1.27,5,11.2208,2
300939,秋田微,2021-01-28,6.3,1.26,5,6.9383,1
301319,唯特偶,2022-09-29,6.3,2.09,3,6.243,1
301331,恩威医药,2022-09-21,6.3,2.09,3,4.4295,1
600074,退市保千,1997-06-23,6.3,0.28,6,19.5904,1
600129,太极集团,1997-11-18,6.3,0.22,6,19.624,1
600199,金种子酒,1998-08-12,6.3,0.23,10,11.0714,2
600392,盛和资源,2003-05-29,6.3,0.28,14,6.4753,1
600615,丰华股份,1992-09-10,6.3,0.19,5,0.0,0
600696,*ST岩石,1993-12-06,6.3,0.2,3,0.0,0
600877,电科芯片,1995-10-13,6.3,0.21,3,8.7514,1
601083,锦江航运,2023-12-05,6.3,3.15,3,20.6049,1
688112,鼎阳科技,2021-12-01,6.3,1.59,4,11.5072,1
688183,生益电子,2021-02-25,6.3,1.58,4,19.7494,1
688257,新锐股份,2021-10-27,6.3,1.57,5,13.5152,1
688269,凯立新材,2021-06-09,6.3,1.58,6,4.0058,1
688575,亚辉龙,2021-05-17,6.3,1.59,4,5.4133,1
688599,天合光能,2020-06-10,6.3,1.25,5,23.1006,1
000977,浪潮信息,2000-06-08,6.2,0.25,19,68.5858,4
001228,永泰运,2022-04-29,6.2,2.07,5,6.717,1
002331,皖通科技,2010-01-06,6.2,0.38,11,8.7367,3
002425,ST凯文,2010-06-08,6.2,0.41,11,25.3422,4
002965,祥鑫科技,2019-10-25,6.2,1.03,6,15.5488,2
300062,中能电气,2010-03-19,6.2,0.41,11,8.4546,2
300137,ST先河,2010-11-05,6.2,0.41,9,7.057,2
300401,花园生物,2014-10-09,6.2,0.56,10,14.3115,3
300497,富祥药业,2015-12-22,6.2,0.62,6,12.3223,2
300643,万通智控,2017-05-05,6.2,0.78,8,4.6569,2
300679,电连技术,2017-07-31,6.2,0.77,8,18.5967,1
300691,联合光电,2017-08-11,6.2,0.77,8,7.6556,2
300920,润阳科技,2020-12-25,6.2,1.24,4,6.1202,1
300932,三友联众,2021-01-22,6.2,1.24,5,7.0478,1
300971,博亚精工,2021-04-15,6.2,1.56,5,3.4374,1
301156,美农生物,2022-06-17,6.2,2.05,3,4.0503,1
301222,浙江恒威,2022-03-09,6.2,2.07,4,7.5615,1
301262,海看股份,2023-06-20,6.2,3.09,5,11.6948,1
301263,泰恩康,2022-03-29,6.2,2.05,4,10.5208,1
600077,*ST宋都,1997-05-20,6.2,0.24,10,11.5075,1
600730,中国高科,1996-07-26,6.2,0.21,11,0.0,0
601236,红塔证券,2019-07-05,6.2,1.03,7,90.7567,2
603122,合富中国,2022-02-16,6.2,2.07,4,3.5969,1
603182,嘉华股份,2022-09-09,6.2,2.07,3,3.8113,1
603330,天洋新材,2017-02-13,6.2,0.77,7,15.6664,3
688187,时代电气,2021-09-07,6.2,1.54,5,74.4321,1
688208,道通科技,2020-02-13,6.2,1.24,6,10.9925,1
000033,新都退,1994-01-03,6.1,0.25,2,0.0,0
001209,洪兴股份,2021-07-23,6.1,1.53,4,6.409,1
001319,铭科精技,2022-05-12,6.1,2.04,4,4.7493,1
002059,云南旅游,2006-08-10,6.1,0.32,11,4.6044,3
002218,拓日新能,2008-02-28,6.1,0.36,14,33.7555,4
002554,惠博普,2011-02-25,6.1,0.43,12,20.7247,3
002817,黄山胶囊,2016-10-25,6.1,0.68,10,2.6368,1
002926,华西证券,2018-02-05,6.1,0.76,8,48.6236,1
300042,朗科科技,2010-01-08,6.1,0.38,13,6.1198,1
300048,合康新能,2010-01-20,6.1,0.38,9,13.4088,2
300132,青松股份,2010-10-26,6.1,0.4,9,3.6498,1
300263,隆华科技,2011-09-16,6.1,0.44,14,13.0592,2
300326,ST凯利,2012-06-13,6.1,0.47,11,8.035,3
300416,苏试试验,2015-01-22,6.1,0.55,11,9.3238,3
300693,盛弘股份,2017-08-22,6.1,0.76,8,2.9592,1
300748,金力永磁,2018-09-21,6.1,0.87,8,6.9734,2
301237,和顺科技,2022-03-23,6.1,2.03,4,10.1807,1
600118,中国卫星,1997-09-08,6.1,0.22,19,26.0772,2
600701,退市工新,1996-05-28,6.1,0.24,6,7.1352,1
600756,浪潮软件,1996-09-23,6.1,0.21,14,9.7618,1
603308,应流股份,2014-01-22,6.1,0.51,12,20.3025,3
603391,力聚热能,2024-07-31,6.1,6.14,2,8.3404,1
603577,汇金通,2016-12-22,6.1,0.67,9,9.7892,3
603999,读者传媒,2015-12-10,6.1,0.61,10,5.0395,1
688073,毕得医药,2022-10-11,6.1,2.04,3,13.09,1
688349,三一重能,2022-06-22,6.1,2.03,3,54.707,1
000965,天保基建,2000-04-06,6.0,0.24,12,13.9397,1
002095,生意宝,2006-12-15,6.0,0.32,17,1.983,1
002151,北斗星通,2007-08-13,6.0,0.33,15,45.0765,7
002515,金字火腿,2010-12-03,6.0,0.4,12,21.0092,3
002759,天际股份,2015-05-28,6.0,0.6,8,15.3167,3
002888,惠威科技,2017-07-21,6.0,0.75,6,1.5407,1
003027,同兴科技,2020-12-18,6.0,1.21,5,7.8845,1
300007,汉威科技,2009-10-30,6.0,0.37,17,11.1546,3
300562,乐心医疗,2016-11-16,6.0,0.67,10,5.9462,2
300705,九典制药,2017-10-10,6.0,0.75,8,2.6825,1
300750,宁德时代,2018-06-11,6.0,0.86,9,698.3998,3
300789,唐源电气,2019-08-28,6.0,1.0,6,3.5006,1
301395,仁信新材,2023-07-03,6.0,2.98,2,8.8728,1
600460,士兰微,2003-03-11,6.0,0.27,17,77.0842,5
601901,方正证券,2011-08-10,6.0,0.43,11,56.4818,1
603029,天鹅股份,2016-04-27,6.0,0.67,9,1.7198,1
603416,信捷电气,2016-12-21,6.0,0.67,9,7.8596,2
603507,振江股份,2017-11-06,6.0,0.74,7,12.9242,2
603759,海天股份,2021-03-26,6.0,1.49,3,8.0101,1
603815,交建股份,2019-10-21,6.0,1.01,6,10.6359,2
605499,东鹏饮料,2021-05-27,6.0,1.49,6,17.3193,1
688069,德林海,2020-07-22,6.0,1.21,6,9.2974,1
688089,嘉必优,2019-12-19,6.0,0.99,6,6.4833,1
688101,三达膜,2019-11-15,6.0,1.0,4,14.5025,1
688633,星球石墨,2021-03-24,6.0,1.51,5,5.5112,1
000826,启迪环境,1998-02-25,5.9,0.22,13,67.7926,3
001210,金房能源,2021-07-29,5.9,1.46,5,5.646,1
002018,华信退,2004-07-13,5.9,0.39,11,20.565,2
002217,合力泰,2008-02-20,5.9,0.35,11,40.6558,4
002755,奥赛康,2015-05-15,5.9,0.59,9,1.6347,1
002838,道恩股份,2017-01-06,5.9,0.65,11,10.5052,2
300133,华策影视,2010-10-26,5.9,0.39,17,38.716,4
300332,天壕能源,2012-06-28,5.9,0.45,12,13.5827,3
300354,东华测试,2012-09-20,5.9,0.45,13,1.9507,1
300539,横河精密,2016-08-30,5.9,0.66,9,6.9202,2
300873,海晨股份,2020-08-24,5.9,1.18,4,12.5283,2
300993,玉马科技,2021-05-24,5.9,1.47,5,3.5082,1
301057,汇隆新材,2021-09-09,5.9,1.48,4,2.8386,2
301110,青木科技,2022-03-11,5.9,1.96,5,9.5111,1
301128,强瑞技术,2021-11-10,5.9,1.48,4,4.9348,1
301227,森鹰窗业,2022-09-26,5.9,1.98,2,8.237,1
600237,铜峰电子,2000-06-09,5.9,0.24,8,13.5673,3
600666,奥瑞德,1993-07-12,5.9,0.18,8,10.11,1
601061,中信金属,2023-04-10,5.9,2.94,3,31.9418,1
603605,珀莱雅,2017-11-15,5.9,0.74,9,6.9761,1
688068,热景生物,2019-09-30,5.9,0.99,4,3.9907,1
688092,爱科科技,2021-03-19,5.9,1.48,6,2.3462,1
688118,普元信息,2019-12-04,5.9,0.98,5,5.8455,1
688122,西部超导,2019-07-22,5.9,0.98,6,25.8421,2
688191,智洋创新,2021-04-08,5.9,1.49,6,3.7831,1
688668,鼎通科技,2020-12-21,5.9,1.18,5,11.6346,2
000727,冠捷科技,1997-05-20,5.8,0.21,5,103.821,1
001333,光华股份,2022-12-08,5.8,1.93,3,7.7325,1
002073,软控股份,2006-10-18,5.8,0.3,12,28.7282,4
002256,兆新股份,2008-06-25,5.8,0.34,7,17.7131,2
002464,*ST众应,2010-08-31,5.8,0.53,4,5.0188,1
002482,广田集团,2010-09-29,5.8,0.39,10,31.7688,2
002528,ST英飞拓,2010-12-24,5.8,0.38,5,31.6314,3
002577,雷柏科技,2011-04-28,5.8,0.41,3,11.3563,1
002664,信质集团,2012-03-16,5.8,0.44,13,4.9393,1
002680,长生退,2012-06-05,5.8,0.83,6,20.2017,2
002692,远程股份,2012-08-08,5.8,0.45,8,6.3673,1
002868,*ST绿康,2017-05-03,5.8,0.73,5,3.6815,1
002917,金奥博,2017-12-08,5.8,0.72,8,9.7718,2
002983,芯瑞达,2020-04-28,5.8,1.15,5,4.2591,1
300008,天海防务,2009-10-30,5.8,0.36,8,14.6084,3
300134,大富科技,2010-10-26,5.8,0.39,6,53.1988,2
300163,先锋新材,2011-01-13,5.8,0.38,7,4.854,1
300265,通光线缆,2011-09-16,5.8,0.42,14,12.3987,2
300267,尔康制药,2011-09-27,5.8,0.42,11,27.0572,2
300281,金明精机,2011-12-29,5.8,0.41,14,7.9426,2
300358,楚天科技,2014-01-21,5.8,0.48,10,12.6035,4
300407,凯发电气,2014-12-03,5.8,0.53,11,3.434,1
300606,金太阳,2017-02-08,5.8,0.64,6,1.5757,1
301055,张小泉,2021-09-06,5.8,1.46,4,2.0479,1
301256,华融化学,2022-03-22,5.8,1.95,5,9.0142,1
600408,安泰集团,2003-02-12,5.8,0.25,5,18.7508,2
600604,市北高新,1992-03-27,5.8,0.18,28,31.4202,2
600735,新华锦,1996-07-26,5.8,0.2,8,3.4836,1
601989,中国重工,2009-12-16,5.8,0.37,11,265.5011,3
603075,热威股份,2023-09-11,5.8,2.88,2,8.0563,1
603178,圣龙股份,2017-03-28,5.8,0.72,8,7.8001,2
603186,华正新材,2017-01-03,5.8,0.64,7,7.6699,2
603722,阿科力,2017-10-25,5.8,0.72,8,4.2077,2
603979,金诚信,2015-06-30,5.8,0.58,10,15.3869,1
605086,龙高股份,2021-04-16,5.8,1.46,6,3.8189,1
605366,宏柏新材,2020-08-12,5.8,1.16,4,7.5031,1
688029,南微医学,2019-07-22,5.8,0.97,7,15.9278,1
688109,品茗科技,2021-03-30,5.8,1.45,4,6.0636,1
688479,友车科技,2023-05-11,5.8,2.92,2,10.854,1
688600,皖仪科技,2020-07-03,5.8,1.15,5,4.583,1
001296,长江材料,2021-12-24,5.7,1.43,5,4.545,1
001311,多利科技,2023-02-27,5.7,2.84,3,20.2669,1
001328,登康口腔,2023-04-10,5.7,2.84,3,8.2582,1
002009,天奇股份,2004-06-29,5.7,0.27,17,10.9445,3
002122,汇洲智能,2007-03-28,5.7,0.32,9,20.987,2
002272,川润股份,2008-09-19,5.7,0.33,6,12.0476,4
002400,省广集团,2010-05-06,5.7,0.38,13,31.6099,3
002941,新疆交建,2018-11-28,5.7,0.82,7,4.1917,1
002946,新乳业,2019-01-25,5.7,0.82,8,4.0711,1
300162,雷曼光电,2011-01-13,5.7,0.38,8,12.0432,3
300239,东宝生物,2011-07-06,5.7,0.4,13,11.3006,4
300269,联建光电,2011-10-12,5.7,0.4,6,18.9075,4
300468,四方精创,2015-05-27,5.7,0.57,10,8.1608,2
300631,久吾高科,2017-03-23,5.7,0.71,9,2.5389,2
300727,润禾材料,2017-11-27,5.7,0.71,8,1.7063,1
300869,康泰医学,2020-08-24,5.7,1.13,5,3.7401,1
300878,维康药业,2020-08-24,5.7,1.14,4,7.256,1
300918,南山智尚,2020-12-22,5.7,1.13,5,13.8781,2
300968,格林精密,2021-04-15,5.7,1.42,4,6.3415,1
300990,同飞股份,2021-05-12,5.7,1.41,6,10.0441,1
301008,宏昌科技,2021-06-11,5.7,1.41,4,5.4587,1
600119,长江投资,1998-01-15,5.7,0.2,8,4.1884,2
600343,航天动力,2003-04-08,5.7,0.26,6,15.2069,2
600822,上海物贸,1994-02-04,5.7,0.18,10,6.7972,1
601113,华鼎股份,2011-05-09,5.7,0.41,6,23.4476,3
601375,中原证券,2017-01-03,5.7,0.63,12,62.8694,2
601595,上海电影,2016-08-17,5.7,0.64,6,9.0739,1
603117,万林物流,2015-06-29,5.7,0.57,6,11.3152,2
603377,ST东时,2016-02-05,5.7,0.57,6,7.7959,1
603810,丰山集团,2018-09-17,5.7,0.82,5,4.4919,1
688314,康拓医疗,2021-05-18,5.7,1.43,6,2.0825,1
688398,赛特新材,2020-02-11,5.7,0.96,7,4.231,1
000676,智度股份,1996-12-24,5.6,0.19,9,27.9884,1
000682,东方电子,1997-01-21,5.6,0.19,8,0.0,0
002125,湘潭电化,2007-04-03,5.6,0.31,7,14.7909,4
002189,中光学,2007-12-03,5.6,0.31,13,5.7248,2
002220,天宝退,2008-02-28,5.6,0.46,9,14.6226,3
002437,誉衡药业,2010-06-23,5.6,0.38,8,16.6853,1
002837,英维克,2016-12-29,5.6,0.62,9,6.1122,2
002903,宇环数控,2017-10-13,5.6,0.7,7,2.7267,1
300032,金龙机电,2009-12-25,5.6,0.35,7,34.357,3
300205,*ST天喻,2011-04-21,5.6,0.4,11,7.3045,1
300293,蓝英装备,2012-03-08,5.6,0.43,8,8.3873,3
300346,南大光电,2012-08-07,5.6,0.43,16,13.8402,2
300351,永贵电器,2012-09-20,5.6,0.43,8,14.0758,2
300473,德尔股份,2015-06-12,5.6,0.56,7,12.0286,3
300577,开润股份,2016-12-21,5.6,0.63,10,9.5469,2
300722,新余国科,2017-11-10,5.6,0.7,8,1.4648,1
300778,新城市,2019-05-10,5.6,0.94,4,4.7966,1
300915,海融科技,2020-12-02,5.6,1.11,5,9.6775,1
301277,新天地,2022-11-16,5.6,1.86,3,8.1557,1
301397,溯联股份,2023-06-28,5.6,2.8,2,11.8432,1
600108,亚盛集团,1997-08-18,5.6,0.2,17,10.9079,1
