日期,获利比例,平均成本,90成本-低,90成本-高,90集中度,70成本-低,70成本-高,70集中度
2025-05-08,0.8333026837104416,5.46,4.93,5.76,0.07780918284027379,5.16,5.64,0.04459089778662022
2025-05-09,0.938397560468837,5.47,4.93,5.76,0.07780918284027379,5.16,5.65,0.04555815730141668
2025-05-12,0.9547566345902657,5.47,4.93,5.77,0.07875236081393959,5.16,5.66,0.046523460283186255
2025-05-13,0.9551462393159538,5.47,4.93,5.77,0.07875236081393959,5.17,5.67,0.0464295444975603
2025-05-14,0.948971706527685,5.47,4.93,5.77,0.07875236081393959,5.17,5.67,0.0464295444975603
2025-05-15,0.969551272086633,5.47,4.94,5.79,0.07953109556992907,5.17,5.68,0.047391048838576
2025-05-16,0.9325130303604767,5.48,4.94,5.8,0.08046867676925479,5.17,5.69,0.04835061612428777
2025-05-19,0.9210335068434797,5.48,4.94,5.81,0.08140434988888058,5.18,5.7,0.048253404381290686
2025-05-20,0.9789129855778139,5.48,4.94,5.82,0.0823381207476099,5.18,5.71,0.049209214636460476
2025-05-21,0.9702592022642837,5.48,4.94,5.83,0.08326999514061081,5.18,5.73,0.05016310703514493
2025-05-22,0.9174989563668992,5.5,4.94,5.85,0.08419997883953519,5.18,5.74,0.05111508734389694
2025-05-23,0.8732940017104027,5.5,4.94,5.85,0.08419997883953519,5.19,5.74,0.050062655102090944
2025-05-26,0.9013055602509811,5.5,4.94,5.85,0.08419997883953519,5.19,5.75,0.05101283144840116
2025-05-27,0.9478497567321684,5.5,4.94,5.85,0.08419997883953519,5.19,5.76,0.05196110886330475
2025-05-28,0.8295150065277279,5.5,4.94,5.85,0.08419997883953519,5.19,5.76,0.05196110886330475
2025-05-29,0.7884351829996592,5.51,4.95,5.85,0.08310121860233767,5.19,5.76,0.05196110886330475
2025-05-30,0.7975215583690438,5.51,4.95,5.85,0.08310121860233767,5.2,5.76,0.050910983862571514
2025-06-03,0.815118461874098,5.51,4.95,5.85,0.08310121860233767,5.2,5.76,0.050910983862571514
2025-06-04,0.7683766820716104,5.51,4.95,5.83,0.0821710636867753,5.2,5.76,0.050910983862571514
2025-06-05,0.732565499236427,5.51,4.95,5.83,0.0821710636867753,5.2,5.76,0.050910983862571514
2025-06-06,0.7669080194448766,5.51,4.95,5.83,0.0821710636867753,5.2,5.76,0.050910983862571514
2025-06-09,0.7624294294898396,5.52,4.95,5.83,0.0821710636867753,5.2,5.76,0.050910983862571514
2025-06-10,0.848676150904555,5.52,4.95,5.83,0.0821710636867753,5.21,5.76,0.04986295335519552
2025-06-11,0.8601873094932929,5.52,4.95,5.83,0.0821710636867753,5.21,5.76,0.04986295335519552
2025-06-12,0.6870481936732367,5.53,4.95,5.83,0.0821710636867753,5.21,5.76,0.04986295335519552
2025-06-13,0.7421312494007525,5.53,4.95,5.83,0.0821710636867753,5.21,5.76,0.04986295335519552
2025-06-16,0.7667022095530301,5.53,4.95,5.83,0.0821710636867753,5.22,5.76,0.048817011081161966
2025-06-17,0.9538084862166188,5.54,4.96,5.83,0.08107435961203684,5.22,5.76,0.048817011081161966
2025-06-18,0.8653123351724122,5.54,4.96,5.83,0.08107435961203684,5.22,5.77,0.04976369875560221
2025-06-19,0.5112893950570672,5.55,4.96,5.83,0.08107435961203684,5.22,5.76,0.048817011081161966
2025-06-20,0.48130663527477874,5.55,4.96,5.83,0.08107435961203684,5.22,5.76,0.048817011081161966
2025-06-23,0.2921791712851872,5.54,4.96,5.83,0.08107435961203684,5.23,5.76,0.04777315080537812
2025-06-24,0.3321961844523676,5.54,4.96,5.83,0.08107435961203684,5.23,5.76,0.04777315080537812
2025-06-25,0.44404920442022666,5.54,4.96,5.83,0.08107435961203684,5.23,5.76,0.04777315080537812
2025-06-26,0.27245683971547296,5.53,4.96,5.83,0.08107435961203684,5.23,5.76,0.04777315080537812
2025-06-27,0.20624362930672685,5.53,4.96,5.83,0.08107435961203684,5.24,5.76,0.046731366317548755
2025-06-30,0.2267974845127319,5.53,4.97,5.83,0.07997987615137603,5.24,5.76,0.046731366317548755
2025-07-01,0.26222127860207556,5.52,4.97,5.83,0.07997987615137603,5.24,5.76,0.046731366317548755
2025-07-02,0.3354797532331856,5.52,4.97,5.83,0.07997987615137603,5.24,5.76,0.046731366317548755
2025-07-03,0.33719974470292224,5.52,4.97,5.83,0.07997987615137603,5.24,5.76,0.046731366317548755
2025-07-04,0.45435362793781436,5.52,4.97,5.83,0.07997987615137603,5.24,5.75,0.04578260285515403
2025-07-07,0.6301877356219949,5.52,4.97,5.82,0.07904750062173582,5.26,5.75,0.04474279753807867
2025-07-08,0.5209142116941458,5.52,4.97,5.82,0.07904750062173582,5.26,5.75,0.04474279753807867
2025-07-09,0.36290640656726175,5.52,4.97,5.82,0.07904750062173582,5.26,5.75,0.04474279753807867
2025-07-10,0.31621403675795284,5.52,4.97,5.82,0.07904750062173582,5.27,5.75,0.04370505789152952
2025-07-11,0.29253283043249273,5.52,4.98,5.82,0.07795506916020196,5.27,5.75,0.04370505789152952
2025-07-14,0.3984201047652007,5.51,4.98,5.82,0.07795506916020196,5.27,5.75,0.04370505789152952
2025-07-15,0.25639225308221525,5.51,4.98,5.82,0.07795506916020196,5.27,5.75,0.04370505789152952
2025-07-16,0.28947709645834996,5.51,4.98,5.82,0.07795506916020196,5.28,5.75,0.04266937776614333
2025-07-17,0.2326772825949905,5.51,4.98,5.82,0.07795506916020196,5.28,5.74,0.04171846435100546
2025-07-18,0.2385017098467653,5.51,4.98,5.82,0.07795506916020196,5.28,5.74,0.04171846435100546
2025-07-21,0.3677983483885416,5.5,4.99,5.82,0.07686484742439466,5.28,5.74,0.04171846435100546
2025-07-22,0.42653821727464114,5.5,4.99,5.82,0.07686484742439466,5.29,5.74,0.040684755544462166
2025-07-23,0.22600983155341692,5.5,4.99,5.82,0.07686484742439466,5.29,5.74,0.040684755544462166
2025-07-24,0.19786560602586006,5.48,4.99,5.82,0.07686484742439466,5.29,5.74,0.040684755544462166
2025-07-25,0.16380587677763384,5.48,5.0,5.82,0.07577682871647377,5.3,5.74,0.039653096225657714
2025-07-28,0.165469149444283,5.48,5.0,5.82,0.07577682871647377,5.3,5.74,0.039653096225657714
2025-07-29,0.1678929423131293,5.48,5.0,5.82,0.07577682871647377,5.3,5.73,0.03870013332278116
2025-07-30,0.47189231473199195,5.47,5.01,5.81,0.07375611328403445,5.31,5.73,0.03767044141437482
2025-07-31,0.1476085212527413,5.47,5.01,5.81,0.07375611328403445,5.31,5.73,0.03767044141437482
2025-08-01,0.16744156254639034,5.47,5.01,5.81,0.07375611328403445,5.3,5.73,0.03870013332278116
2025-08-04,0.14502766542235968,5.47,5.03,5.81,0.0726723305179204,5.3,5.73,0.03870013332278116
2025-08-05,0.17939859881684422,5.47,5.03,5.81,0.0726723305179204,5.3,5.73,0.03870013332278116
2025-08-06,0.18451505833113876,5.47,5.03,5.81,0.0726723305179204,5.3,5.73,0.03870013332278116
2025-08-07,0.20824841007189926,5.46,5.04,5.81,0.07159073335189134,5.3,5.71,0.037745277269957314
2025-08-08,0.5153853751099009,5.46,5.05,5.81,0.07051131518125302,5.3,5.71,0.037745277269957314
2025-08-11,0.3539659932807058,5.46,5.06,5.81,0.0694340694278959,5.3,5.71,0.037745277269957314
2025-08-12,0.3256305455768008,5.46,5.06,5.81,0.0694340694278959,5.3,5.71,0.037745277269957314
