序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
932,301678,新恒汇,88.69,1.94,1385.0,1.09,-4.11,3748,-3.4,-1.38,2122,35.72,半导体
933,603789,*ST星农,5.57,-8.36,3865.0,1.09,-6.78,4682,2.2,-6.17,4783,4.7,专用设备
934,605098,行动教育,37.2,10.23,294.0,1.09,4.55,323,2.31,3.06,297,4.38,教育
935,300675,建科院,16.76,-1.46,2176.0,1.09,-2.19,2765,4.1,-2.37,2781,5.81,工程咨询服务
936,300191,潜能恒信,20.65,2.63,1249.0,1.08,-1.73,2507,3.41,-0.32,1497,9.96,采掘行业
937,000600,建投能源,7.46,-4.93,3014.0,1.08,-6.02,4461,1.36,-4.61,4161,2.47,电力行业
938,688508,芯朋微,59.16,-4.47,2782.0,1.08,-9.56,4917,-2.46,-7.66,4869,-2.23,半导体
939,002055,得润电子,7.5,0.68,1640.0,1.08,-5.71,4358,1.08,-5.71,4629,-1.32,消费电子
940,002627,三峡旅游,5.61,7.39,563.0,1.08,4.97,265,1.45,0.09,1275,2.56,旅游酒店
941,301421,波长光电,79.39,3.23,1138.0,1.08,-3.11,3232,-1.5,-2.35,2772,1.37,光学光电子
942,003816,中国广核,3.73,3.22,1141.0,1.08,-6.56,4623,0.81,-2.17,2654,0.0,电力行业
943,300266,兴源环境,2.81,8.57,436.0,1.08,-6.03,4463,2.18,-5.44,4532,-0.35,环保行业
944,301093,华兰股份,27.25,1.41,1500.0,1.08,-3.44,3420,1.98,0.38,1145,4.29,医疗器械
945,002647,*ST仁东,5.66,-2.85,2497.0,1.07,-18.61,5487,-1.05,-14.74,5489,-1.22,多元金融
946,601600,中国铝业,7.59,6.49,660.0,1.07,2.98,649,3.27,0.14,1253,0.13,有色金属
947,600736,苏州高新,5.69,6.07,704.0,1.07,5.99,180,3.83,4.25,162,2.15,房地产开发
948,301489,思泉新材,149.0,-1.0,2055.0,1.07,1.84,934,16.24,1.92,560,88.13,消费电子
949,000905,厦门港务,8.48,8.28,472.0,1.07,-3.82,3596,-1.17,-1.31,2079,2.79,航运港口
950,000617,中油资本,8.52,1.63,1449.0,1.07,-2.97,3168,0.35,-7.11,5032,-12.79,多元金融
951,688605,先锋精科,61.22,4.02,1023.0,1.06,0.41,1490,2.41,-4.38,4056,0.87,半导体
952,002998,优彩资源,8.56,0.69,1638.0,1.06,7.83,92,7.94,2.91,336,12.63,化纤行业
953,000690,宝新能源,4.75,11.26,230.0,1.06,2.12,856,1.06,0.06,1282,0.21,电力行业
954,300888,稳健医疗,40.93,8.16,485.0,1.06,1.1,1224,1.19,-2.08,2604,0.27,美容护理
955,002541,鸿路钢构,18.16,5.56,780.0,1.06,1.99,894,1.45,0.9,901,-3.4,水泥建材
956,688082,盛美上海,114.95,17.81,55.0,1.06,4.21,379,-7.49,0.91,898,-8.16,半导体
957,601588,北辰实业,1.9,-9.16,4058.0,1.06,-4.09,3734,7.34,-4.68,4188,1.6,房地产服务
958,001222,源飞宠物,21.01,3.22,1142.0,1.06,-0.91,2092,3.86,-0.12,1392,8.92,家用轻工
959,002152,广电运通,13.33,2.35,1312.0,1.06,-9.05,5122,0.53,-10.11,5382,-2.91,计算机设备
960,300700,岱勒新材,12.36,-0.36,1823.0,1.06,-1.95,2463,12.47,-6.34,4580,11.05,通用设备
961,000514,渝 开 发,5.73,4.98,852.0,1.06,0.62,1405,3.43,-4.57,4141,-2.88,房地产开发
962,000921,海信家电,25.72,0.38,1699.0,1.06,1.06,1241,1.1,2.21,485,-3.89,家电行业
963,002324,普利特,13.31,-1.56,2197.0,1.06,-2.38,2851,3.66,-4.12,3926,6.14,塑料制品
964,300319,麦捷科技,12.55,0.87,1606.0,1.05,1.13,1200,5.91,3.62,214,12.15,电子元件
965,601233,桐昆股份,12.46,7.56,545.0,1.05,1.98,897,2.3,1.28,752,0.56,化纤行业
966,600597,光明乳业,8.69,13.2,154.0,1.05,0.32,1527,1.88,2.26,473,0.93,食品饮料
967,300037,新宙邦,39.35,-4.14,2832.0,1.05,3.7,482,16.59,0.38,1142,10.85,电池
968,603328,依顿电子,10.73,0.26,1728.0,1.04,-3.17,3262,4.17,-3.72,3704,1.51,电子元件
969,301186,超达装备,46.77,-5.11,3054.0,1.04,-10.66,5282,0.39,-9.03,5309,-0.99,汽车零部件
970,600815,厦工股份,2.92,0.4,1694.0,1.04,0.95,1283,2.82,-0.89,1829,0.34,工程机械
971,000545,金浦钛业,2.92,2.24,1323.0,1.04,-3.03,3198,6.57,-2.64,2954,6.96,化学原料
972,601398,工商银行,7.78,3.63,1082.0,1.04,-1.63,2461,0.26,3.26,262,4.71,银行
973,600171,上海贝岭,34.93,0.26,1727.0,1.04,-2.74,3043,1.9,-4.33,4031,-1.66,半导体
974,600936,广西广电,3.87,4.12,1003.0,1.04,-0.69,1986,1.57,-0.03,1332,4.31,文化传媒
975,601975,招商南油,2.92,17.98,53.0,1.04,11.65,29,2.1,5.65,81,1.74,航运港口
976,600655,豫园股份,5.85,17.36,62.0,1.04,6.51,140,1.21,2.19,489,0.86,珠宝首饰
977,000421,南京公用,6.82,8.05,500.0,1.04,-0.64,1962,1.34,-2.15,2645,-0.15,燃气
978,605005,合兴股份,19.5,-3.18,2579.0,1.04,-2.21,2776,4.06,-3.64,3652,5.92,汽车零部件
979,002076,*ST星光,1.96,14.29,120.0,1.03,3.52,525,1.55,0.48,1092,5.38,家电行业
980,002128,电投能源,20.56,-15.45,5006.0,1.03,-6.57,4626,1.38,-3.56,3606,0.24,煤炭行业
981,600838,上海九百,8.87,-5.63,3193.0,1.03,-5.58,4320,2.07,-4.48,4104,1.72,商业百货
982,600857,宁波中百,13.75,5.5,787.0,1.03,-2.09,2697,9.56,-3.29,3405,10.35,商业百货
983,002314,南山控股,2.93,-3.04,2541.0,1.03,-2.64,2980,3.53,-3.65,3659,0.0,房地产开发
984,601702,华峰铝业,16.6,-6.95,3530.0,1.03,0.42,1488,3.04,-0.05,1346,2.41,有色金属
985,603056,德邦股份,16.61,1.33,1516.0,1.03,-0.5,1883,1.4,-0.5,1609,2.85,物流行业
986,600061,国投资本,7.83,-24.12,5433.0,1.03,-8.7,5068,2.22,-7.94,5191,-0.25,证券
987,002615,哈尔斯,8.8,-4.69,2834.0,1.03,1.67,929,4.89,-0.34,1507,6.54,家用轻工
988,600016,民生银行,4.94,0.64,1649.0,1.02,-6.32,4558,-2.18,0.73,976,0.0,银行
989,688386,泛亚微透,66.46,9.37,357.0,1.02,1.72,978,6.76,1.62,652,13.07,塑料制品
990,002195,岩山科技,5.93,0.49,1675.0,1.02,-3.85,3615,4.04,-4.05,3883,2.77,互联网服务
991,603225,新凤鸣,12.85,-3.4,2635.0,1.02,0.97,1275,5.67,-0.84,1789,2.96,化纤行业
992,002520,日发精机,6.95,8.09,492.0,1.02,1.5,1045,3.12,-0.87,1810,4.04,通用设备
993,000882,华联股份,1.98,13.86,133.0,1.02,8.27,77,2.59,2.94,326,1.02,商业百货
994,301518,长华化学,24.09,4.4,957.0,1.01,0.56,1434,7.16,0.26,1198,9.1,化学制品
995,600797,浙大网新,9.96,3.16,1153.0,1.01,-1.04,2160,0.0,-0.14,1400,3.86,互联网服务
996,600051,宁波联合,7.99,9.61,335.0,1.01,-0.38,1844,3.36,-5.36,4498,4.31,综合行业
997,301505,苏州规划,25.95,4.89,869.0,1.01,10.18,40,19.37,6.85,42,23.57,工程咨询服务
998,002080,中材科技,27.29,3.8,1054.0,1.0,-2.89,3117,0.81,-8.37,5250,-6.54,玻璃玻纤
999,603766,隆鑫通用,13.17,-1.84,2269.0,1.0,-0.51,1889,8.66,0.64,1019,7.33,交运设备
1000,000726,鲁  泰Ａ,7.07,-8.96,4012.0,1.0,0.0,1671,2.46,-1.41,2150,3.06,纺织服装
1001,603519,立霸股份,13.19,9.25,370.0,1.0,-6.42,4585,3.86,-6.07,4754,5.69,家电行业
1002,000402,金 融 街,3.04,10.35,281.0,1.0,0.65,1394,2.7,-0.14,1401,-0.98,房地产开发
1003,600816,建元信托,3.04,-2.0,2297.0,1.0,0.92,1291,2.01,-2.73,3016,0.33,多元金融
1004,603283,赛腾股份,40.91,-0.67,1978.0,0.99,-2.5,2922,1.54,1.79,601,18.03,专用设备
1005,000034,神州数码,40.84,2.93,1193.0,0.99,-0.24,1780,2.64,-0.87,1811,3.47,计算机设备
1006,000536,华映科技,5.11,-3.73,2725.0,0.99,3.54,522,6.02,3.48,238,12.8,光学光电子
1007,600388,龙净环保,12.23,6.15,697.0,0.99,-3.23,3298,1.16,-1.84,2416,0.49,环保行业
1008,601818,光大银行,4.1,-5.42,3137.0,0.99,-0.1,1719,-0.49,2.1,505,1.23,银行
1009,002185,华天科技,10.19,3.12,1159.0,0.99,-1.5,2386,0.2,-3.53,3575,-0.2,半导体
1010,600446,金证股份,18.34,-0.94,2038.0,0.99,-10.78,5293,-1.03,-14.01,5483,-12.46,互联网服务
1011,001234,泰慕士,24.54,4.34,969.0,0.99,-1.05,2169,5.01,0.34,1160,5.05,纺织服装
1012,600251,冠农股份,8.26,-5.55,3171.0,0.98,-2.39,2855,4.29,-4.95,4316,2.35,农牧饲渔
1013,600188,兖矿能源,13.44,4.96,856.0,0.98,-3.92,3653,3.54,-4.6,4153,3.78,煤炭行业
1014,688570,天玛智控,22.56,13.13,158.0,0.98,6.23,157,4.69,3.63,213,6.31,软件开发
1015,600740,山西焦化,4.12,-11.04,4410.0,0.98,1.05,1246,2.23,-0.71,1710,1.23,煤炭行业
1016,300832,新产业,57.4,-3.15,2567.0,0.97,2.9,669,4.74,4.52,143,2.28,医疗器械
1017,600079,人福医药,21.9,-0.72,1988.0,0.97,-5.32,4233,-0.14,-3.73,3710,-0.86,化学制药
1018,600337,美克家居,2.08,9.89,316.0,0.97,6.2,159,1.96,3.8,194,3.48,装修建材
1019,600686,金龙汽车,12.52,2.63,1248.0,0.97,-6.21,4519,0.56,-6.11,4767,-0.48,汽车整车
1020,301031,中熔电气,88.03,2.62,1257.0,0.97,-2.88,3115,1.72,-3.64,3655,3.38,电网设备
1021,001210,金房能源,15.65,-5.52,3164.0,0.97,-8.83,5093,1.43,-3.29,3407,6.17,公用事业
1022,688275,万润新能,48.8,-4.66,2826.0,0.97,1.09,1139,17.25,1.3,749,11.64,电池
1023,002453,华软科技,6.24,1.89,1395.0,0.97,-0.54,1900,2.13,3.62,215,10.44,化学制品
1024,300517,海波重科,13.62,8.29,470.0,0.96,1.42,1086,8.18,-0.29,1481,9.13,工程建设
1025,000426,兴业银锡,19.0,-13.8,4812.0,0.96,-7.75,4656,1.6,-5.55,4329,2.93,有色金属
1026,603365,水星家纺,17.9,-2.48,2425.0,0.96,5.35,223,0.34,1.96,547,0.79,纺织服装
1027,300666,江丰电子,70.42,1.29,1523.0,0.96,-4.68,4003,0.92,-6.62,4910,-1.41,半导体
1028,000031,大悦城,3.14,-0.36,1822.0,0.96,-4.45,3698,2.61,-2.78,3053,-0.63,房地产开发
1029,002480,新筑股份,7.34,-7.54,3682.0,0.96,-8.64,5059,-1.21,-4.87,4284,1.94,通用设备
1030,603686,福龙马,18.0,0.56,1659.0,0.95,-1.57,2430,3.75,-0.54,1629,10.84,环保行业
1031,688153,唯捷创芯,34.12,6.13,699.0,0.95,-0.25,1789,3.33,-2.45,2840,2.28,半导体
1032,600584,长电科技,35.1,1.55,1469.0,0.95,-2.02,2664,1.04,-4.81,4254,-1.96,半导体
1033,002299,圣农发展,17.12,-4.08,2818.0,0.94,-2.91,3132,2.39,-2.93,3162,6.07,农牧饲渔
1034,603309,维力医疗,15.04,4.4,956.0,0.94,4.66,311,4.08,1.48,694,3.87,医疗器械
1035,000750,国海证券,4.3,-0.5,1936.0,0.94,-0.9,2075,1.65,-4.98,4330,-1.6,证券
1036,600156,华升股份,7.51,0.15,1754.0,0.94,2.91,666,7.9,0.7,987,10.77,纺织服装
1037,002966,苏州银行,8.63,7.26,574.0,0.94,4.47,333,-1.15,4.6,137,0.7,银行
1038,603877,太平鸟,15.1,-4.87,2999.0,0.94,-1.25,2262,3.5,-0.21,1441,2.51,纺织服装
1039,600200,*ST苏吴,1.08,5.63,770.0,0.93,-5.94,4433,-4.42,-5.44,4531,-18.18,化学制药
1040,002187,广百股份,6.49,5.6,774.0,0.93,-3.79,3585,0.62,-2.63,2949,0.0,商业百货
1041,603518,锦泓集团,10.91,-3.75,2733.0,0.93,0.67,1386,10.99,1.18,778,13.06,纺织服装
1042,002916,深南电路,139.8,8.09,493.0,0.93,3.18,605,2.87,1.28,753,-3.25,电子元件
1043,603203,快克智能,28.43,5.94,725.0,0.92,-2.57,2942,2.34,-1.42,2158,7.4,专用设备
1044,300548,长芯博创,92.58,6.81,626.0,0.92,-0.66,1973,-2.96,-0.41,1554,0.26,通信设备
1045,603408,建霖家居,12.02,5.99,717.0,0.92,4.04,407,1.78,-2.51,2872,2.91,装修装饰
1046,000887,中鼎股份,18.65,-0.71,1984.0,0.92,-4.74,4025,0.87,-2.41,2813,4.54,汽车零部件
1047,601918,新集能源,6.65,-1.23,2111.0,0.91,-5.0,4121,1.53,-1.34,2094,-0.75,煤炭行业
1048,301039,中集车辆,8.86,2.74,1230.0,0.91,-0.08,1711,2.19,-2.21,2678,0.45,汽车整车
1049,688661,和林微纳,46.7,1.72,1428.0,0.91,-1.42,2351,8.23,-1.3,2073,10.19,半导体
1050,000676,智度股份,8.83,1.22,1542.0,0.91,-6.75,4673,0.23,-6.69,4931,-0.34,互联网服务
1051,603689,皖天然气,8.84,3.01,1180.0,0.91,4.88,278,3.15,-0.97,1878,2.67,燃气
1052,000911,广农糖业,7.75,15.22,102.0,0.91,0.23,1577,1.71,-2.13,2635,2.11,食品饮料
1053,002250,联化科技,10.06,-5.27,3089.0,0.9,-10.34,5254,-6.42,-2.94,3171,-4.01,农药兽药
1054,688349,三一重能,28.11,9.14,381.0,0.9,-2.49,2917,11.41,-2.47,2846,10.45,风电设备
1055,300959,线上线下,45.78,5.45,792.0,0.9,-2.46,2904,1.1,-0.51,1615,5.24,通信服务
1056,002302,西部建设,7.83,-6.57,3429.0,0.9,-1.39,2327,22.54,-2.24,2693,16.0,水泥建材
1057,000718,苏宁环球,2.25,0.49,1677.0,0.9,-2.24,2785,3.69,-2.16,2650,-0.88,房地产开发
1058,601326,秦港股份,3.37,-11.96,4556.0,0.9,-3.24,3302,3.06,-1.82,2403,1.81,航运港口
1059,002275,桂林三金,15.68,-0.61,1965.0,0.9,-5.33,4235,-9.78,1.45,701,3.84,中药
1060,000815,美利云,13.67,-0.37,1825.0,0.89,-2.02,2501,1.79,-2.72,3009,2.86,通信服务
1061,600088,中视传媒,17.0,2.59,1262.0,0.89,-7.81,4922,0.06,-4.35,4039,-1.16,文化传媒
1062,300445,康斯特,19.24,9.59,338.0,0.89,-3.69,3539,1.26,-7.62,5127,-0.41,仪器仪表
1063,601688,华泰证券,20.47,9.23,372.0,0.89,6.3,151,2.86,0.6,1035,-0.58,证券
1064,002636,金安国纪,12.45,1.44,1489.0,0.89,-0.12,1726,3.84,-3.22,3359,1.72,电子元件
1065,300250,初灵信息,17.07,11.21,231.0,0.89,-2.67,2997,0.06,-0.36,1524,2.34,互联网服务
1066,688252,天德钰,26.12,0.36,1702.0,0.89,-2.25,2793,4.23,-1.83,2408,4.69,半导体
1067,605179,一鸣食品,20.31,3.42,1107.0,0.89,1.79,952,1.3,-1.39,2135,0.1,食品饮料
1068,301291,明阳电气,39.68,-7.71,3727.0,0.89,-11.44,5339,-3.29,-5.42,4524,-1.05,电网设备
1069,688596,正帆科技,35.26,3.98,1031.0,0.89,-6.63,4650,0.77,-7.56,5115,-4.29,专用设备
1070,300529,健帆生物,23.93,4.2,988.0,0.89,-4.72,4018,1.7,-4.75,4220,-0.91,医疗器械
1071,002261,拓维信息,31.75,3.37,1113.0,0.89,-5.8,4392,-0.87,-4.06,3888,-1.61,软件开发
1072,300847,中船汉光,20.63,8.15,487.0,0.88,0.99,1268,3.15,-1.63,2284,1.58,消费电子
1073,603388,*ST元成,2.29,-8.54,3907.0,0.88,-3.85,3618,0.0,-7.9,5178,-8.76,工程建设
1074,002202,金风科技,10.34,0.25,1731.0,0.88,0.89,1301,5.73,-0.85,1795,5.19,风电设备
1075,600865,百大集团,9.19,-2.43,2409.0,0.88,-4.73,4023,0.66,-3.56,3607,1.1,商业百货
1076,301559,中集环科,17.29,-0.98,2052.0,0.88,-11.24,5324,-1.14,-5.83,4680,-0.17,通用设备
1077,600546,山煤国际,10.36,5.18,822.0,0.88,-5.74,4370,5.71,-4.39,4057,4.44,煤炭行业
1078,002571,德力股份,6.84,4.51,936.0,0.88,8.05,82,12.5,4.18,168,14.38,家用轻工
1079,688459,哈铁科技,10.43,4.88,871.0,0.87,4.5,330,5.46,0.67,1005,5.25,交运设备
1080,600382,广东明珠,5.81,9.59,337.0,0.87,3.47,536,6.22,0.74,969,5.64,钢铁行业
1081,600621,华鑫股份,16.29,-3.59,2688.0,0.87,0.39,1492,4.42,-1.84,2413,1.12,证券
1082,600409,三友化工,5.77,-5.81,3239.0,0.87,-1.17,2231,5.48,-3.28,3396,1.76,化学原料
1083,600665,天地源,3.47,2.44,1289.0,0.87,-3.73,3548,4.52,-4.55,4133,2.06,房地产开发
1084,002639,雪人集团,11.61,-3.01,2532.0,0.87,-3.14,3244,-0.26,-1.77,2371,2.83,通用设备
1085,605255,天普股份,26.55,-1.26,2121.0,0.87,1.91,915,3.83,-0.29,1482,-0.64,汽车零部件
1086,300592,华凯易佰,11.61,13.88,132.0,0.87,1.15,1191,1.75,-1.31,2080,2.02,互联网服务
1087,603153,上海建科,19.63,1.58,1464.0,0.87,0.7,1373,5.2,1.01,849,10.22,工程咨询服务
1088,300786,国林科技,16.16,7.0,600.0,0.87,-4.88,4085,1.44,-2.5,2860,5.41,环保行业
1089,002898,*ST赛隆,16.29,3.23,1139.0,0.87,-3.02,3197,-0.97,-1.53,2229,15.04,化学制药
1090,002895,川恒股份,25.4,-5.88,3260.0,0.87,-8.6,5052,2.5,-4.92,4308,1.76,化学原料
1091,688234,天岳先进,61.55,5.27,813.0,0.87,1.07,1237,1.74,-0.41,1556,1.3,半导体
1092,002656,*ST摩登,2.33,8.52,444.0,0.87,-1.63,2464,2.19,-4.52,4124,0.87,纺织服装
1093,600084,中信尼雅,5.81,4.19,992.0,0.87,3.62,504,2.47,1.78,605,1.75,酿酒行业
1094,603322,超讯通信,37.47,-3.44,2650.0,0.86,-10.68,5283,-2.17,-5.9,4701,-1.55,通信服务
1095,688021,奥福科技,19.84,-5.01,3030.0,0.86,-2.11,2713,5.25,-0.01,1321,15.01,环保行业
1096,000048,京基智农,16.44,-9.87,4204.0,0.86,-3.9,3438,3.59,-7.13,4780,2.88,农牧饲渔
1097,600858,银座股份,5.84,-3.44,2648.0,0.86,0.66,1388,2.64,0.23,1207,2.64,商业百货
1098,000019,深粮控股,7.04,-7.26,3619.0,0.86,-5.65,4339,2.03,-4.77,4234,2.47,贸易行业
1099,301080,百普赛斯,54.16,-2.05,2315.0,0.86,-7.8,4920,-1.85,-2.87,3124,-4.41,医疗服务
1100,300408,三环集团,35.2,-1.76,2249.0,0.86,-4.83,4063,1.82,-2.78,3054,2.86,电子元件
1101,600408,安泰集团,2.35,12.58,178.0,0.86,0.19,1596,0.86,2.21,484,3.98,煤炭行业
1102,600547,山东黄金,31.55,-3.64,2699.0,0.86,-1.96,2629,-0.63,-0.07,1358,5.52,贵金属
1103,603209,兴通股份,15.42,6.09,702.0,0.85,0.99,1270,1.65,-4.03,3873,1.11,航运港口
1104,300301,ST长方,2.36,13.81,135.0,0.85,-18.29,5485,-0.84,-15.24,5494,-0.84,光学光电子
1105,002840,华统股份,10.72,1.7,1433.0,0.85,-2.68,3000,1.71,-3.11,3282,0.37,食品饮料
1106,600339,中油工程,3.58,16.43,80.0,0.85,4.0,411,3.47,3.71,205,1.7,采掘行业
1107,001339,智微智能,53.45,-0.09,1766.0,0.85,-1.41,2204,0.96,-1.2,2028,0.87,计算机设备
1108,300977,深圳瑞捷,20.41,11.98,200.0,0.84,-0.15,1743,2.67,-1.99,2527,5.86,工程咨询服务
1109,300110,华仁药业,3.62,-3.59,2689.0,0.84,-1.25,2260,-0.28,-3.65,3661,-1.09,化学制药
1110,300950,德固特,30.05,-1.75,2246.0,0.84,-2.37,2847,-3.53,-3.52,3568,-4.24,专用设备
1111,001400,江顺科技,59.04,1.85,1410.0,0.84,-1.1,2200,-0.39,-2.7,3004,-0.14,通用设备
1112,600336,澳柯玛,7.23,-3.92,2776.0,0.84,-6.82,4697,2.7,-8.38,5253,1.97,家电行业
1113,603980,吉华集团,6.01,-0.06,1754.0,0.84,-0.7,1862,0.67,0.1,1271,0.67,化学制品
1114,688662,富信科技,45.55,-1.83,2266.0,0.84,-7.64,4890,-0.94,-2.41,2819,4.04,电子元件
1115,000407,胜利股份,3.61,-0.18,1785.0,0.84,0.1,1520,2.56,-1.38,1983,3.74,燃气
1116,001202,炬申股份,14.48,-0.53,1949.0,0.84,-0.71,2003,4.47,-2.78,3057,8.63,物流行业
1117,002077,大港股份,14.56,-4.86,2998.0,0.83,0.64,1401,3.34,-1.73,2345,1.68,半导体
1118,002581,ST未名,7.27,19.57,44.0,0.83,4.55,322,-0.82,-1.75,2361,-1.62,生物制品
1119,002826,易明医药,23.0,2.36,1307.0,0.83,2.34,794,7.78,0.44,1126,2.31,中药
1120,688107,安路科技,30.21,2.28,1317.0,0.83,-2.73,3037,1.85,-5.49,4552,0.77,半导体
1121,300247,融捷健康,4.84,4.54,927.0,0.83,0.9,1300,8.76,2.96,323,17.76,家电行业
1122,688138,清溢光电,30.39,1.67,1439.0,0.83,0.33,1524,4.9,-5.07,4383,0.07,半导体
1123,688013,天臣医疗,37.59,-2.85,2499.0,0.83,-5.14,4176,-5.24,-1.07,1947,-1.05,医疗器械
1124,301130,西点药业,36.51,4.86,874.0,0.83,1.93,910,7.54,-0.11,1386,10.94,化学制药
1125,300206,理邦仪器,13.49,6.33,670.0,0.82,0.58,1425,2.04,-0.85,1799,3.85,医疗器械
1126,001287,中电港,20.85,5.38,803.0,0.82,-2.15,2736,2.91,-3.95,3826,0.0,贸易行业
1127,001216,华瓷股份,14.75,-8.68,3943.0,0.82,-2.99,3181,2.01,-5.92,4709,-12.93,装修建材
1128,601018,宁波港,3.71,5.63,769.0,0.82,-1.29,2275,1.92,-6.64,4915,-0.54,航运港口
1129,002277,友阿股份,6.17,-1.37,2152.0,0.82,-1.25,2259,1.65,-0.32,1495,0.33,商业百货
1130,001333,光华股份,22.48,0.52,1670.0,0.81,4.29,365,3.69,2.61,397,5.54,化学制品
1131,300048,合康新能,6.2,-12.33,4609.0,0.81,-11.77,5355,-0.32,-5.25,4453,1.64,专用设备
1132,603315,福鞍股份,13.73,-5.23,3077.0,0.81,1.37,1107,2.62,-1.69,2319,1.03,通用设备
1133,300157,新锦动力,5.0,2.77,1226.0,0.81,-2.59,2951,3.09,-2.1,2618,3.52,采掘行业
1134,600227,赤天化,2.49,8.8,407.0,0.81,-1.62,2457,0.0,-0.58,1652,1.22,化肥行业
1135,002893,京能热力,11.18,1.28,1524.0,0.81,-1.86,2575,1.82,-2.07,2592,2.1,公用事业
1136,002789,*ST建艺,8.69,14.31,119.0,0.81,-4.83,4068,-0.34,1.36,729,5.85,装修装饰
1137,001288,运机集团,22.52,-2.6,2451.0,0.81,-2.06,2691,3.21,-2.93,3166,12.88,工程机械
1138,001965,招商公路,11.37,-0.5,1938.0,0.8,-4.99,4119,0.62,-3.22,3363,0.98,铁路公路
1139,002630,ST华西,2.53,8.55,440.0,0.8,-4.68,4002,0.0,-7.44,5100,-1.56,电源设备
1140,300779,惠城环保,193.0,4.92,865.0,0.8,14.18,17,12.12,4.52,144,6.0,环保行业
1141,300059,东方财富,23.99,2.28,1315.0,0.8,0.23,1575,1.52,-3.85,3774,-0.79,互联网服务
1142,600155,华创云信,7.53,8.6,430.0,0.8,-2.46,2896,2.03,-5.21,4435,-0.13,证券
1143,300599,雄塑科技,8.85,9.52,341.0,0.8,-8.44,5033,2.43,-9.83,5369,1.49,装修建材
1144,603458,勘设股份,10.02,9.46,348.0,0.8,4.83,286,5.36,5.45,89,10.35,工程咨询服务
1145,601015,陕西黑猫,3.77,-4.41,2765.0,0.8,-3.27,3133,1.07,-1.98,2514,0.53,煤炭行业
1146,603507,振江股份,28.0,-8.45,3886.0,0.79,-2.25,2791,2.23,-0.25,1458,18.39,风电设备
1147,601808,中海油服,14.01,-6.42,3386.0,0.79,-1.51,2390,1.01,-2.58,2910,-0.36,采掘行业
1148,601298,青岛港,8.9,7.05,594.0,0.79,-0.11,1723,1.6,-2.6,2929,1.48,航运港口
1149,603839,安正时尚,7.76,4.37,962.0,0.78,2.2,831,1.17,-2.65,2963,-0.51,纺织服装
1150,000955,欣龙控股,5.17,5.91,728.0,0.78,3.02,637,5.94,-3.15,3315,5.73,纺织服装
1151,300972,万辰集团,163.01,4.86,873.0,0.78,9.56,48,11.82,8.78,15,12.0,农牧饲渔
1152,688656,浩欧博,114.32,12.37,185.0,0.78,-3.32,3356,-3.69,1.76,609,-8.41,医疗器械
1153,300493,润欣科技,20.92,-1.11,2078.0,0.77,-3.97,3671,2.85,-5.61,4595,-0.33,贸易行业
1154,603226,菲林格尔,22.34,1.25,1532.0,0.77,4.76,297,9.4,2.28,470,24.6,装修建材
1155,002758,浙农股份,9.22,6.07,706.0,0.77,2.51,760,0.66,-0.38,1538,0.0,综合行业
1156,601019,山东出版,9.22,-6.82,3485.0,0.77,-3.89,3636,0.66,-2.69,2995,1.99,文化传媒
1157,688083,中望软件,68.41,-0.37,1827.0,0.77,-1.86,2419,2.66,-2.59,2751,4.36,软件开发
1158,603970,中农立华,14.35,18.03,52.0,0.77,-3.51,3460,-0.69,-2.55,2896,-0.62,农药兽药
1159,000625,长安汽车,13.05,-3.58,2683.0,0.77,-4.16,3781,1.01,-6.37,4842,-1.66,汽车整车
1160,301024,霍普股份,47.2,-0.97,2048.0,0.77,-0.17,1751,1.46,-3.28,3401,-5.2,工程建设
1161,603613,国联股份,23.7,4.19,991.0,0.77,-9.72,5198,-1.9,-5.69,4624,-2.75,互联网服务
1162,002335,科华数据,44.5,-2.54,2431.0,0.77,3.32,572,5.2,2.02,527,4.22,电源设备
1163,600328,中盐化工,8.08,22.94,26.0,0.75,-2.2,2769,2.15,-2.18,2657,-0.37,化学原料
1164,301626,苏州天脉,143.17,1.77,1425.0,0.75,6.09,167,3.81,0.57,1053,-0.77,消费电子
1165,002438,江苏神通,14.7,6.62,644.0,0.75,-2.13,2726,6.21,-0.09,1370,5.83,通用设备
1166,600635,大众公用,4.1,-6.72,3456.0,0.74,-6.04,4468,0.0,-5.73,4635,-2.38,燃气
1167,300809,华辰装备,46.15,4.93,862.0,0.74,0.28,1554,1.45,0.1,1272,6.34,通用设备
1168,002862,实丰文化,18.98,9.04,387.0,0.74,2.1,864,1.12,0.48,1098,2.1,家用轻工
1169,688288,鸿泉物联,31.5,1.87,1401.0,0.74,-7.4,4833,3.24,-4.55,4136,5.53,计算机设备
1170,000516,国际医学,5.45,6.9,614.0,0.74,0.14,1615,0.0,-3.06,3249,-1.98,医疗服务
1171,603936,博敏电子,10.84,-3.04,2540.0,0.74,0.49,1459,5.34,-4.07,3895,2.46,电子元件
1172,601000,唐山港,4.08,-7.05,3560.0,0.74,-0.56,1915,0.74,-2.9,3146,0.74,航运港口
