序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
3322,300403,汉宇集团,15.78,-17.84,5210.0,-0.69,-3.48,3442,2.67,-4.72,4203,5.06,家电行业
3323,600661,昂立教育,11.44,-8.35,3861.0,-0.69,1.3,1137,0.44,0.19,1231,1.51,教育
3324,002197,ST证通,7.15,-14.82,4938.0,-0.69,3.34,569,3.03,-1.87,2436,5.77,计算机设备
3325,001213,中铁特货,4.29,-8.76,3961.0,-0.69,-3.61,3500,-0.23,-3.58,3612,-1.83,物流行业
3326,000868,安凯客车,5.79,-15.7,5027.0,-0.69,-10.69,5284,-1.53,-8.45,5261,-1.36,汽车整车
3327,600381,*ST春天,4.29,-11.41,4462.0,-0.69,-17.19,5478,-9.68,-3.9,3803,1.66,食品饮料
3328,600768,宁波富邦,12.97,-0.1,1768.0,-0.69,-2.33,2666,1.25,-3.79,3537,4.43,有色金属
3329,002174,游族网络,15.77,-7.67,3712.0,-0.69,2.87,678,10.05,0.19,1228,2.54,游戏
3330,688237,超卓航科,34.31,-0.47,1850.0,-0.69,0.31,1434,1.3,-3.3,3222,2.69,航天航空
3331,300081,恒信东方,7.17,0.5,1673.0,-0.69,-0.64,1961,0.99,-2.75,3034,0.42,通信服务
3332,002230,科大讯飞,48.72,-13.41,4764.0,-0.69,-5.85,4167,-0.49,-2.89,2950,-0.59,软件开发
3333,002041,登海种业,10.01,-7.35,3637.0,-0.69,-7.41,4835,-0.2,-1.79,2388,0.5,农牧饲渔
3334,600596,新安股份,10.09,3.41,1108.0,-0.69,-2.28,2810,1.1,-3.61,3637,-4.18,农药兽药
3335,002157,正邦科技,2.86,-7.36,3638.0,-0.69,-0.32,1816,0.7,-2.24,2694,-0.69,农牧饲渔
3336,600226,亨通股份,2.86,9.38,356.0,-0.69,3.72,479,-1.04,-1.96,2498,3.62,农药兽药
3337,688278,特宝生物,85.8,5.5,788.0,-0.69,2.73,708,-2.94,-4.57,4147,10.9,生物制品
3338,002513,蓝丰生化,5.72,2.45,1287.0,-0.69,-1.91,2600,1.96,-3.5,3552,3.06,农药兽药
3339,001360,南矿集团,15.89,-6.91,3517.0,-0.69,-5.31,4231,0.32,-6.16,4780,-1.85,专用设备
3340,603515,欧普照明,18.79,-5.28,3095.0,-0.69,-0.26,1792,-0.74,-3.84,3773,0.37,家电行业
3341,600958,东方证券,11.44,-13.97,4838.0,-0.69,-3.98,3676,0.26,-0.77,1747,-0.52,证券
3342,300752,隆利科技,23.95,-9.44,4120.0,-0.7,1.06,1239,19.99,0.68,999,19.51,光学光电子
3343,002145,中核钛白,4.28,-11.52,4482.0,-0.7,-9.36,5155,0.71,-7.92,5185,-0.7,化学原料
3344,000656,*ST金科,1.41,-8.39,3871.0,-0.7,-7.24,4801,0.0,-11.15,5429,-2.76,房地产开发
3345,001318,阳光乳业,14.18,-6.48,3401.0,-0.7,-6.42,4583,-1.32,-5.0,4338,-5.4,食品饮料
3346,300481,濮阳惠成,15.51,-6.35,3375.0,-0.7,1.9,918,1.24,-1.71,2335,-0.26,电子化学品
3347,600718,东软集团,9.95,-6.99,3542.0,-0.7,-5.21,4200,-0.3,-3.2,3350,0.1,互联网服务
3348,300433,蓝思科技,24.09,-6.3,3358.0,-0.7,-0.44,1865,5.29,-1.07,1940,3.66,消费电子
3349,300423,昇辉科技,7.05,-2.01,2301.0,-0.7,-2.66,2990,2.03,-4.96,4324,1.73,电网设备
3350,603786,科博达,52.23,-8.24,3835.0,-0.7,-7.13,4774,-0.93,-8.23,5230,-3.1,汽车零部件
3351,600497,驰宏锌锗,5.65,1.86,1403.0,-0.7,-2.1,2700,0.89,-2.74,3026,-1.91,有色金属
3352,600782,新钢股份,4.26,-6.5,3404.0,-0.7,-3.37,3374,-0.93,-1.42,2153,-7.79,钢铁行业
3353,300520,科大国创,25.47,-12.89,4685.0,-0.7,-8.39,5024,-0.2,-4.51,4118,1.68,软件开发
3354,600367,红星发展,15.69,-2.62,2452.0,-0.7,-3.09,3224,2.28,-5.48,4546,0.06,化学原料
3355,002312,川发龙蟒,11.27,-5.35,3112.0,-0.7,-3.71,3542,0.0,-5.6,4591,-1.91,化肥行业
3356,603429,集友股份,9.97,-21.71,5375.0,-0.7,-2.77,3060,0.1,1.08,825,9.68,造纸印刷
3357,002058,*ST威尔,14.13,-13.65,4801.0,-0.7,-1.13,2211,2.61,-4.87,4286,0.43,电网设备
3358,603808,歌力思,8.51,-6.37,3377.0,-0.7,-2.96,3165,0.71,-5.12,4410,2.9,纺织服装
3359,002374,中锐股份,2.82,5.52,782.0,-0.7,-6.0,4451,0.36,-10.72,5413,-3.09,包装材料
3360,002995,天地在线,19.55,-18.59,5260.0,-0.71,-3.9,3646,-1.41,-2.98,3206,-0.91,文化传媒
3361,000852,石化机械,6.96,-18.54,5255.0,-0.71,-7.48,4855,0.72,-7.45,5102,-1.42,专用设备
3362,600059,古越龙山,9.75,-3.41,2638.0,-0.71,-4.06,3720,-1.71,-3.9,3801,-3.18,酿酒行业
3363,300384,三联虹普,19.47,-17.39,5173.0,-0.71,-1.03,2159,-0.31,0.0,1311,3.84,专业服务
3364,603511,爱慕股份,15.34,-17.86,5212.0,-0.71,-10.5,5273,-0.84,-6.63,4913,-3.94,纺织服装
3365,002931,锋龙股份,16.86,-17.83,5209.0,-0.71,-10.94,5307,-1.0,-2.59,2921,6.98,通用设备
3366,002138,顺络电子,29.21,0.13,1761.0,-0.71,1.07,1235,-0.24,0.2,1224,1.56,电子元件
3367,688266,泽璟制药-U,108.79,-7.14,3585.0,-0.71,-3.89,3637,-3.43,-3.23,3369,-6.94,化学制药
3368,600779,XD水井坊,41.78,-6.51,3411.0,-0.71,1.87,924,2.18,-2.37,2782,0.36,酿酒行业
3369,300701,森霸传感,11.14,-0.89,2027.0,-0.71,-8.23,4997,1.18,-7.51,5110,2.86,光学光电子
3370,603897,长城科技,25.01,-5.36,3116.0,-0.71,-2.87,3114,0.12,-0.78,1756,1.83,电网设备
3371,300611,美力科技,25.14,5.96,719.0,-0.71,-2.16,2740,0.08,-1.76,2363,1.17,汽车零部件
3372,002997,瑞鹄模具,39.85,-14.08,4859.0,-0.72,-2.89,2942,-0.5,0.04,1203,2.18,汽车零部件
3373,603329,上海雅仕,12.46,-8.06,3800.0,-0.72,-5.56,4315,1.22,-6.53,4885,2.38,物流行业
3374,301090,华润材料,8.27,-4.91,3008.0,-0.72,-2.17,2752,3.63,-3.72,3706,1.85,化学原料
3375,300448,浩云科技,6.91,-0.92,2036.0,-0.72,-4.04,3701,-0.14,-2.34,2763,2.67,互联网服务
3376,688003,天准科技,51.07,-0.85,2018.0,-0.72,-1.75,2513,3.8,-2.76,3041,1.21,通用设备
3377,300713,英可瑞,19.41,-6.07,3303.0,-0.72,-3.27,3324,2.64,-3.26,3388,5.26,电源设备
3378,002117,东港股份,12.44,-8.1,3805.0,-0.72,-0.1,1720,4.01,-1.84,2415,2.64,造纸印刷
3379,002535,林州重机,4.15,-15.04,4967.0,-0.72,-7.41,4834,0.73,-9.84,5370,0.0,专用设备
3380,300354,东华测试,41.09,-11.54,4487.0,-0.72,-2.26,2799,1.83,-4.12,3930,1.99,仪器仪表
3381,002761,浙江建投,9.66,-9.92,4213.0,-0.72,-3.9,3435,0.84,-5.96,4474,-2.13,工程建设
3382,300154,瑞凌股份,9.65,-17.68,5192.0,-0.72,-5.65,4340,1.79,-6.34,4836,4.21,通用设备
3383,603086,先达股份,9.68,-1.26,2119.0,-0.72,2.73,706,2.43,-6.06,4752,-1.33,农药兽药
3384,603018,华设集团,8.33,-10.47,4299.0,-0.72,-5.65,4338,-1.42,-3.54,3585,-3.7,工程咨询服务
3385,603213,镇洋发展,13.85,0.99,1587.0,-0.72,7.67,100,7.7,1.74,615,6.95,化学原料
3386,600828,茂业商业,4.16,0.74,1627.0,-0.72,-2.31,2822,-8.97,0.46,1110,5.05,商业百货
3387,688327,云从科技-UW,16.66,-2.66,2460.0,-0.72,-4.66,3994,3.67,-2.85,3108,7.14,软件开发
3388,002254,泰和新材,11.09,-10.53,4312.0,-0.72,3.46,538,2.97,1.74,614,3.64,化纤行业
3389,301418,协昌科技,38.29,-10.33,4276.0,-0.73,-6.1,4487,-0.16,-5.23,4449,3.07,专用设备
3390,600479,千金药业,10.95,-7.0,3546.0,-0.73,-2.85,3103,-1.17,-2.84,3100,-0.18,中药
3391,600301,华锡有色,22.97,2.75,1229.0,-0.73,0.72,1363,2.41,-2.13,2636,0.17,小金属
3392,601113,华鼎股份,4.1,-13.96,4837.0,-0.73,-12.22,5385,-0.49,-10.78,5417,-0.49,化纤行业
3393,605086,龙高股份,28.44,-15.36,4996.0,-0.73,-4.51,3942,2.16,-5.54,4572,2.19,采掘行业
3394,002648,卫星化学,19.08,3.28,1128.0,-0.73,2.17,842,0.69,-1.34,2092,3.41,化学原料
3395,688559,海目星,31.42,-4.88,3001.0,-0.73,-3.9,3643,0.38,-5.89,4697,-2.72,专用设备
3396,603030,全筑股份,2.71,-9.36,4094.0,-0.73,0.18,1600,1.12,0.68,998,0.74,装修装饰
3397,600389,江山股份,21.71,-14.81,4936.0,-0.73,-5.93,4427,-1.14,-5.98,4728,-4.4,农药兽药
3398,600257,大湖股份,5.44,2.1,1350.0,-0.73,-6.63,4647,0.0,-5.74,4640,-0.37,农牧饲渔
3399,301301,川宁生物,12.28,-14.22,4874.0,-0.73,-10.66,5278,-2.15,-4.46,4089,-1.13,生物制品
3400,688101,三达膜,14.91,-17.92,5215.0,-0.73,-5.09,4155,1.5,-5.69,4625,1.64,环保行业
3401,688578,艾力斯,89.47,-6.52,3414.0,-0.73,-10.8,5295,-10.32,-4.19,3960,-11.13,化学制药
3402,600128,苏豪弘业,10.84,-12.99,4697.0,-0.73,4.58,301,1.5,0.96,810,0.84,贸易行业
3403,688522,纳睿雷达,45.89,-4.31,2866.0,-0.74,-4.03,3695,-0.89,-5.1,4398,-1.82,计算机设备
3404,000886,海南高速,6.69,-4.55,2802.0,-0.74,-3.56,3286,-0.59,-6.73,4688,-3.04,铁路公路
3405,000635,英 力 特,9.34,-1.15,2091.0,-0.74,0.37,1509,1.85,-2.9,3147,2.52,化学原料
3406,002481,双塔食品,5.37,10.13,296.0,-0.74,1.12,1210,-1.47,-1.41,2147,-0.19,食品饮料
3407,002112,三变科技,13.45,-19.45,5310.0,-0.74,-2.26,2797,0.82,-0.52,1616,1.74,电网设备
3408,300796,贝斯美,10.74,-12.84,4678.0,-0.74,-13.63,5430,-0.65,-10.24,5391,-0.65,农药兽药
3409,688651,盛邦安全,38.67,-1.51,2188.0,-0.74,-4.03,3700,3.4,-3.92,3818,6.0,软件开发
3410,002512,达华智能,4.04,-11.02,4404.0,-0.74,-3.43,3407,-1.22,-7.62,5126,-9.21,计算机设备
3411,688249,晶合集成,21.52,9.47,345.0,-0.74,1.13,1205,-1.1,-2.13,2634,-3.19,半导体
3412,688286,敏芯股份,73.8,-10.86,4374.0,-0.74,-4.93,4102,0.42,-5.25,4457,-0.4,半导体
3413,300078,思创医惠,4.04,-8.68,3940.0,-0.74,-3.75,3560,-0.74,-1.19,2016,2.28,互联网服务
3414,600477,杭萧钢构,2.67,-1.26,2118.0,-0.74,-4.21,3801,0.0,-3.22,3360,-1.84,水泥建材
3415,688419,耐科装备,29.4,-21.58,5367.0,-0.74,-4.72,4020,3.59,-6.78,4964,2.51,专用设备
3416,688568,中科星图,39.11,-14.04,4854.0,-0.74,-5.98,4445,-4.35,-1.76,2365,3.88,互联网服务
3417,688320,禾川科技,47.11,-5.84,3246.0,-0.74,-3.3,3347,-3.26,-5.24,4452,-3.48,仪器仪表
3418,002201,九鼎新材,8.07,-0.09,1764.0,-0.74,8.05,81,5.63,3.5,232,4.53,玻璃玻纤
3419,688008,澜起科技,90.16,2.1,1349.0,-0.74,3.96,425,5.87,-0.03,1331,3.63,半导体
3420,002526,山东矿机,3.98,-15.59,5018.0,-0.75,-5.15,4177,0.25,-6.13,4773,0.25,专用设备
3421,002291,遥望科技,6.63,0.31,1714.0,-0.75,-7.44,4844,-1.19,-0.87,1814,1.69,互联网服务
3422,301218,华是科技,23.77,-6.83,3494.0,-0.75,-0.47,1875,3.12,-2.32,2751,5.41,软件开发
3423,002378,章源钨业,9.27,-6.96,3531.0,-0.75,0.25,1569,1.98,-4.24,3985,-5.6,小金属
3424,600312,平高电气,15.83,-6.91,3515.0,-0.75,-0.67,1979,0.83,-3.66,3669,-1.12,电网设备
3425,603860,中公高科,33.21,-10.47,4301.0,-0.75,-1.97,2638,1.07,-3.19,3348,1.1,工程咨询服务
3426,001255,博菲电气,34.5,-12.42,4621.0,-0.75,-2.33,2832,4.93,-3.16,3321,4.93,化学原料
3427,002122,汇洲智能,3.97,-11.0,4402.0,-0.75,-2.87,3110,-0.25,-5.61,4594,-1.73,通用设备
3428,300626,华瑞股份,11.95,-4.4,2764.0,-0.75,-2.58,2777,2.14,-5.85,4442,5.38,电机
3429,300217,东方电热,5.27,-20.76,5349.0,-0.75,-0.59,1938,2.13,-2.78,3052,2.33,家电行业
3430,603939,益丰药房,23.87,5.85,740.0,-0.75,1.24,1157,-2.37,0.39,1140,0.08,医药商业
3431,002892,科力尔,14.55,-15.92,5049.0,-0.75,-7.32,4820,-0.27,-5.61,4596,0.21,电机
3432,603648,畅联股份,11.96,4.72,901.0,-0.75,1.34,1119,0.42,0.72,982,7.26,物流行业
3433,002507,涪陵榨菜,13.25,-19.63,5320.0,-0.75,-6.47,4597,0.76,-3.7,3691,0.68,食品饮料
3434,600664,哈药股份,3.95,-1.31,2135.0,-0.75,-4.72,4015,-1.0,-4.23,3976,-2.47,化学制药
3435,600468,百利电气,6.61,-13.49,4780.0,-0.75,-0.98,2000,0.3,-2.11,2466,-0.75,电网设备
3436,301065,本立科技,25.08,-0.81,2008.0,-0.75,-10.34,5256,-0.63,-7.27,5065,0.72,化学原料
3437,300276,三丰智能,10.65,-16.39,5083.0,-0.75,-3.88,3632,2.31,-3.7,3688,5.13,专用设备
3438,301230,泓博医药,36.95,-4.05,2807.0,-0.75,-4.77,4037,-2.35,-6.24,4808,-9.59,生物制品
3439,002949,华阳国际,14.47,-3.87,2763.0,-0.75,-11.28,5328,0.28,-7.92,5187,2.19,工程咨询服务
3440,600338,西藏珠峰,11.97,-5.41,3130.0,-0.75,-7.55,4871,2.4,-7.97,5196,-2.21,有色金属
3441,601611,中国核建,9.31,-7.92,3762.0,-0.75,-6.64,4652,-0.21,-7.15,5045,-1.69,工程建设
3442,301047,义翘神州,71.72,-6.89,3509.0,-0.75,-6.1,4488,-3.0,-6.22,4800,-5.74,生物制品
3443,002613,北玻股份,3.98,-8.11,3807.0,-0.75,-6.6,4636,-0.5,-2.75,3035,-1.24,玻璃玻纤
3444,002125,湘潭电化,13.28,-12.48,4628.0,-0.75,-5.51,4297,0.53,-6.77,4960,-3.77,化学原料
3445,300834,星辉环材,23.86,-4.27,2859.0,-0.75,1.75,965,2.98,-2.02,2550,3.38,化学原料
3446,600853,龙建股份,3.99,-6.86,3497.0,-0.75,1.44,1075,5.56,-0.86,1807,5.28,工程建设
3447,603628,清源股份,13.19,-12.25,4594.0,-0.75,-6.63,4649,-0.08,-6.76,4959,-1.49,光伏设备
3448,002731,萃华珠宝,14.42,-0.42,1839.0,-0.76,4.89,258,8.58,3.83,189,11.18,珠宝首饰
3449,300209,有棵树,5.25,-16.84,5122.0,-0.76,-12.6,5403,-1.87,-4.02,3867,-1.5,互联网服务
3450,600706,曲江文旅,10.4,-5.41,3134.0,-0.76,-5.86,4408,-0.19,-5.91,4707,-1.23,旅游酒店
3451,603270,金帝股份,27.4,-16.22,5074.0,-0.76,-6.31,4556,0.51,-5.75,4648,2.43,通用设备
3452,300353,东土科技,22.22,-19.3,5296.0,-0.76,-9.06,5124,-1.86,-4.42,4071,5.31,通信设备
3453,600031,三一重工,20.84,-3.61,2695.0,-0.76,1.45,1070,6.11,0.86,913,3.17,工程机械
3454,301580,爱迪特,49.63,-3.15,2569.0,-0.76,1.52,1044,1.53,-4.48,4107,-7.08,医疗器械
3455,603773,沃格光电,32.63,-9.02,4017.0,-0.76,5.24,234,18.22,1.06,831,15.42,光学光电子
3456,603193,润本股份,31.32,-0.98,2051.0,-0.76,-5.43,4265,-4.13,-2.91,3156,-9.09,美容护理
3457,603915,国茂股份,15.65,-8.82,3979.0,-0.76,-3.28,3331,-0.25,-7.55,5114,-0.25,通用设备
3458,300338,ST开元,3.91,-15.94,5055.0,-0.76,-7.43,4841,-0.76,-3.5,3555,-0.26,教育
3459,300155,安居宝,5.25,-3.81,2750.0,-0.76,-6.48,4598,0.96,-4.9,4296,-0.19,计算机设备
3460,301266,宇邦新材,35.06,-7.04,3558.0,-0.76,-3.73,3552,-0.2,-1.53,2231,-0.79,光伏设备
3461,603727,博迈科,14.27,-21.45,5366.0,-0.76,-4.14,3770,0.78,-2.96,3195,2.81,采掘行业
3462,603088,宁波精达,9.16,-1.12,2085.0,-0.76,-2.87,3113,1.22,-0.67,1695,3.85,通用设备
3463,301158,德石股份,19.53,-7.15,3586.0,-0.76,-2.27,2805,1.3,0.69,996,8.26,专用设备
3464,301391,卡莱特,48.76,0.42,1691.0,-0.77,-1.02,2154,6.25,-2.2,2674,8.04,计算机设备
3465,605108,同庆楼,19.38,2.95,1190.0,-0.77,-0.9,2083,0.94,-6.15,4776,-0.26,旅游酒店
3466,300318,博晖创新,6.48,0.37,1701.0,-0.77,-1.56,2424,-1.07,-1.91,2468,0.62,医疗器械
3467,002996,顺博合金,7.76,-10.47,4300.0,-0.77,-1.24,2258,1.57,-2.72,3012,1.57,有色金属
3468,300122,智飞生物,23.28,-2.33,2385.0,-0.77,-8.07,4970,-3.32,-4.69,4192,-7.1,生物制品
3469,300473,德尔股份,30.75,-14.79,4932.0,-0.77,-7.1,4768,-0.29,-7.41,5094,-1.6,汽车零部件
3470,002204,大连重工,6.43,-10.86,4372.0,-0.77,0.75,1350,1.42,-0.74,1726,1.9,工程机械
3471,301019,宁波色母,17.94,-13.33,4750.0,-0.77,-5.08,3917,1.76,-3.54,3387,5.72,塑料制品
3472,600734,实达集团,3.88,-29.73,5493.0,-0.77,-20.28,5491,-2.02,-20.94,5500,-6.05,互联网服务
3473,300501,海顺新材,16.65,-11.47,4471.0,-0.77,-9.84,5209,-0.89,-6.53,4884,0.85,包装材料
3474,688269,凯立新材,39.78,-6.31,3363.0,-0.77,0.32,1530,1.53,-4.62,4170,14.61,化学制品
3475,300131,英唐智控,9.0,-6.2,3332.0,-0.77,3.56,516,5.51,1.98,538,5.26,消费电子
3476,301215,中汽股份,6.44,-4.89,3003.0,-0.77,-5.85,4405,2.38,-3.54,3587,3.21,汽车服务
3477,603578,三星新材,14.19,-7.07,3565.0,-0.77,-7.45,4847,1.21,-8.37,5251,-1.25,家电行业
3478,301552,科力装备,42.31,-2.1,2335.0,-0.77,0.84,1320,4.31,-1.09,1956,5.8,汽车零部件
3479,688065,凯赛生物,48.69,-0.04,1820.0,-0.77,-2.57,2943,-0.53,-1.36,2111,-0.63,化学制品
3480,688067,爱威科技,28.33,-7.06,3563.0,-0.77,1.24,1158,8.67,1.25,761,15.16,医疗器械
3481,002349,精华制药,7.77,-8.08,3803.0,-0.77,-8.3,5010,-1.89,-3.13,3296,-0.64,中药
3482,002506,协鑫集成,2.57,-12.28,4600.0,-0.77,-3.68,3531,0.0,-5.04,4358,-5.86,光伏设备
3483,603700,宁水集团,12.82,3.18,1147.0,-0.77,-1.45,2369,1.18,-1.05,1929,2.97,仪器仪表
3484,002283,天润工业,6.34,-27.62,5476.0,-0.78,-15.06,5457,-0.94,-12.49,5463,-0.47,汽车零部件
3485,003042,中农联合,17.72,5.14,828.0,-0.78,2.3,808,0.28,-0.4,1549,0.97,农药兽药
3486,002823,凯中精密,15.24,-17.56,5184.0,-0.78,-5.11,4162,0.86,-3.47,3539,2.08,电机
3487,301386,未来电器,24.05,-15.24,4981.0,-0.78,-3.72,3545,1.86,-2.01,2542,4.84,电源设备
3488,002137,实益达,8.86,-14.77,4930.0,-0.78,-8.95,5109,-1.12,-6.99,5007,-1.12,电子元件
3489,002226,江南化工,6.37,-9.77,4192.0,-0.78,-0.91,1952,2.41,-1.82,2253,1.11,化学制品
3490,002725,跃岭股份,13.98,-9.09,4036.0,-0.78,-1.71,2497,2.49,-4.79,4245,0.79,汽车零部件
3491,603598,引力传媒,17.9,-10.06,4233.0,-0.78,-9.22,4881,-2.98,-2.23,2526,-0.94,文化传媒
3492,600456,宝钛股份,31.8,-8.17,3820.0,-0.78,-1.05,2167,0.95,-3.03,3236,-0.78,小金属
3493,600889,南京化纤,15.26,-5.97,3283.0,-0.78,-1.93,2611,-0.84,-1.37,2116,1.33,化纤行业
3494,688469,芯联集成-U,5.1,-5.96,3282.0,-0.78,-6.94,4721,-1.35,-6.59,4898,-1.35,半导体
3495,600726,华电能源,2.56,-0.64,1971.0,-0.78,-3.38,3379,-0.78,-5.1,4395,-0.78,电力行业
3496,603668,天马科技,14.01,-6.9,3510.0,-0.78,-8.94,5108,0.65,-3.37,3465,7.6,农牧饲渔
3497,002899,英派斯,22.85,-10.39,4290.0,-0.78,1.36,1113,1.11,-5.74,4642,-5.11,家用轻工
3498,600609,金杯汽车,5.01,-25.82,5458.0,-0.79,-11.35,5332,-1.38,-11.31,5437,-2.34,汽车零部件
3499,603262,技源集团,30.22,-12.18,4583.0,-0.79,-10.73,5289,-1.66,-5.81,4674,-5.5,食品饮料
3500,002427,尤夫股份,7.58,-3.17,2575.0,-0.79,-4.2,3797,-2.7,-1.55,2233,-0.39,化纤行业
3501,603268,*ST松发,52.93,-3.75,2736.0,-0.79,-0.57,1929,13.78,-4.07,3903,14.29,船舶制造
3502,300100,双林股份,46.52,-10.16,4243.0,-0.79,-1.12,2069,3.22,-2.05,2411,3.26,汽车零部件
3503,688600,皖仪科技,23.99,-5.97,3284.0,-0.79,-0.14,1739,0.84,-0.68,1704,4.3,仪器仪表
3504,603180,金牌家居,21.25,-3.85,2757.0,-0.79,14.54,14,2.02,13.9,4,5.56,装修建材
3505,600537,亿晶光电,3.75,-26.31,5465.0,-0.79,-7.5,4861,0.81,-9.44,5341,-8.54,光伏设备
3506,300444,双杰电气,7.51,-6.51,3410.0,-0.79,-5.69,4353,0.13,-3.42,3503,1.35,电网设备
3507,002730,电光科技,17.52,-11.95,4555.0,-0.79,-10.48,5272,-1.9,-8.53,5270,-2.77,专用设备
3508,603639,海利尔,15.0,-14.65,4917.0,-0.79,-6.5,4605,-0.33,-2.57,2903,1.35,农药兽药
3509,688248,南网科技,33.93,-4.53,2796.0,-0.79,-0.94,1976,1.07,-4.46,3865,-0.5,电网设备
3510,000915,华特达因,34.04,-9.27,4076.0,-0.79,2.1,865,-2.27,0.98,859,2.87,化学制药
3511,688073,毕得医药,57.4,-11.32,4451.0,-0.8,-12.28,5392,-5.23,-8.11,5214,-6.64,生物制品
3512,301041,金百泽,27.38,-3.82,2751.0,-0.8,-2.81,3090,0.92,-3.87,3792,1.9,电子元件
3513,002021,中捷资源,2.47,15.22,100.0,-0.8,-0.19,1759,2.92,-2.43,2830,2.49,专用设备
3514,000049,德赛电池,23.65,-1.62,2213.0,-0.8,-6.12,4494,1.81,-4.24,3988,1.07,电池
3515,002753,永东股份,7.45,-15.57,5016.0,-0.8,-8.43,5032,0.68,-4.16,3945,2.62,橡胶制品
3516,002865,钧达股份,43.26,-8.55,3910.0,-0.8,-2.63,2976,-0.67,-6.61,4907,-6.32,光伏设备
3517,603233,大参林,17.28,-2.45,2414.0,-0.8,-0.28,1800,-2.92,-1.11,1965,-0.69,医药商业
3518,300248,新开普,14.82,-18.33,5242.0,-0.8,-7.22,4799,-2.37,-4.22,3972,-1.72,互联网服务
3519,603351,威尔药业,32.26,-4.96,3022.0,-0.8,-0.24,1784,1.26,1.18,782,7.86,化学制药
3520,002056,横店东磁,16.03,-19.19,5291.0,-0.8,-3.55,3475,1.65,-8.24,5231,-0.8,光伏设备
3521,300601,康泰生物,17.45,-11.48,4476.0,-0.8,-9.72,5197,-2.79,-4.5,4114,-1.63,生物制品
3522,603165,荣晟环保,12.37,-11.59,4498.0,-0.8,-0.42,1863,0.57,-1.06,1935,-0.08,造纸印刷
3523,688353,华盛锂电,34.55,-7.82,3750.0,-0.8,-2.24,2787,-4.29,-0.42,1562,2.01,化学制品
3524,002678,珠江钢琴,4.98,-1.2,2099.0,-0.8,-1.36,2312,-0.6,-1.3,2074,0.61,家用轻工
3525,002217,合力泰,2.47,-6.24,3341.0,-0.8,-2.77,3057,1.23,-3.07,3258,-0.4,光学光电子
3526,000880,潍柴重机,46.04,-0.95,2042.0,-0.8,2.48,766,7.54,-2.11,2625,-1.79,通用设备
3527,002806,华锋股份,12.46,-6.92,3520.0,-0.8,-1.59,2444,0.32,-2.61,2937,0.81,汽车零部件
3528,002163,海南发展,9.95,-9.57,4152.0,-0.8,-7.07,4755,-0.7,-7.02,5014,-6.13,玻璃玻纤
3529,600699,均胜电子,18.62,-9.52,4137.0,-0.8,-5.89,4418,-2.0,-2.61,2933,1.64,汽车零部件
3530,688188,柏楚电子,130.6,5.45,793.0,-0.8,1.64,1009,-3.97,1.02,846,-2.72,软件开发
3531,600436,片仔癀,201.2,-1.84,2271.0,-0.8,0.28,1556,-0.18,1.97,544,-0.47,中药
3532,300854,中兰环保,17.36,-8.65,3935.0,-0.8,-0.34,1826,0.81,-0.54,1631,-3.88,环保行业
3533,603920,世运电路,33.63,-4.44,2771.0,-0.8,0.06,1534,2.91,-3.74,3718,-5.24,电子元件
3534,603633,徕木股份,9.9,-13.58,4791.0,-0.8,-6.15,4265,-3.88,-1.39,1994,2.8,汽车零部件
3535,002150,通润装备,12.45,-8.32,3857.0,-0.8,-2.59,2955,-0.72,-0.25,1459,4.71,光伏设备
3536,000897,津滨发展,2.46,8.06,497.0,-0.81,0.8,1339,6.49,-1.3,2068,3.8,房地产开发
3537,002084,海鸥住工,3.66,-3.86,2759.0,-0.81,-3.23,3299,0.55,-6.05,4744,2.81,装修装饰
3538,300397,天和防务,14.62,-0.79,2002.0,-0.81,-2.63,2971,-1.08,-1.52,2221,3.98,通信设备
3539,600976,健民集团,41.8,-8.81,3976.0,-0.81,-1.57,2434,-0.74,1.17,789,1.83,中药
3540,002682,龙洲股份,4.9,-12.7,4659.0,-0.81,-3.13,3241,-0.41,-1.46,2181,2.3,物流行业
3541,002876,三利谱,26.8,-10.78,4359.0,-0.81,-10.7,5285,-2.05,-3.3,3419,1.25,光学光电子
3542,688507,索辰科技,105.33,-14.03,4849.0,-0.81,-3.48,3445,4.91,-2.15,2648,22.88,软件开发
3543,002540,亚太科技,6.09,-18.65,5266.0,-0.81,-7.9,4940,0.83,-2.75,3037,2.01,有色金属
3544,603966,法兰泰克,11.07,-17.78,5204.0,-0.81,-5.59,4324,1.0,-6.19,4791,-2.38,专用设备
3545,603060,国检集团,7.34,-11.21,4435.0,-0.81,-1.99,2654,2.95,-0.27,1469,3.82,专业服务
3546,601999,出版传媒,7.36,-3.49,2664.0,-0.81,-3.26,3317,-0.54,-1.79,2390,1.94,文化传媒
3547,300669,沪宁股份,32.02,-0.5,1941.0,-0.81,-0.21,1770,12.67,-0.05,1349,9.1,专用设备
3548,600691,阳煤化工,2.44,-3.44,2649.0,-0.81,-3.61,3501,-0.81,-3.53,3576,-2.79,化肥行业
3549,002567,唐人神,4.89,-3.23,2595.0,-0.81,-1.45,2361,1.03,-2.05,2562,-0.41,农牧饲渔
