日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-03-07,8.13,-0.49,19493553.0,2.05,-30497503.0,-3.2,49991056.0,5.25,24788896.0,2.6,-44282438.0,-4.65
2025-03-10,7.87,-3.2,102605796.0,8.4,53648796.0,4.39,48957000.0,4.01,-45076592.0,-3.69,-57529200.0,-4.71
2025-03-11,7.95,1.02,87351382.0,9.79,-1417597.0,-0.16,88768979.0,9.95,-52756917.0,-5.91,-34594474.0,-3.88
2025-03-12,7.84,-1.38,-15486515.0,-1.19,22907005.0,1.77,-38393520.0,-2.96,-43331888.0,-3.34,58818416.0,4.54
2025-03-13,7.74,-1.28,-25143976.0,-2.8,25107747.0,2.8,-50251723.0,-5.59,-28267685.0,-3.15,53411664.0,5.95
2025-03-14,7.73,-0.13,-110404254.0,-8.87,-109257374.0,-8.78,-1146880.0,-0.09,37243616.0,2.99,73160640.0,5.88
2025-03-17,7.72,-0.13,68284230.0,8.4,36818911.0,4.53,31465319.0,3.87,-3820189.0,-0.47,-64464033.0,-7.93
2025-03-18,7.77,0.65,150549973.0,15.44,100329708.0,10.29,50220265.0,5.15,-58009061.0,-5.95,-92540910.0,-9.49
2025-03-19,7.55,-2.83,-253888733.0,-20.86,-124824315.0,-10.26,-129064418.0,-10.6,71222832.0,5.85,182665904.0,15.01
2025-03-20,7.42,-1.72,-51785605.0,-5.64,-49498739.0,-5.39,-2286866.0,-0.25,11556173.0,1.26,40229440.0,4.38
2025-03-21,7.43,0.13,13771569.0,1.57,4106966.0,0.47,9664603.0,1.1,-3197361.0,-0.36,-10574209.0,-1.2
2025-03-24,7.52,1.21,-15373057.0,-1.57,-16456665.0,-1.68,1083608.0,0.11,-75433017.0,-7.71,90806064.0,9.28
2025-03-25,7.48,-0.53,-6373139.0,-0.9,18026728.0,2.56,-24399867.0,-3.46,30142268.0,4.28,-23769130.0,-3.37
2025-03-26,7.56,1.07,22388889.0,2.26,71740187.0,7.25,-49351298.0,-4.99,-50237152.0,-5.08,27848256.0,2.82
2025-03-27,7.62,0.79,104101564.0,11.23,26015115.0,2.81,78086449.0,8.42,-58444175.0,-6.3,-45657392.0,-4.92
2025-03-28,7.63,0.13,7020589.0,1.14,-7727073.0,-1.25,14747662.0,2.39,10304691.0,1.67,-17325280.0,-2.81
2025-03-31,7.76,1.7,99055332.0,8.58,30356514.0,2.63,68698818.0,5.95,-29586544.0,-2.56,-69468784.0,-6.01
2025-04-01,7.72,-0.52,-11818033.0,-1.54,8055490.0,1.05,-19873523.0,-2.59,-13645636.0,-1.78,25463669.0,3.32
2025-04-02,7.79,0.91,3565483.0,0.57,-8859615.0,-1.41,12425098.0,1.98,-22161904.0,-3.53,18596421.0,2.96
2025-04-03,7.94,1.93,41987728.0,4.43,67655268.0,7.14,-25667540.0,-2.71,20249840.0,2.14,-62237581.0,-6.57
2025-04-07,7.78,-2.02,-229639604.0,-11.52,-183662020.0,-9.21,-45977584.0,-2.31,85162816.0,4.27,144476800.0,7.25
2025-04-08,8.13,4.5,193350846.0,9.76,40767742.0,2.06,152583104.0,7.7,-14019408.0,-0.71,-179331424.0,-9.05
2025-04-09,8.21,0.98,44866736.0,2.37,105299280.0,5.56,-60432544.0,-3.19,90681072.0,4.79,-135547824.0,-7.16
2025-04-10,8.09,-1.46,2570672.0,0.13,-62586608.0,-3.05,65157280.0,3.18,57966096.0,2.83,-60536768.0,-2.95
2025-04-11,7.84,-3.09,82803015.0,6.16,-3505193.0,-0.26,86308208.0,6.42,-61886688.0,-4.6,-20916336.0,-1.55
2025-04-14,7.8,-0.51,5093942.0,0.46,-89396167.0,-8.16,94490109.0,8.62,16931872.0,1.54,-22025808.0,-2.01
2025-04-15,7.89,1.15,91736117.0,8.56,19631232.0,1.83,72104885.0,6.73,-24901072.0,-2.32,-66835061.0,-6.24
2025-04-16,8.03,1.77,68684191.0,4.84,135501258.0,9.54,-66817067.0,-4.7,52428096.0,3.69,-121112288.0,-8.53
2025-04-17,7.97,-0.75,27521188.0,2.75,-8049427.0,-0.8,35570615.0,3.55,-26794976.0,-2.67,-726223.0,-0.07
2025-04-18,7.88,-1.13,40740449.0,7.2,49794729.0,8.81,-9054280.0,-1.6,-34149032.0,-6.04,-6591417.0,-1.17
2025-04-21,7.84,-0.51,-1575254.0,-0.26,16927692.0,2.82,-18502946.0,-3.08,-52108054.0,-8.68,53683308.0,8.94
2025-04-22,7.78,-0.77,16955364.0,2.03,35331767.0,4.23,-18376403.0,-2.2,-63072307.0,-7.54,46116948.0,5.52
2025-04-23,7.67,-1.41,-64852459.0,-6.91,-28940965.0,-3.08,-35911494.0,-3.82,-55613433.0,-5.92,120465897.0,12.83
2025-04-24,7.68,0.13,-4154763.0,-0.67,-19004938.0,-3.07,14850175.0,2.4,-46517355.0,-7.52,50672119.0,8.19
2025-04-25,7.61,-0.91,-87874039.0,-12.85,-66173806.0,-9.68,-21700233.0,-3.17,-10959127.0,-1.6,98833166.0,14.46
2025-04-28,7.67,0.79,97691149.0,10.47,-4043250.0,-0.43,101734399.0,10.9,-46800538.0,-5.02,-50890618.0,-5.45
2025-04-29,7.64,-0.39,21193239.0,3.42,-33849720.0,-5.47,55042959.0,8.89,-19289084.0,-3.12,-1904155.0,-0.31
2025-04-30,7.6,-0.52,-38925482.0,-7.22,-46943368.0,-8.71,8017886.0,1.49,-17739382.0,-3.29,56664866.0,10.51
2025-05-06,7.69,1.18,-23995851.0,-2.36,-16598103.0,-1.64,-7397748.0,-0.73,-15756928.0,-1.55,39752768.0,3.92
2025-05-07,7.82,1.69,114708494.0,10.05,22605755.0,1.98,92102739.0,8.07,-56807792.0,-4.98,-57900704.0,-5.07
2025-05-08,7.72,-1.28,-54327315.0,-8.06,-43621324.0,-6.47,-10705991.0,-1.59,14258441.0,2.12,40068875.0,5.95
2025-05-09,7.72,0.0,35380449.0,5.25,36663132.0,5.44,-1282683.0,-0.19,-37297523.0,-5.54,1917075.0,0.28
2025-05-12,7.71,-0.13,-21698448.0,-2.87,-35575031.0,-4.71,13876583.0,1.84,-40098130.0,-5.31,61796578.0,8.18
2025-05-13,7.67,-0.52,-19136920.0,-3.28,-39848174.0,-6.83,20711254.0,3.55,-13207265.0,-2.26,32344185.0,5.55
2025-05-14,7.78,1.43,69875375.0,7.88,125481382.0,14.16,-55606007.0,-6.27,-81999822.0,-9.25,12124441.0,1.37
2025-05-15,7.83,0.64,69320395.0,9.39,-14237320.0,-1.93,83557715.0,11.32,-42580049.0,-5.77,-26740347.0,-3.62
2025-05-16,7.73,-1.28,-16932181.0,-1.51,-77230020.0,-6.91,60297839.0,5.39,43680816.0,3.91,-26748640.0,-2.39
2025-05-19,7.68,-0.65,123058533.0,21.36,35320373.0,6.13,87738160.0,15.23,-44629644.0,-7.75,-78428889.0,-13.61
2025-05-20,7.77,1.17,50093460.0,4.07,39642660.0,3.22,10450800.0,0.85,-41790576.0,-3.4,-8302896.0,-0.67
2025-05-21,7.83,0.77,31509051.0,4.71,8988973.0,1.34,22520078.0,3.37,-63716731.0,-9.53,32207680.0,4.81
2025-05-22,7.81,-0.26,3683059.0,0.97,-4971313.0,-1.31,8654372.0,2.29,-44393415.0,-11.73,40710357.0,10.76
2025-05-23,7.83,0.26,56170884.0,8.38,8027880.0,1.2,48143004.0,7.18,-62438391.0,-9.31,6267507.0,0.93
2025-05-26,7.76,-0.89,-18019419.0,-3.65,-24047900.0,-4.87,6028481.0,1.22,-16676483.0,-3.38,34695902.0,7.03
2025-05-27,7.84,1.03,8690457.0,1.44,-1021485.0,-0.17,9711942.0,1.61,-29088765.0,-4.83,20398308.0,3.39
2025-05-28,7.82,-0.26,-54017598.0,-7.08,-45117467.0,-5.91,-8900131.0,-1.17,-33526683.0,-4.39,87544281.0,11.47
2025-05-29,7.95,1.66,88842265.0,8.63,-34725340.0,-3.37,123567605.0,12.0,-137024480.0,-13.31,48182227.0,4.68
2025-05-30,7.94,-0.13,-133970152.0,-18.86,-69495455.0,-9.78,-64474697.0,-9.08,35006400.0,4.93,98963760.0,13.93
2025-06-03,7.86,-1.01,-108936268.0,-17.2,-27244647.0,-4.3,-81691621.0,-12.9,35167548.0,5.55,73768721.0,11.65
2025-06-04,7.8,-0.76,-47198603.0,-6.91,-24148106.0,-3.54,-23050497.0,-3.38,47578771.0,6.97,-380168.0,-0.06
2025-06-05,7.87,0.9,70168001.0,9.16,-24571202.0,-3.21,94739203.0,12.37,-26823552.0,-3.5,-43344449.0,-5.66
2025-06-06,7.93,0.76,9259304.0,1.41,-26555481.0,-4.04,35814785.0,5.45,11998625.0,1.83,-21257930.0,-3.23
2025-06-09,7.91,-0.25,-5376868.0,-0.95,-16586.0,-0.0,-5360282.0,-0.94,22763266.0,4.0,-17386398.0,-3.06
2025-06-10,7.79,-1.52,-52476128.0,-6.42,675200.0,0.08,-53151328.0,-6.5,34980272.0,4.28,17495855.0,2.14
2025-06-11,7.76,-0.39,-56004321.0,-9.04,-42276320.0,-6.83,-13728001.0,-2.22,8755890.0,1.41,47248431.0,7.63
2025-06-12,7.62,-1.8,-90626168.0,-9.65,-86858169.0,-9.25,-3767999.0,-0.4,51917869.0,5.53,38708304.0,4.12
2025-06-13,7.67,0.66,83256359.0,7.92,44336791.0,4.22,38919568.0,3.7,-45805905.0,-4.36,-37450454.0,-3.56
2025-06-16,7.75,1.04,75299489.0,10.08,-17314646.0,-2.32,92614135.0,12.4,-80476918.0,-10.77,5177428.0,0.69
2025-06-17,7.76,0.13,44823064.0,9.09,-2420163.0,-0.49,47243227.0,9.58,-100548646.0,-20.38,55725582.0,11.3
2025-06-18,7.81,0.64,29854859.0,5.58,-16742525.0,-3.13,46597384.0,8.7,-41462152.0,-7.74,11607294.0,2.17
2025-06-19,7.84,0.38,96304064.0,12.35,-7053667.0,-0.9,103357731.0,13.26,-48271377.0,-6.19,-48032687.0,-6.16
2025-06-20,7.9,0.77,29113000.0,5.15,35764954.0,6.33,-6651954.0,-1.18,-23309542.0,-4.13,-5803457.0,-1.03
2025-06-23,7.86,-0.51,-10594326.0,-2.48,-3586307.0,-0.84,-7008019.0,-1.64,5322952.0,1.25,5271374.0,1.24
2025-06-24,7.91,0.64,-60393076.0,-9.98,-50857639.0,-8.4,-9535437.0,-1.58,19649109.0,3.25,40743968.0,6.73
2025-06-25,7.88,-0.38,-60035341.0,-11.19,-67294955.0,-12.54,7259614.0,1.35,24539177.0,4.57,35496163.0,6.62
2025-06-26,7.83,-0.63,-19829380.0,-3.11,634208.0,0.1,-20463588.0,-3.21,12342965.0,1.94,7486415.0,1.17
2025-06-27,7.75,-1.02,-89104958.0,-13.72,-32766186.0,-5.05,-56338772.0,-8.68,39403202.0,6.07,49701757.0,7.65
2025-06-30,7.75,0.0,-48187410.0,-6.72,-75455589.0,-10.52,27268179.0,3.8,50574214.0,7.05,-2386805.0,-0.33
2025-07-01,7.74,-0.13,-9826888.0,-2.04,18895032.0,3.93,-28721920.0,-5.97,9572022.0,1.99,254866.0,0.05
2025-07-02,7.73,-0.13,51873027.0,11.14,853829.0,0.18,51019198.0,10.95,-72200259.0,-15.5,20327231.0,4.36
2025-07-03,7.68,-0.65,31581566.0,5.15,-24715000.0,-4.03,56296566.0,9.18,-114413842.0,-18.65,82832273.0,13.5
2025-07-04,7.7,0.26,34876784.0,5.52,33764758.0,5.34,1112026.0,0.18,-55700218.0,-8.81,20823436.0,3.29
2025-07-07,7.65,-0.65,38268394.0,6.65,12150559.0,2.11,26117835.0,4.54,-62242407.0,-10.82,23974013.0,4.17
2025-07-08,7.63,-0.26,-58410748.0,-8.53,-50600162.0,-7.39,-7810586.0,-1.14,27601355.0,4.03,30809391.0,4.5
2025-07-09,7.69,0.79,39973801.0,3.71,-8015765.0,-0.74,47989566.0,4.45,-21674256.0,-2.01,-18299536.0,-1.7
2025-07-10,7.69,0.0,66229310.0,9.18,60593152.0,8.4,5636158.0,0.78,-54267994.0,-7.52,-11961316.0,-1.66
2025-07-11,7.52,-2.21,-186671722.0,-13.33,36642086.0,2.62,-223313808.0,-15.94,-25354608.0,-1.81,212026345.0,15.13
2025-07-14,7.63,1.46,58740726.0,5.52,-65268575.0,-6.13,124009301.0,11.65,-104389812.0,-9.81,45649104.0,4.29
2025-07-15,7.67,0.52,-956321.0,-0.15,-11588708.0,-1.81,10632387.0,1.66,10131989.0,1.58,-9175669.0,-1.43
2025-07-16,7.64,-0.39,21898102.0,5.55,5699545.0,1.44,16198557.0,4.1,-4188100.0,-1.06,-17710000.0,-4.49
2025-07-17,7.58,-0.79,11186242.0,0.89,-6672414.0,-0.53,17858656.0,1.42,-60295552.0,-4.8,49109328.0,3.91
2025-07-18,7.62,0.53,139405867.0,14.3,81829618.0,8.39,57576249.0,5.91,-92059247.0,-9.44,-47346610.0,-4.86
2025-07-21,7.59,-0.39,2258478.0,0.31,45626665.0,6.2,-43368187.0,-5.89,-45984463.0,-6.25,43725984.0,5.94
2025-07-22,7.58,-0.13,48756583.0,5.75,99168204.0,11.7,-50411621.0,-5.95,-53683959.0,-6.33,4927376.0,0.58
2025-07-23,7.58,0.0,-36905561.0,-3.83,11015678.0,1.14,-47921239.0,-4.97,-22074963.0,-2.29,58980525.0,6.12
2025-07-24,7.54,-0.53,23834300.0,2.35,31740905.0,3.13,-7906605.0,-0.78,-32104512.0,-3.17,8270224.0,0.82
2025-07-25,7.38,-2.12,-369123328.0,-19.19,-133485744.0,-6.94,-235637584.0,-12.25,69008784.0,3.59,300114544.0,15.6
2025-07-28,7.3,-1.08,-16997944.0,-1.36,47735976.0,3.83,-64733920.0,-5.19,-36735232.0,-2.95,53733168.0,4.31
2025-07-29,7.39,1.23,126207793.0,9.92,-36774783.0,-2.89,162982576.0,12.81,-110967232.0,-8.72,-15240576.0,-1.2
2025-07-30,7.49,1.35,146091521.0,14.25,-29662067.0,-2.89,175753588.0,17.15,-95302841.0,-9.3,-50788679.0,-4.95
2025-07-31,7.49,0.0,192319290.0,17.71,-38877718.0,-3.58,231197008.0,21.28,-134983277.0,-12.43,-57335999.0,-5.28
2025-08-01,7.45,-0.53,21896274.0,2.53,92708673.0,10.71,-70812399.0,-8.18,-14921400.0,-1.72,-6974873.0,-0.81
2025-08-04,7.4,-0.67,18691022.0,3.04,53452098.0,8.7,-34761076.0,-5.66,691925.0,0.11,-19382947.0,-3.16
2025-08-05,7.41,0.14,82470844.0,12.85,104379396.0,16.27,-21908552.0,-3.41,-57296165.0,-8.93,-25174679.0,-3.92
2025-08-06,7.35,-0.81,-24790100.0,-2.57,-6565087.0,-0.68,-18225013.0,-1.89,-16791680.0,-1.74,41581776.0,4.32
2025-08-07,7.3,-0.68,-99518479.0,-9.91,40473814.0,4.03,-139992293.0,-13.94,88028645.0,8.77,11489840.0,1.14
2025-08-08,7.38,1.1,7095435.0,0.77,24115241.0,2.61,-17019806.0,-1.84,-39389803.0,-4.26,32294368.0,3.49
2025-08-11,7.38,0.0,1728340.0,0.21,-11441090.0,-1.37,13169430.0,1.57,-55196977.0,-6.59,53468641.0,6.38
2025-08-12,7.37,-0.14,-46384358.0,-7.81,21848011.0,3.68,-68232369.0,-11.5,-32543799.0,-5.48,78928156.0,13.3
