序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1368,600280,中央商场,3.5,0.57,0.02,259983.0,91181903.0,2.01,3.55,3.48,3.48,3.48,2.01,2.3,524.36,5.88,3949171758.0,3949171758.0,0.0,0.29,0.0,-14.84
1369,600012,皖通高速,15.9,0.57,0.09,27647.0,43962002.0,1.01,15.96,15.8,15.83,15.81,0.64,0.24,12.32,2.25,27166611035.0,18533040000.0,0.0,0.0,-6.25,-6.74
1370,300286,安科瑞,22.99,0.57,0.13,31309.0,71716980.52,1.4,23.05,22.73,22.91,22.86,1.29,1.78,27.63,2.69,5765539218.0,4040743068.0,0.09,0.09,5.94,13.53
1371,600986,浙文互联,8.89,0.57,0.05,522843.0,461994895.0,2.15,8.93,8.74,8.81,8.84,0.85,3.52,30.06,2.54,13222755411.0,13222755411.0,0.11,0.0,8.95,48.66
1372,603155,新亚强,16.1,0.56,0.09,79566.0,127661852.0,2.62,16.25,15.83,16.06,16.01,1.95,2.52,41.21,2.34,5084167480.0,5084167480.0,0.25,0.31,20.87,23.37
1373,002109,兴化股份,3.6,0.56,0.02,114158.0,40926712.44,1.4,3.6,3.55,3.58,3.58,0.83,0.89,-12.03,1.04,4594571464.0,4594571464.0,0.28,0.28,2.86,13.56
1374,002939,长城证券,9.05,0.56,0.05,296267.0,267259527.34,1.44,9.08,8.95,9.0,9.0,1.15,0.85,15.08,1.21,36511563952.0,31562987761.0,-0.11,0.0,14.85,11.59
1375,300332,天壕能源,5.41,0.56,0.03,307938.0,166852568.33,2.79,5.49,5.34,5.38,5.38,1.16,3.71,18.94,1.11,4680280178.0,4488326075.0,-0.18,-0.18,15.85,-6.56
1376,002011,盾安环境,12.49,0.56,0.07,157908.0,197846721.75,1.93,12.65,12.41,12.51,12.42,0.94,1.72,15.3,2.32,13307297913.0,11444732883.0,0.0,0.08,7.77,15.54
1377,002922,伊戈尔,17.88,0.56,0.1,173031.0,310255547.87,3.15,18.27,17.71,17.86,17.78,1.01,4.62,41.87,2.24,7036480735.0,6698326826.0,-0.06,0.22,14.47,2.05
1378,002286,保龄宝,10.73,0.56,0.06,109532.0,117669611.36,1.87,10.86,10.66,10.68,10.67,1.2,2.96,20.25,1.94,4078659487.0,3965294355.0,0.09,0.0,0.09,46.58
1379,600050,中国联通,5.39,0.56,0.03,2575618.0,1386961329.0,1.12,5.41,5.35,5.36,5.36,1.14,0.84,13.27,0.99,168515252513.0,165833192825.0,0.19,0.19,0.56,2.67
1380,832662,方盛股份,34.02,0.56,0.19,88494.0,296655587.64,10.79,35.05,31.4,32.88,33.83,0.9,36.0,106.15,6.68,2978451068.0,836234972.0,0.06,0.12,33.52,71.56
1381,300820,英杰电气,50.0,0.56,0.28,30704.0,153179360.97,2.98,50.68,49.2,49.78,49.72,1.26,2.76,54.86,4.68,11080949400.0,5553033800.0,0.0,0.0,6.43,-8.84
1382,001299,美能能源,12.7,0.55,0.07,31917.0,40540037.9,1.27,12.8,12.64,12.65,12.63,0.65,4.88,29.07,2.61,3081510296.0,830961902.0,0.0,0.0,15.66,40.95
1383,603501,豪威集团,120.56,0.55,0.66,171989.0,2067218209.0,1.28,120.99,119.45,119.9,119.9,1.36,1.43,41.98,5.88,145396636128.0,145396636128.0,0.0,0.12,-5.81,15.71
1384,002482,广田集团,1.82,0.55,0.01,402006.0,73057032.78,2.21,1.84,1.8,1.83,1.81,1.19,1.07,-41.67,12.78,6826751501.0,6813551838.0,0.0,0.55,-2.15,-15.74
1385,600460,士兰微,27.19,0.55,0.15,600624.0,1624636512.0,2.81,27.45,26.69,27.02,27.04,1.02,3.61,76.14,3.68,45246113466.0,45246113466.0,-0.04,0.18,11.07,4.66
1386,688335,复洁环保,14.53,0.55,0.08,16080.0,23320734.0,2.84,14.72,14.31,14.57,14.45,0.95,1.09,-511.3,1.89,2150942622.0,2150942622.0,0.0,0.07,24.4,76.55
1387,000563,陕国投Ａ,3.65,0.55,0.02,662714.0,241717631.14,1.38,3.67,3.62,3.64,3.63,1.31,1.3,12.86,1.02,18665991807.0,18665991807.0,0.0,0.0,9.61,3.99
1388,300635,中达安,14.59,0.55,0.08,47707.0,69172725.68,2.27,14.69,14.36,14.5,14.51,0.7,3.98,-192.17,5.49,2044555060.0,1747298867.0,0.0,-0.14,42.48,49.03
1389,600482,中国动力,23.74,0.55,0.13,252883.0,598721979.0,1.36,23.84,23.52,23.65,23.61,0.66,1.12,33.8,1.37,53482940200.0,53482940200.0,0.0,0.08,9.86,-2.22
1390,002127,南极电商,3.65,0.55,0.02,383544.0,139050821.96,1.65,3.65,3.59,3.62,3.63,1.04,1.94,-164.39,2.17,8960276971.0,7231599157.0,0.27,0.0,-26.71,-16.28
1391,688337,普源精电,36.49,0.55,0.2,20727.0,75478048.0,2.56,36.95,36.02,36.17,36.29,0.97,3.05,468.11,2.29,7082856055.0,2477711577.0,0.08,0.05,2.99,-5.47
1392,300032,金龙机电,5.53,0.55,0.03,344587.0,190325504.7,2.36,5.58,5.45,5.51,5.5,1.26,4.29,67.31,6.55,4441527932.0,4441516872.0,0.0,0.0,3.17,22.62
1393,600551,时代出版,9.19,0.55,0.05,171401.0,156331404.0,1.64,9.21,9.06,9.15,9.14,0.81,2.53,26.21,1.1,6231327646.0,6231327646.0,0.11,0.11,22.21,10.59
1394,000719,中原传媒,13.09,0.54,0.07,38904.0,51009523.7,1.23,13.16,13.0,13.02,13.02,0.73,0.58,30.45,1.22,13393737074.0,8732961338.0,-0.15,0.0,10.0,21.65
1395,600744,华银电力,7.51,0.54,0.04,2719059.0,2064068335.0,7.63,7.9,7.33,7.33,7.47,1.26,13.39,50.39,13.35,15253743298.0,15253743298.0,0.13,0.13,53.58,141.48
1396,688458,美芯晟,44.32,0.54,0.24,21670.0,95147343.0,3.09,44.68,43.32,44.08,44.08,1.01,2.55,336.63,2.65,4943303397.0,3770237737.0,-0.14,-0.11,6.46,35.33
1397,600681,百川能源,3.75,0.54,0.02,74970.0,28100014.0,0.8,3.76,3.73,3.74,3.73,0.85,0.56,12.05,1.4,5028205538.0,5024282895.0,0.27,0.27,9.97,11.61
1398,002081,金 螳 螂,3.69,0.54,0.02,131269.0,48331308.92,1.09,3.7,3.66,3.68,3.67,0.72,0.5,11.44,0.72,9798144412.0,9755592211.0,0.0,0.0,5.43,6.34
1399,000960,锡业股份,18.5,0.54,0.1,209763.0,386677832.73,2.28,18.61,18.19,18.4,18.4,0.93,1.27,15.24,1.64,30447336112.0,30447336112.0,0.16,0.16,30.19,34.64
1400,600007,中国国贸,20.54,0.54,0.11,17421.0,35748077.0,0.88,20.6,20.42,20.49,20.43,0.94,0.17,16.6,2.34,20689583248.0,20689583248.0,0.0,0.05,0.24,-12.07
1401,000557,西部创业,5.66,0.53,0.03,126395.0,71470401.01,1.42,5.69,5.61,5.63,5.63,0.99,0.87,31.38,1.35,8254401000.0,8251805681.0,0.0,0.0,6.79,10.12
1402,688567,孚能科技,16.93,0.53,0.09,268070.0,451095627.0,3.68,17.15,16.53,16.84,16.84,0.77,2.19,-33.92,2.12,20690218773.0,20690218773.0,0.0,0.18,29.24,45.95
1403,873152,天宏锂电,21.04,0.53,0.11,106014.0,217835531.27,6.83,21.44,20.01,20.01,20.93,2.12,15.54,178.9,8.3,2159769992.0,1435585269.0,0.0,0.24,12.69,41.02
1404,603508,思维列控,34.37,0.53,0.18,95513.0,329656191.0,2.95,35.06,34.05,34.21,34.19,0.67,2.51,21.59,2.88,13104400337.0,13104400337.0,0.0,0.0,38.87,52.15
1405,300672,国科微,93.61,0.53,0.49,120622.0,1134149292.36,3.95,95.59,91.91,93.12,93.12,1.01,5.73,98.66,4.97,20326538306.0,19689708446.0,-0.03,-0.36,32.4,40.87
1406,600109,国金证券,9.48,0.53,0.05,358807.0,339454668.0,0.74,9.49,9.42,9.48,9.43,0.98,0.97,15.1,1.04,35195064155.0,35195064155.0,0.11,0.11,15.19,10.1
1407,002697,红旗连锁,5.73,0.53,0.03,392167.0,224023262.6,1.75,5.78,5.68,5.7,5.7,0.71,3.43,13.88,1.7,7792800000.0,6560291325.0,0.0,-0.17,0.7,-1.21
1408,688533,上声电子,28.55,0.53,0.15,17035.0,48286921.0,1.87,28.67,28.14,28.47,28.4,0.75,1.05,42.54,3.05,4649286190.0,4649286190.0,0.0,0.0,11.74,-16.93
1409,603489,八方股份,28.47,0.53,0.15,24283.0,69020446.0,1.55,28.69,28.25,28.55,28.32,0.91,1.04,76.44,2.52,6679573862.0,6679573862.0,0.07,0.04,2.71,20.03
1410,002430,杭氧股份,22.8,0.53,0.12,50063.0,113711909.82,1.98,22.95,22.5,22.67,22.68,0.8,0.51,24.67,2.37,22306407884.0,22291460774.0,0.04,0.04,14.29,6.05
1411,688486,龙迅股份,64.13,0.52,0.33,21299.0,135828131.0,3.46,64.83,62.62,63.58,63.8,0.75,2.86,74.98,6.04,8550322588.0,4770121251.0,0.02,-0.08,-5.45,7.58
1412,301260,格力博,23.19,0.52,0.12,147073.0,340000553.24,4.2,23.52,22.55,22.97,23.07,1.28,7.19,15.73,2.37,11188179546.0,4740865506.0,0.04,0.0,7.51,75.02
1413,301429,森泰股份,21.09,0.52,0.11,15016.0,31511721.0,2.34,21.31,20.82,21.18,20.98,1.0,3.41,34.11,1.89,2493259800.0,928827495.0,0.19,0.33,20.31,38.75
1414,000990,诚志股份,7.74,0.52,0.04,123557.0,95333607.24,1.04,7.75,7.67,7.75,7.7,0.9,1.02,245.9,0.53,9405938521.0,9405931555.0,0.13,0.13,0.0,0.52
1415,000517,荣安地产,1.95,0.52,0.01,239841.0,46711671.31,2.06,1.97,1.93,1.95,1.94,0.9,0.96,80.35,1.06,6208648846.0,4859373511.0,-0.51,-0.51,1.04,-12.56
1416,688550,瑞联新材,42.47,0.52,0.22,25474.0,107289070.0,2.27,42.61,41.65,42.57,42.25,0.57,1.47,40.39,2.47,7371743203.0,7371743203.0,0.21,0.02,13.62,38.34
1417,688331,荣昌生物,65.73,0.52,0.34,89333.0,580300097.0,4.56,66.47,63.49,65.4,65.39,1.13,5.51,-36.44,20.8,37045969812.0,10662975107.0,0.0,0.02,35.41,118.3
1418,300395,菲利华,75.97,0.52,0.39,175855.0,1330375955.41,3.55,76.93,74.25,75.91,75.58,0.95,3.43,94.39,9.5,39676675118.0,38975875494.0,0.05,0.0,71.3,102.69
1419,001230,劲旅环境,25.85,0.51,0.13,91712.0,240513602.16,6.34,27.0,25.37,25.6,25.72,1.86,16.96,22.25,1.87,3450874107.0,1397908907.0,-0.04,-0.12,40.26,58.98
1420,603027,千禾味业,11.89,0.51,0.06,111776.0,132823901.0,1.44,11.96,11.79,11.8,11.83,1.25,1.16,18.98,3.7,12192970113.0,11429174395.0,0.0,0.08,5.69,2.41
1421,920108,宏海科技,17.75,0.51,0.09,25644.0,45655835.59,2.83,18.12,17.62,17.88,17.66,1.69,7.87,197.94,6.55,3056550000.0,578700588.0,0.57,0.45,-4.77,355.13
1422,603967,中创物流,11.87,0.51,0.06,54882.0,65159343.0,1.19,11.92,11.78,11.81,11.81,0.84,1.58,14.88,1.85,4114933848.0,4114933848.0,0.08,-0.08,-2.06,28.88
1423,603636,南威软件,13.76,0.51,0.07,252994.0,344053058.0,2.92,13.78,13.38,13.69,13.69,0.93,4.36,-57.55,3.43,7985760796.0,7985760796.0,0.07,0.0,14.0,31.05
1424,601799,星宇股份,122.2,0.51,0.62,16897.0,207110746.0,1.89,123.69,121.39,121.58,121.58,0.82,0.59,27.09,3.42,34910025002.0,34910025002.0,0.02,0.06,-11.72,-7.56
1425,600287,江苏舜天,5.86,0.51,0.03,74878.0,43798051.0,2.23,5.92,5.79,5.84,5.83,0.98,1.71,77.77,1.2,2571649128.0,2559624994.0,0.0,0.17,16.5,39.52
1426,002962,五方光电,15.68,0.51,0.08,75013.0,117189559.2,1.41,15.75,15.53,15.72,15.6,1.21,3.59,82.83,2.6,4573312719.0,3280005198.0,0.06,0.19,11.68,-8.78
1427,300619,金银河,27.35,0.51,0.14,119655.0,327024026.66,3.12,27.8,26.95,27.75,27.21,1.48,8.23,-56.43,3.12,4758890646.0,3978441685.0,0.04,0.04,40.11,47.84
1428,002601,龙佰集团,17.74,0.51,0.09,195035.0,346411425.1,2.61,17.96,17.5,17.58,17.65,1.62,0.98,15.42,1.88,42332842361.0,35263851600.0,0.0,0.0,10.12,3.32
1429,600055,万东医疗,17.85,0.51,0.09,90754.0,162881667.0,2.82,18.17,17.67,17.68,17.76,1.35,1.29,89.51,2.66,12549639885.0,12549639885.0,-0.11,0.06,0.9,19.24
1430,605155,西大门,13.7,0.51,0.07,43069.0,58851623.0,2.2,13.8,13.5,13.64,13.63,0.77,2.27,28.45,2.09,2620783970.0,2602102650.0,0.29,0.29,17.19,39.65
1431,301223,中荣股份,17.91,0.51,0.09,20491.0,36603496.5,1.12,17.96,17.76,17.84,17.82,1.2,1.83,21.97,1.19,3458914600.0,2006189725.0,0.0,0.17,15.77,13.71
1432,603690,至纯科技,25.66,0.51,0.13,142147.0,363795852.0,1.72,25.79,25.35,25.53,25.53,1.2,3.71,129.42,2.06,9844321719.0,9826862655.0,0.0,0.0,0.31,2.39
1433,001201,东瑞股份,17.74,0.51,0.09,44733.0,79035015.54,3.0,17.99,17.46,17.65,17.65,1.26,1.91,-205.71,1.35,4573088178.0,4154730973.0,0.11,0.06,20.11,12.14
1434,600571,信雅达,18.18,0.5,0.09,209583.0,380077471.0,1.38,18.25,18.0,18.12,18.09,1.04,4.58,-42.55,7.52,8477666858.0,8321925961.0,-0.05,0.06,18.67,45.32
1435,003012,东鹏控股,6.07,0.5,0.03,63434.0,38446756.0,1.32,6.09,6.01,6.04,6.04,1.13,0.55,-57.66,0.96,7022875629.0,6949451816.0,0.33,0.17,4.66,-4.71
1436,600780,通宝能源,6.07,0.5,0.03,72915.0,44125427.0,0.66,6.07,6.03,6.04,6.04,0.73,0.64,10.33,0.88,6959270315.0,6959270315.0,0.0,0.17,1.34,7.82
1437,002039,黔源电力,15.94,0.5,0.08,27068.0,43066700.6,0.95,15.98,15.83,15.86,15.86,0.82,0.63,26.8,1.7,6815276528.0,6815276528.0,0.0,-0.06,-1.3,4.87
1438,920029,开发科技,94.45,0.5,0.47,14530.0,138287689.84,2.32,95.98,93.8,94.18,93.98,1.32,4.57,16.16,4.26,13117845698.0,3002880396.0,-0.16,-0.23,-10.56,227.04
1439,000159,国际实业,5.99,0.5,0.03,231616.0,138192836.64,1.85,6.02,5.91,5.96,5.96,1.08,4.82,58.12,1.41,2879309098.0,2879230479.0,0.0,0.17,8.32,-0.17
1440,300622,博士眼镜,34.42,0.5,0.17,119128.0,408666299.58,1.75,34.6,34.0,34.43,34.25,1.16,7.7,64.96,9.92,7840941398.0,5325222045.0,0.0,0.06,9.34,-9.94
1441,600758,辽宁能源,4.06,0.5,0.02,157047.0,63730245.0,1.24,4.08,4.03,4.05,4.04,0.99,1.19,14.22,0.95,5367390620.0,5362218180.0,0.0,-0.25,8.85,19.06
1442,600390,五矿资本,6.07,0.5,0.03,474647.0,287642388.0,1.32,6.1,6.02,6.05,6.04,1.15,1.06,25.98,0.58,27303257336.0,27303257336.0,0.0,0.0,12.41,-5.89
1443,603583,捷昌驱动,38.48,0.5,0.19,104910.0,401701087.0,2.56,38.88,37.9,38.36,38.29,0.63,2.74,32.68,3.39,14708862828.0,14708862828.0,0.03,0.16,-0.18,57.64
1444,002357,富临运业,10.19,0.49,0.05,115525.0,118020609.0,3.35,10.39,10.05,10.14,10.14,0.75,3.69,12.07,1.96,3194453277.0,3194338639.0,-0.1,-0.1,26.9,45.57
1445,601099,太平洋,4.07,0.49,0.02,1562794.0,633553503.0,0.99,4.07,4.03,4.05,4.05,1.04,2.29,102.08,2.84,27742407626.0,27742407626.0,0.25,0.0,10.6,-4.46
1446,603817,海峡环保,6.1,0.49,0.03,85071.0,51816754.0,0.99,6.11,6.05,6.07,6.07,1.21,1.49,19.21,1.16,3477512638.0,3477512638.0,0.0,0.0,4.99,9.32
1447,601628,中国人寿,40.68,0.49,0.2,119068.0,484099436.0,1.16,40.85,40.38,40.4,40.48,1.17,0.06,9.98,2.16,1149808199400.0,847101200400.0,0.05,0.02,7.45,-1.9
1448,300908,仲景食品,30.68,0.49,0.15,12678.0,38848582.35,1.05,30.82,30.5,30.61,30.53,0.93,1.03,23.13,2.71,4479280000.0,3791481923.0,0.16,0.1,0.1,2.47
1449,600508,上海能源,12.36,0.49,0.06,34089.0,42150686.0,0.98,12.42,12.3,12.35,12.3,0.99,0.47,21.35,0.7,8932794480.0,8932794480.0,-0.08,-0.08,10.06,-5.14
1450,002546,新联电子,6.12,0.49,0.03,242800.0,148639051.33,2.13,6.2,6.07,6.1,6.09,0.91,3.03,11.89,1.54,5104380468.0,4903540428.0,0.0,0.16,24.39,45.37
1451,301539,宏鑫科技,20.92,0.48,0.1,16071.0,33514542.29,2.4,21.2,20.7,20.81,20.82,0.72,2.14,76.07,4.01,3096160000.0,1570292835.0,0.05,0.0,9.93,13.63
1452,688379,华光新材,49.9,0.48,0.24,72611.0,358096696.0,4.87,50.5,48.08,49.11,49.66,0.95,8.06,11.78,4.2,4495267448.0,4495267448.0,-0.3,-0.14,72.37,147.64
1453,002063,远光软件,6.34,0.48,0.03,466222.0,293035639.65,2.85,6.4,6.22,6.31,6.31,1.06,2.72,321.63,3.33,12078308640.0,10850080462.0,0.0,0.0,9.88,10.65
1454,300349,金卡智能,12.68,0.48,0.06,82916.0,104468407.21,1.9,12.75,12.51,12.6,12.62,1.09,2.24,30.34,1.24,5304515861.0,4694463283.0,-0.08,0.0,8.93,-3.72
1455,600666,奥瑞德,4.18,0.48,0.02,4190929.0,1763149776.0,6.97,4.36,4.07,4.16,4.16,2.06,17.32,-346.6,13.91,11551483684.0,10114567268.0,0.24,0.0,61.39,64.57
1456,603386,骏亚科技,14.64,0.48,0.07,98821.0,143951331.0,2.2,14.72,14.4,14.57,14.57,0.92,3.03,79.1,3.52,4777362278.0,4777362278.0,0.0,0.0,34.07,31.65
1457,601166,兴业银行,22.99,0.48,0.11,598124.0,1382771889.0,1.57,23.25,22.89,22.89,22.88,1.02,0.28,5.11,0.63,486533602330.0,486533602330.0,0.0,0.04,6.14,27.02
1458,002500,山西证券,6.29,0.48,0.03,304274.0,190893767.23,0.96,6.3,6.24,6.27,6.26,1.19,0.85,22.62,1.25,22579663031.0,22579663031.0,0.0,0.16,11.33,0.96
1459,600548,深高速,10.42,0.48,0.05,43297.0,45106055.0,0.87,10.44,10.35,10.36,10.37,1.22,0.3,13.83,1.15,26444460843.0,14934676797.0,-0.19,0.0,-6.55,-21.3
1460,002562,兄弟科技,6.24,0.48,0.03,1491245.0,940372100.12,4.51,6.49,6.21,6.26,6.21,1.11,21.26,79.36,2.12,6637491376.0,4377539606.0,-0.16,0.0,28.66,46.82
1461,002936,郑州银行,2.1,0.48,0.01,824427.0,173124984.99,0.96,2.11,2.09,2.09,2.09,0.87,1.23,4.7,0.43,19093391852.0,14071503058.0,-0.47,-0.47,7.69,0.96
1462,601318,中国平安,58.75,0.48,0.28,426985.0,2507882892.0,1.03,59.07,58.47,58.47,58.47,1.09,0.4,9.9,1.16,1069851283161.0,632306139581.0,0.07,0.09,13.64,15.08
1463,603312,西典新能,46.39,0.48,0.22,21658.0,99948557.0,3.1,46.85,45.42,46.8,46.17,0.81,4.12,26.08,4.58,7496624000.0,2436402800.0,0.02,0.35,24.0,47.13
1464,603679,华体科技,16.76,0.48,0.08,97629.0,163057563.0,2.22,16.88,16.51,16.61,16.68,1.11,5.92,-304.0,3.44,2761813125.0,2761813125.0,0.18,0.24,26.02,27.26
1465,000686,东北证券,8.35,0.48,0.04,209426.0,174505930.86,0.96,8.37,8.29,8.31,8.31,1.1,0.89,24.15,1.03,19542781840.0,19542781840.0,0.12,0.0,13.92,6.78
1466,300380,安硕信息,47.68,0.48,0.23,54483.0,258750966.0,1.58,47.86,47.11,47.3,47.45,1.19,4.28,1001.12,17.58,6600773904.0,6073170530.0,0.06,-0.04,-0.44,1.06
1467,688351,微电生理,23.71,0.47,0.11,60425.0,142417729.0,2.97,23.92,23.22,23.6,23.6,0.92,4.84,156.09,6.33,11157926000.0,2960427779.0,0.13,0.17,15.38,24.53
1468,300711,广哈通信,23.41,0.47,0.11,77267.0,181620284.52,2.53,23.85,23.26,23.6,23.3,0.7,3.11,119.36,8.0,5833083886.0,5815671482.0,0.0,0.0,6.75,2.0
1469,603355,莱克电气,23.64,0.47,0.11,20628.0,48774126.0,1.44,23.79,23.45,23.45,23.53,1.29,0.36,14.87,2.67,13557111123.0,13501734896.0,0.0,0.08,4.28,4.37
1470,000721,西安饮食,8.57,0.47,0.04,98707.0,84467791.9,0.82,8.59,8.52,8.53,8.53,1.31,1.93,-42.07,18.0,4918445620.0,4390927840.0,0.0,0.12,-4.78,-13.96
1471,001389,广合科技,66.25,0.47,0.31,94531.0,621335634.38,1.99,66.34,65.03,65.5,65.94,0.92,6.29,29.3,9.01,28171818750.0,9953570925.0,0.15,0.24,36.4,32.98
1472,002746,仙坛股份,6.48,0.47,0.03,219719.0,143300376.34,3.1,6.65,6.45,6.45,6.45,1.69,3.1,29.03,1.24,5576290951.0,4598701951.0,0.0,0.0,10.39,6.4
1473,601881,中国银河,17.48,0.46,0.08,400996.0,700601899.0,1.15,17.57,17.37,17.44,17.4,0.88,0.55,15.84,1.7,191133351435.0,126614940050.0,0.0,0.11,6.72,16.3
1474,002673,西部证券,8.67,0.46,0.04,739599.0,637462792.02,1.39,8.67,8.55,8.64,8.63,0.68,1.8,33.29,1.35,38751273382.0,35626717251.0,0.0,0.12,15.29,7.57
1475,601139,深圳燃气,6.62,0.46,0.03,108821.0,71845745.0,0.91,6.62,6.56,6.6,6.59,1.0,0.38,14.93,1.21,19044025036.0,19044025036.0,0.0,0.0,3.92,-4.06
1476,300391,*ST长药,4.39,0.46,0.02,82167.0,36070151.5,2.29,4.43,4.33,4.37,4.37,1.1,2.35,-6.32,-3.12,1537975532.0,1537975532.0,0.0,0.0,-6.6,-12.9
1477,600689,上海三毛,13.16,0.46,0.06,34230.0,44926565.0,1.45,13.22,13.03,13.18,13.1,0.47,2.25,175.77,5.72,2645046074.0,2003006522.0,-0.08,0.0,9.21,23.11
1478,688045,必易微,39.1,0.46,0.18,16286.0,63700195.0,2.62,39.73,38.71,38.8,38.92,0.72,4.32,-51.98,2.0,2730658723.0,1473877198.0,-0.26,-0.2,19.75,22.57
1479,300925,法本信息,23.9,0.46,0.11,99204.0,236164269.83,1.3,23.96,23.65,23.94,23.79,0.88,3.0,93.13,4.82,10246143786.0,7900828851.0,-0.04,-0.04,9.63,7.56
1480,603888,新华网,19.45,0.46,0.09,60732.0,117837120.0,1.14,19.47,19.25,19.28,19.36,0.73,0.9,84.87,3.79,13123657368.0,13123657368.0,0.1,0.05,10.26,13.88
1481,688819,天能股份,28.69,0.46,0.13,25970.0,74168821.0,1.4,28.73,28.33,28.56,28.56,1.28,0.27,16.59,1.75,27889549000.0,27889549000.0,0.0,0.03,5.83,7.01
1482,002909,集泰股份,6.53,0.46,0.03,132563.0,86110737.91,1.23,6.53,6.45,6.5,6.5,0.72,3.48,-153.39,2.84,2546700000.0,2484190811.0,0.0,0.15,-13.28,34.09
1483,002788,鹭燕医药,8.76,0.46,0.04,71012.0,62261838.67,1.38,8.82,8.7,8.7,8.72,1.2,1.86,11.93,1.1,3403406607.0,3342695419.0,0.23,0.11,10.75,11.45
1484,300404,博济医药,11.05,0.45,0.05,174570.0,191749188.51,3.36,11.18,10.81,11.0,11.0,0.81,6.22,273.06,4.26,4260334992.0,3100618530.0,0.0,0.18,34.59,26.72
1485,301187,欧圣电气,33.71,0.45,0.15,82971.0,278462194.42,3.49,34.27,33.1,34.01,33.56,0.89,12.41,34.91,6.01,8593809128.0,2253037582.0,-0.18,-0.47,28.91,40.75
1486,600754,锦江酒店,22.4,0.45,0.1,76403.0,170684005.0,0.72,22.41,22.25,22.31,22.3,1.3,0.84,165.99,1.59,23910181210.0,20339420035.0,0.04,0.09,-5.0,-15.41
1487,601375,中原证券,4.49,0.45,0.02,549429.0,246104626.0,1.34,4.51,4.45,4.46,4.47,1.06,1.59,50.62,1.47,20846552303.0,15479363453.0,0.22,0.0,14.83,3.94
1488,600702,舍得酒业,53.5,0.45,0.24,102353.0,551685114.0,3.34,54.85,53.07,53.08,53.26,2.08,3.08,12.87,2.56,17822050594.0,17795110027.0,-0.02,0.13,-1.49,-18.33
1489,002290,禾盛新材,31.08,0.45,0.14,34321.0,106346989.8,2.23,31.33,30.64,31.0,30.94,0.64,1.39,39.75,8.55,7711331216.0,7688895341.0,0.03,0.0,-0.06,81.75
1490,000593,德龙汇能,6.66,0.45,0.03,64780.0,43146033.0,1.96,6.75,6.62,6.66,6.63,1.04,1.81,178.42,2.8,2388482520.0,2387497906.0,0.3,0.3,16.43,22.2
1491,300842,帝科股份,45.2,0.44,0.2,33840.0,151722890.56,2.09,45.3,44.36,45.01,45.0,0.81,2.68,46.26,3.69,6407661294.0,5703702798.0,-0.11,0.07,10.89,11.0
1492,837092,汉鑫科技,42.98,0.44,0.19,12121.0,52118551.32,2.17,43.55,42.62,43.48,42.79,0.61,3.8,-85.17,6.94,2668185506.0,1372338721.0,0.0,0.16,-8.12,22.98
1493,603120,肯特催化,41.45,0.44,0.18,19406.0,80203385.0,1.91,41.64,40.85,41.31,41.27,0.91,8.76,53.36,3.28,3747080000.0,917861422.0,0.02,0.12,7.33,176.33
1494,300926,博俊科技,27.22,0.44,0.12,49769.0,134489695.82,1.81,27.26,26.77,27.11,27.1,1.03,1.76,19.79,4.23,11821895689.0,7711199829.0,-0.04,0.04,3.22,24.52
1495,000505,京粮控股,6.8,0.44,0.03,117335.0,79478015.97,1.03,6.81,6.74,6.78,6.77,1.28,1.88,95.94,1.57,4943261707.0,4233104475.0,0.0,0.15,3.98,10.75
1496,603605,珀莱雅,82.94,0.44,0.36,49942.0,414185785.0,1.24,83.43,82.41,82.81,82.58,1.18,1.26,21.05,6.23,32864779759.0,32794901150.0,0.05,0.16,-14.27,-0.69
1497,000564,供销大集,2.29,0.44,0.01,1788419.0,410325020.96,1.32,2.31,2.28,2.28,2.28,1.18,1.22,-1642.6,2.69,41352965081.0,33697420376.0,-0.43,-0.43,-11.24,-33.62
1498,688097,博众精工,31.8,0.44,0.14,51933.0,165726624.0,3.47,32.49,31.39,31.71,31.66,0.81,1.17,-114.63,3.26,14203398927.0,14151278727.0,0.09,-0.13,27.61,21.79
1499,835368,连城数控,27.64,0.44,0.12,30494.0,84132577.11,1.56,27.76,27.33,27.6,27.52,1.03,1.37,20.39,1.53,6489331362.0,6173936684.0,0.0,0.04,-4.53,-5.44
1500,688150,莱特光电,27.91,0.43,0.12,26482.0,73766270.0,2.63,28.18,27.45,27.79,27.79,1.09,1.48,46.13,6.26,11232032997.0,5005471615.0,-0.07,-0.32,20.2,24.65
1501,603688,石英股份,34.74,0.43,0.15,102925.0,354624726.0,2.14,34.88,34.14,34.59,34.59,1.2,1.9,89.19,3.29,18817903760.0,18817903760.0,0.17,0.23,5.46,21.72
1502,300643,万通智控,25.72,0.43,0.11,71388.0,183535997.0,4.49,26.4,25.25,25.96,25.61,0.7,3.09,40.26,5.13,5947841203.0,5932634665.0,0.04,0.08,34.73,117.97
1503,300058,蓝色光标,6.99,0.43,0.03,1506351.0,1044040060.48,2.59,7.04,6.86,6.94,6.96,0.8,4.4,64.73,3.21,24727301337.0,23957066638.0,0.0,0.29,14.78,5.43
