序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1232,605081,*ST太和,12.59,0.72,0.09,21324.0,26772832.0,1.6,12.67,12.47,12.5,12.5,1.22,1.88,-61.32,1.47,1425780636.0,1425780636.0,0.56,0.32,5.27,20.13
1233,873223,荣亿精密,11.2,0.72,0.08,31028.0,34672699.59,4.5,11.38,10.88,11.12,11.12,1.86,3.8,-115.37,6.81,1761592000.0,913738000.0,-0.36,-0.36,-6.12,16.67
1234,600770,综艺股份,5.7,0.71,0.04,790860.0,461064332.0,6.18,6.03,5.68,5.9,5.66,2.18,6.08,-285.37,2.25,7410000000.0,7410000000.0,0.0,0.0,0.53,36.04
1235,300026,红日药业,4.24,0.71,0.03,1010469.0,431383873.29,4.99,4.41,4.2,4.22,4.21,0.98,3.66,52.78,1.48,12737616509.0,11716914292.0,-0.24,0.0,20.11,12.77
1236,688112,鼎阳科技,42.49,0.71,0.3,20184.0,85181707.0,3.82,43.21,41.6,42.23,42.19,1.05,1.27,41.56,4.53,6764408807.0,6764408807.0,0.12,0.19,18.79,54.4
1237,601988,中国银行,5.66,0.71,0.04,2464795.0,1393801471.0,1.25,5.68,5.61,5.62,5.62,0.91,0.12,8.39,0.71,1823722250867.0,1192932814028.0,0.18,0.0,0.89,7.4
1238,002233,塔牌集团,8.55,0.71,0.06,150863.0,128803067.36,1.65,8.59,8.45,8.5,8.49,0.7,1.27,11.71,0.86,10193951387.0,10187196459.0,0.0,-0.12,12.95,18.26
1239,688001,华兴源创,28.26,0.71,0.2,25511.0,71691649.0,2.21,28.43,27.81,28.07,28.06,1.15,0.57,-103.65,3.81,12586377843.0,12586377843.0,-0.04,0.04,12.46,4.28
1240,002182,宝武镁业,12.7,0.71,0.09,248621.0,313273002.38,2.62,12.74,12.41,12.52,12.61,1.36,2.87,111.73,2.37,12595752723.0,10992008242.0,0.0,0.08,5.92,13.09
1241,002443,金洲管道,7.07,0.71,0.05,176326.0,124621348.26,2.42,7.14,6.97,7.03,7.02,1.11,3.39,35.04,1.08,3680186126.0,3672345864.0,0.0,0.0,19.02,24.47
1242,300685,艾德生物,23.95,0.71,0.17,89274.0,213671944.82,2.1,24.2,23.7,23.79,23.78,1.08,2.29,24.8,4.97,9377290649.0,9330856844.0,0.0,0.0,19.57,6.44
1243,600938,中国海油,26.03,0.7,0.18,278970.0,725274835.0,0.81,26.07,25.86,25.86,25.85,0.98,0.93,8.46,1.58,1237204702204.0,77829700000.0,0.0,0.04,6.33,-9.93
1244,688099,晶晨股份,72.06,0.7,0.5,89996.0,645813759.0,2.53,72.68,70.87,71.56,71.56,1.23,2.14,30.55,4.51,30344557012.0,30344557012.0,0.08,0.03,2.96,4.92
1245,600284,浦东建设,7.18,0.7,0.05,194072.0,139398035.0,1.68,7.24,7.12,7.15,7.13,1.01,2.0,14.59,0.9,6966438080.0,6966438080.0,-0.14,-0.14,1.56,16.37
1246,600578,京能电力,4.29,0.7,0.03,271640.0,116194723.0,0.94,4.3,4.26,4.26,4.26,0.74,0.41,6.75,1.32,28719924154.0,28719924154.0,0.23,0.23,0.23,26.18
1247,688052,纳芯微,173.4,0.7,1.2,17134.0,296829384.0,2.18,174.95,171.2,172.01,172.2,0.86,1.2,-120.35,4.18,24714430282.0,24714430282.0,0.02,-0.16,-3.55,33.08
1248,301099,雅创电子,39.34,0.69,0.27,59031.0,230532634.19,3.53,39.98,38.6,39.76,39.07,1.2,6.57,156.49,4.13,5769831667.0,3531960031.0,0.03,0.05,10.66,22.78
1249,688267,中触媒,30.58,0.69,0.21,29129.0,89245224.0,3.26,31.19,30.2,30.5,30.37,0.77,3.14,21.24,1.92,5388196000.0,2838042922.0,0.07,0.07,23.11,32.04
1250,000968,蓝焰控股,7.27,0.69,0.05,156926.0,114076494.65,0.97,7.29,7.22,7.22,7.22,1.09,1.62,9.52,1.15,7033744338.0,7033744338.0,-0.14,-0.14,10.65,9.82
1251,600841,动力新科,7.25,0.69,0.05,258255.0,185781582.0,3.33,7.3,7.06,7.15,7.2,0.91,2.48,-11.97,3.04,10061707934.0,7561927509.0,0.14,0.0,26.31,43.0
1252,002034,旺能环境,17.54,0.69,0.12,36968.0,64912603.14,1.61,17.68,17.4,17.42,17.42,1.12,0.86,9.48,1.15,7612081763.0,7574304321.0,0.06,0.06,0.34,15.32
1253,301348,蓝箭电子,21.81,0.69,0.15,100578.0,217917707.26,2.26,21.91,21.42,21.66,21.66,0.95,6.48,-179.51,3.47,5234400000.0,3383585298.0,0.05,-0.05,13.12,2.39
1254,300471,厚普股份,11.62,0.69,0.08,107931.0,124989337.34,2.17,11.74,11.49,11.6,11.54,0.84,2.94,185.41,4.08,4696407247.0,4259334077.0,0.09,0.17,18.57,22.83
1255,000526,学大教育,53.85,0.69,0.37,20520.0,110411742.0,2.67,54.48,53.05,53.4,53.48,1.03,1.72,22.24,7.69,6562220720.0,6436693677.0,0.0,0.02,0.65,28.03
1256,300119,瑞普生物,21.98,0.69,0.15,73679.0,161878394.0,1.56,22.15,21.81,21.85,21.83,0.97,2.2,22.02,2.31,10215308438.0,7362465222.0,-0.05,0.14,-10.03,21.57
1257,603162,海通发展,8.86,0.68,0.06,176666.0,157595676.0,3.07,9.05,8.78,8.8,8.8,2.13,6.41,47.18,1.97,8197368822.0,2441162983.0,-0.11,0.0,0.68,-2.64
1258,688601,力芯微,43.07,0.68,0.29,36687.0,156618165.0,2.62,43.28,42.16,42.81,42.78,0.99,2.74,144.34,4.71,5758144589.0,5758144589.0,0.0,0.16,19.84,4.97
1259,688789,宏华数科,74.2,0.68,0.5,10278.0,75742983.0,1.53,74.33,73.2,73.51,73.7,0.6,0.57,30.73,4.21,13315288834.0,13315288834.0,0.19,0.11,11.5,12.8
1260,301153,中科江南,25.24,0.68,0.17,50664.0,127543293.08,1.48,25.35,24.98,25.05,25.07,1.19,1.54,-48.68,5.27,8905948639.0,8309765402.0,-0.04,-0.04,6.09,-9.08
1261,688766,普冉股份,68.54,0.68,0.46,39904.0,270850073.0,2.51,68.71,67.0,68.28,68.08,1.0,2.7,137.38,4.6,10147285451.0,10147285451.0,0.2,0.23,10.98,-4.91
1262,603068,博通集成,35.46,0.68,0.24,44407.0,156565328.0,2.33,35.66,34.84,35.1,35.22,0.96,2.95,80.85,3.16,5334069294.0,5334069294.0,-0.11,-0.03,8.57,28.25
1263,002797,第一创业,7.5,0.67,0.05,824240.0,616254709.46,1.07,7.51,7.43,7.46,7.45,1.11,1.96,66.77,1.92,31518000000.0,31518000000.0,0.0,0.13,10.78,-9.53
1264,601766,中国中车,7.55,0.67,0.05,716157.0,540881392.0,1.33,7.58,7.48,7.5,7.5,0.88,0.29,17.74,1.26,216676423864.0,183674875262.0,0.0,0.0,3.28,-9.9
1265,603950,长源东谷,25.37,0.67,0.17,161406.0,402255045.0,4.72,25.68,24.49,24.7,25.2,2.07,4.99,26.47,3.06,8223198396.0,8209904516.0,0.2,0.12,-0.43,45.89
1266,002608,江苏国信,7.55,0.67,0.05,137873.0,103580904.0,0.93,7.55,7.48,7.51,7.5,0.82,0.36,8.25,0.88,28524501765.0,28524501765.0,0.0,0.13,2.03,-0.26
1267,688048,长光华芯,75.0,0.67,0.5,112610.0,829634128.0,5.84,75.85,71.5,74.0,74.5,1.16,10.6,-440.74,4.44,13220995725.0,7965745725.0,-0.12,0.11,36.76,92.36
1268,301468,博盈特焊,26.85,0.67,0.18,32348.0,86745636.94,3.6,27.38,26.42,26.56,26.67,0.79,4.21,63.47,1.54,3544200000.0,2064462374.0,0.04,-0.04,23.39,29.58
1269,601658,邮储银行,6.0,0.67,0.04,1470513.0,886074649.0,2.01,6.08,5.96,5.96,5.96,0.86,0.22,7.14,0.75,720570320952.0,402734371200.0,0.0,0.0,13.21,10.7
1270,001326,联域股份,36.53,0.66,0.24,10712.0,39018541.0,1.85,36.83,36.16,36.79,36.29,1.24,4.44,56.26,2.2,2673996000.0,880494572.0,0.11,0.3,10.97,9.04
1271,001332,锡装股份,39.82,0.66,0.26,10769.0,42754742.78,1.87,40.15,39.41,39.58,39.56,0.91,3.99,23.61,1.84,4380200000.0,1075140000.0,-0.03,-0.03,15.12,15.69
1272,600908,无锡银行,6.14,0.66,0.04,138151.0,84942056.0,1.31,6.17,6.09,6.1,6.1,0.99,0.69,5.45,0.64,13475345607.0,12275779763.0,0.0,-0.16,10.63,7.91
1273,301369,联动科技,62.48,0.66,0.41,26278.0,162871577.97,3.22,62.88,60.88,61.51,62.07,0.95,10.5,-417.69,2.99,4403513425.0,1563566249.0,0.03,-0.03,31.01,19.88
1274,688181,八亿时空,33.32,0.66,0.22,72014.0,240141901.0,3.9,33.96,32.67,33.1,33.1,1.43,5.35,46.59,2.17,4480925113.0,4480925113.0,-0.06,-0.15,9.79,1.28
1275,600060,海信视像,21.49,0.66,0.14,90342.0,193975998.0,1.12,21.54,21.3,21.42,21.35,0.64,0.7,12.66,1.47,28043853738.0,27831578398.0,0.05,0.05,-6.85,12.75
1276,002165,红 宝 丽,9.21,0.66,0.06,503888.0,463199741.82,2.84,9.33,9.07,9.16,9.15,0.83,6.93,76.95,3.34,6771835199.0,6701467658.0,0.0,0.0,-24.01,117.22
1277,300182,捷成股份,6.13,0.66,0.04,1364503.0,841976380.77,3.28,6.25,6.05,6.08,6.09,0.73,6.04,31.13,1.96,16329251124.0,13851092575.0,0.0,0.0,16.98,4.43
1278,300321,同大股份,33.34,0.66,0.22,27169.0,89464590.92,2.39,33.37,32.58,33.02,33.12,0.84,3.06,255.83,4.73,2960592000.0,2955964408.0,0.0,0.12,11.73,62.48
1279,000592,平潭发展,3.03,0.66,0.02,569313.0,172194299.03,1.33,3.04,3.0,3.01,3.01,1.47,2.97,338.26,3.1,5853296103.0,5802730120.0,0.33,0.0,-2.26,5.57
1280,601066,中信建投,26.09,0.66,0.17,111003.0,288313234.0,0.93,26.09,25.85,25.92,25.92,1.08,0.17,27.46,2.62,202372167254.0,169472057303.0,0.0,0.15,10.69,1.32
1281,300571,平治信息,32.11,0.66,0.21,50016.0,159669977.32,2.16,32.2,31.51,31.7,31.9,0.76,4.33,106.45,3.08,4480253520.0,3712027422.0,0.0,-0.06,-0.34,28.03
1282,301377,鼎泰高科,55.71,0.65,0.36,64868.0,358534855.7,5.33,56.66,53.71,55.31,55.35,0.98,9.13,78.67,9.37,22841100000.0,3956747040.0,0.05,0.13,96.16,166.94
1283,000723,美锦能源,4.65,0.65,0.03,503358.0,233227477.14,1.3,4.66,4.6,4.64,4.62,1.27,1.14,-14.27,1.5,20476163140.0,20442537269.0,0.0,0.0,8.39,3.1
1284,000937,冀中能源,6.24,0.65,0.04,142110.0,88644121.26,1.13,6.27,6.2,6.22,6.2,0.79,0.41,17.28,1.14,22049332344.0,21424379508.0,0.0,0.0,1.46,9.09
1285,002317,众生药业,21.59,0.65,0.14,766212.0,1685076415.11,6.53,22.8,21.4,21.78,21.45,1.08,10.06,55.53,4.8,18349998998.0,16443319796.0,0.0,0.05,77.55,80.67
1286,603324,盛剑科技,27.77,0.65,0.18,37617.0,103804038.0,2.5,27.94,27.25,27.69,27.59,1.16,2.52,50.19,2.48,4139786646.0,4139786646.0,0.0,0.14,14.42,7.76
1287,300328,宜安科技,12.37,0.65,0.08,571752.0,707753317.53,3.34,12.59,12.18,12.34,12.29,1.2,8.33,-349.97,7.86,8540539932.0,8490371851.0,-0.08,-0.08,4.48,68.07
1288,300145,南方泵业,4.62,0.65,0.03,2232859.0,1038990574.6,6.1,4.79,4.51,4.55,4.59,0.97,11.73,33.24,3.29,8874559090.0,8796449051.0,0.0,0.0,29.41,24.53
1289,002003,伟星股份,11.03,0.64,0.07,38858.0,42818480.01,1.37,11.08,10.93,10.96,10.96,0.85,0.38,32.12,3.13,12892852873.0,11231463358.0,-0.09,0.18,-1.87,-20.48
1290,600566,济川药业,26.79,0.64,0.17,90136.0,241513063.0,1.88,27.09,26.59,26.63,26.62,1.44,0.98,14.0,1.87,24664499081.0,24532893206.0,0.0,0.07,6.61,-0.78
1291,601877,正泰电器,23.65,0.64,0.15,120901.0,284404601.0,1.4,23.68,23.35,23.5,23.5,1.31,0.56,10.92,1.21,50823116282.0,50823116282.0,0.0,-0.08,7.01,3.68
1292,688363,华熙生物,53.65,0.64,0.34,63285.0,342452461.0,2.95,54.98,53.41,54.6,53.31,1.85,1.31,63.4,3.76,25842037683.0,25842037683.0,-0.02,-0.02,6.26,5.34
1293,300466,赛摩智能,10.98,0.64,0.07,254690.0,281724779.0,4.22,11.28,10.82,10.9,10.91,1.56,6.06,-132.66,8.18,5880118390.0,4611449102.0,0.0,0.18,-0.99,47.38
1294,603900,莱绅通灵,10.96,0.64,0.07,278550.0,305544408.0,3.95,11.18,10.75,10.81,10.89,0.98,8.16,33.17,1.94,3759541286.0,3742936886.0,-0.18,-0.18,35.64,98.19
1295,600067,冠城新材,3.16,0.64,0.02,173888.0,54772083.0,1.27,3.17,3.13,3.14,3.14,1.18,1.25,31.59,0.75,4397673215.0,4397673215.0,-0.32,-0.32,9.34,19.25
1296,301630,同宇新材,178.35,0.64,1.14,19276.0,339973375.46,4.38,181.0,173.23,176.0,177.21,0.93,19.28,53.8,4.47,7134000000.0,1783500000.0,0.07,0.11,112.32,112.32
1297,301133,金钟股份,25.19,0.64,0.16,25909.0,65448762.31,3.92,25.88,24.9,25.14,25.03,1.55,2.69,61.49,2.69,2685835738.0,2426830772.0,0.04,0.08,10.82,15.39
1298,600877,电科芯片,14.05,0.64,0.09,845689.0,1166473255.0,6.38,14.29,13.4,13.9,13.96,3.94,7.14,334.36,6.73,16636035863.0,16636035863.0,-0.14,-0.21,15.83,6.52
1299,002345,潮宏基,15.79,0.64,0.1,152253.0,239763136.63,1.53,15.85,15.61,15.7,15.69,0.49,1.76,18.57,4.01,14029615644.0,13689998923.0,0.06,0.13,57.9,183.99
1300,000037,深南电A,9.41,0.64,0.06,127304.0,118927877.4,2.35,9.44,9.22,9.3,9.35,1.01,3.76,-115.24,3.85,5671996028.0,3189125692.0,0.0,0.0,8.91,18.22
1301,688500,慧辰股份,85.98,0.64,0.55,32656.0,284663282.0,6.79,89.8,84.0,84.01,85.43,0.64,4.45,-91.54,8.75,6465413126.0,6303701942.0,-0.02,0.09,164.8,150.67
1302,301045,天禄科技,25.63,0.63,0.16,29538.0,75098023.0,2.28,25.68,25.1,25.51,25.47,0.77,4.39,129.27,2.84,2827459516.0,1723336954.0,-0.04,-0.04,20.27,16.13
1303,603383,顶点软件,41.32,0.63,0.26,49391.0,203807664.0,2.36,41.78,40.81,41.3,41.06,0.95,2.42,99.49,6.17,8486589972.0,8449858145.0,-0.02,-0.07,4.63,11.98
1304,002098,浔兴股份,9.56,0.63,0.06,66517.0,63321403.0,1.05,9.57,9.47,9.53,9.5,1.13,1.86,16.51,2.56,3422480000.0,3422336600.0,0.0,0.1,1.16,21.17
1305,603128,华贸物流,6.41,0.63,0.04,324429.0,207262041.0,1.41,6.43,6.34,6.38,6.37,1.34,2.48,17.85,1.43,8390988027.0,8390988027.0,0.0,0.16,-1.69,2.4
1306,300673,佩蒂股份,16.07,0.63,0.1,75773.0,122449056.5,2.13,16.32,15.98,16.02,15.97,1.35,4.68,44.97,2.27,3998700350.0,2603216406.0,0.0,0.12,-8.9,-7.54
1307,688027,国盾量子,277.6,0.63,1.75,10237.0,282248172.0,1.95,278.39,273.0,277.0,275.85,1.03,1.27,-600.13,8.87,28554213878.0,22311925112.0,0.0,-0.03,14.17,-6.96
1308,300049,福瑞股份,49.21,0.63,0.31,67056.0,330261317.62,3.62,50.28,48.51,49.16,48.9,0.74,2.87,113.84,7.32,13039464039.0,11490601040.0,0.0,-0.08,61.45,56.02
1309,300879,大叶股份,33.4,0.63,0.21,69862.0,232490294.9,2.11,33.65,32.95,33.16,33.19,0.7,3.48,8.7,4.85,6760121022.0,6714350163.0,0.06,0.15,-38.01,113.28
1310,300061,旗天科技,12.88,0.63,0.08,200776.0,257460492.32,2.03,12.96,12.7,12.77,12.8,1.16,3.24,749.74,15.3,8487838560.0,7992551800.0,-0.08,0.0,1.26,-0.16
1311,002014,永新股份,11.45,0.62,0.07,43580.0,49813932.28,1.32,11.51,11.36,11.38,11.38,1.31,0.72,19.72,3.05,7013031866.0,6919650818.0,0.09,0.17,2.6,10.74
1312,300824,北鼎股份,12.92,0.62,0.08,87996.0,114111422.5,2.57,13.18,12.85,12.85,12.84,1.23,2.78,37.76,5.85,4216334531.0,4089119366.0,0.0,0.0,6.34,33.75
1313,000988,华工科技,51.7,0.62,0.32,298318.0,1531532886.37,1.95,51.85,50.85,50.98,51.38,0.88,2.97,31.71,5.01,51984489952.0,51957758467.0,-0.02,0.08,23.89,19.95
1314,600397,安源煤业,6.49,0.62,0.04,409453.0,262599193.0,4.65,6.55,6.25,6.54,6.45,1.27,4.14,-13.34,54.74,6424839634.0,6424839634.0,0.0,0.15,8.17,53.79
1315,002708,光洋股份,11.37,0.62,0.07,170999.0,194137410.8,1.86,11.44,11.23,11.28,11.3,0.91,3.33,62.8,3.87,6391053885.0,5844124537.0,0.09,0.0,-8.53,2.06
1316,301510,固高科技,32.72,0.62,0.2,71272.0,233586649.0,2.89,33.25,32.31,32.5,32.52,0.84,2.55,419.81,9.56,13088327200.0,9134090987.0,0.03,0.03,0.15,25.56
1317,301315,威士顿,55.0,0.62,0.34,29635.0,162493884.0,1.65,55.2,54.3,54.58,54.66,1.04,8.01,210.85,4.83,4840000000.0,2035000000.0,0.04,0.26,15.5,-18.99
1318,002472,双环传动,35.82,0.62,0.22,157043.0,560032555.88,2.05,35.96,35.23,35.6,35.6,0.69,2.08,27.5,3.41,30365091910.0,26986443841.0,0.03,-0.03,7.18,17.83
1319,688800,瑞可达,68.4,0.62,0.42,141902.0,970472007.0,6.03,70.9,66.8,70.8,67.98,0.71,6.9,46.52,6.63,14068124514.0,14068124514.0,-0.03,0.01,70.66,78.45
1320,688787,海天瑞声,128.9,0.62,0.8,23370.0,298127275.0,2.94,129.77,126.0,128.5,128.1,0.88,3.87,5231.01,10.74,7775915702.0,7775915702.0,-0.02,0.42,40.11,31.3
1321,603113,金能科技,8.09,0.62,0.05,179456.0,144178232.0,2.74,8.15,7.93,8.02,8.04,1.07,2.12,22.58,0.82,6859934738.0,6859934738.0,-0.12,0.12,26.41,46.82
1322,601958,金钼股份,13.06,0.62,0.08,308371.0,399945813.0,2.31,13.1,12.8,12.92,12.98,0.97,0.96,15.27,2.28,42139453464.0,42139453464.0,0.08,0.08,35.9,35.2
1323,603391,力聚热能,40.3,0.62,0.25,12116.0,48749182.0,1.15,40.45,39.99,40.19,40.05,2.0,5.33,27.27,1.78,3667300000.0,916825000.0,-0.02,0.0,8.68,-1.32
1324,600098,广州发展,6.58,0.61,0.04,173752.0,114301110.0,1.07,6.61,6.54,6.56,6.54,0.69,0.5,12.75,0.89,23071499191.0,23021774763.0,-0.15,-0.15,4.94,6.99
1325,001395,亚联机械,46.19,0.61,0.28,14162.0,65417011.99,1.26,46.43,45.85,45.98,45.91,1.45,7.19,20.46,3.63,4029615600.0,909359112.0,0.04,-0.02,0.17,150.22
1326,601377,兴业证券,6.63,0.61,0.04,692808.0,458238875.0,1.06,6.64,6.57,6.6,6.59,1.05,0.8,27.72,1.06,57256595759.0,57256595759.0,0.0,0.0,13.72,5.91
1327,600641,万业企业,14.8,0.61,0.09,118455.0,174746545.0,2.38,14.91,14.56,14.73,14.71,1.29,1.27,-168.08,1.69,13773322816.0,13773322816.0,-0.07,0.07,5.04,1.51
1328,001206,依依股份,26.57,0.61,0.16,64639.0,170778142.61,3.18,26.78,25.94,26.44,26.41,0.97,6.08,22.7,2.7,4912628479.0,2824801799.0,0.0,0.0,29.74,64.42
1329,000620,盈新发展,1.66,0.61,0.01,468643.0,77711492.43,2.42,1.68,1.64,1.66,1.65,1.12,1.0,-23.8,2.01,9747212966.0,7755066388.0,0.61,0.0,-4.6,-24.2
1330,688383,新益昌,76.49,0.61,0.46,20723.0,156765057.0,3.55,76.89,74.19,75.78,76.03,0.63,2.03,166.98,5.7,7812199064.0,7812199064.0,0.09,0.07,50.45,71.23
1331,834058,华洋赛车,35.21,0.6,0.21,6373.0,22462227.55,1.66,35.47,34.89,35.15,35.0,1.2,2.31,42.87,6.11,1974825031.0,970314469.0,0.14,-0.03,-4.14,37.27
1332,003010,若羽臣,51.98,0.6,0.31,85690.0,446076881.85,4.49,53.2,50.88,51.76,51.67,0.78,5.41,103.63,11.53,11366480946.0,8229669357.0,-0.13,-0.13,22.02,162.92
1333,605080,浙江自然,27.0,0.6,0.16,23109.0,62361274.0,1.3,27.1,26.75,26.84,26.84,1.16,1.65,9.95,1.82,3822472080.0,3789482400.0,0.07,0.07,-16.2,15.88
1334,002491,通鼎互联,5.02,0.6,0.03,232475.0,115955753.22,1.4,5.02,4.95,4.99,4.99,0.65,1.98,11.73,2.31,6174572390.0,5905873732.0,0.0,0.2,-3.09,-2.33
1335,601963,重庆银行,10.27,0.59,0.06,90561.0,93066365.0,2.06,10.34,10.13,10.13,10.21,0.76,0.48,5.49,0.67,35683985608.0,19301446185.0,-0.19,0.1,-8.22,15.78
1336,300893,松原安全,25.76,0.59,0.15,21266.0,54578515.8,1.8,25.88,25.42,25.71,25.61,0.9,1.34,27.77,6.16,8163707783.0,4080064499.0,0.04,-0.12,3.75,24.44
1337,300918,南山智尚,20.29,0.59,0.12,231330.0,473973731.74,4.71,21.0,20.05,20.81,20.17,1.04,5.32,68.83,2.76,10269467524.0,8820181818.0,-0.05,0.05,-7.86,99.7
1338,002668,TCL智家,10.31,0.59,0.06,122794.0,127060619.5,1.76,10.43,10.25,10.29,10.25,0.88,1.13,9.26,4.1,11177188823.0,11177188823.0,0.0,0.1,-2.0,-21.42
1339,000958,电投产融,6.77,0.59,0.04,338294.0,227987775.08,1.49,6.79,6.69,6.73,6.73,1.21,0.63,34.47,1.83,36445743380.0,36445591055.0,0.0,0.0,-11.15,9.9
1340,300805,电声股份,11.86,0.59,0.07,117238.0,138492708.0,2.46,11.95,11.66,11.8,11.79,1.16,4.07,290.04,3.29,5031647601.0,3417610713.0,0.08,0.08,4.31,7.23
1341,688105,诺唯赞,25.73,0.59,0.15,28334.0,72697460.0,2.46,26.05,25.42,25.58,25.58,0.89,0.71,1339.55,2.66,10233709817.0,10233709817.0,0.23,0.31,17.11,16.85
1342,688593,新相微,17.04,0.59,0.1,92406.0,155784326.0,3.54,17.2,16.6,16.97,16.94,1.21,2.86,895.87,5.05,7830381180.0,5498496560.0,-0.06,-0.12,0.83,-6.89
1343,600162,香江控股,1.71,0.59,0.01,212600.0,36451232.0,1.76,1.73,1.7,1.7,1.7,0.94,0.65,-61.59,0.96,5589029189.0,5589029189.0,0.0,0.0,3.01,-10.47
1344,301356,天振股份,18.86,0.59,0.11,25399.0,47961417.61,3.15,19.17,18.58,18.76,18.75,1.75,4.63,37.07,1.37,4073760000.0,1033716600.0,-0.11,0.16,11.07,19.67
1345,601916,浙商银行,3.39,0.59,0.02,1618880.0,548035022.0,0.89,3.4,3.37,3.38,3.37,0.65,0.75,3.91,0.54,93105115915.0,73035637915.0,0.3,0.0,15.7,23.27
1346,688380,中微半导,29.05,0.59,0.17,77267.0,223879705.0,3.12,29.43,28.53,28.8,28.88,1.1,4.57,84.48,3.97,11630603250.0,4911338250.0,0.1,-0.07,8.64,-2.02
1347,603319,美湖股份,34.37,0.59,0.2,365176.0,1262618417.0,4.36,35.38,33.89,34.31,34.17,1.04,10.77,53.58,4.86,11656574433.0,11656574433.0,0.12,0.03,35.0,146.91
1348,002947,恒铭达,38.08,0.58,0.22,136742.0,518928358.05,2.59,38.44,37.46,37.58,37.86,0.95,7.11,22.54,3.13,9756451515.0,7326805591.0,0.0,0.0,16.27,16.31
1349,300827,上能电气,24.24,0.58,0.14,169609.0,408570663.97,1.83,24.29,23.85,24.11,24.1,0.87,4.42,34.73,5.51,12176875863.0,9292256088.0,0.0,0.04,16.26,-22.65
1350,000933,神火股份,18.92,0.58,0.11,168418.0,319012812.54,2.29,19.14,18.71,18.73,18.81,0.64,0.75,15.02,1.99,42557712765.0,42525641095.0,-0.05,0.05,13.29,15.37
1351,002714,牧原股份,47.02,0.58,0.27,234410.0,1102111390.95,1.18,47.25,46.7,46.75,46.75,0.89,0.62,14.3,3.56,256859445870.0,179174136698.0,0.06,0.09,21.59,24.13
1352,000728,国元证券,8.67,0.58,0.05,294760.0,254961636.12,0.93,8.69,8.61,8.65,8.62,0.84,0.68,13.47,1.0,37833954315.0,37833954315.0,-0.12,0.12,15.14,5.73
1353,302132,中航成飞,85.62,0.58,0.49,160273.0,1366655738.71,3.09,86.77,84.14,85.0,85.13,0.88,2.71,366.13,12.8,229186107033.0,50580913924.0,-0.02,0.11,-1.09,20.35
1354,600395,盘江股份,5.18,0.58,0.03,139227.0,72001465.0,1.55,5.21,5.13,5.16,5.15,1.09,0.65,-26.58,1.08,11119516951.0,11119516951.0,0.0,0.0,10.92,1.77
1355,300496,中科创达,60.3,0.58,0.35,142562.0,853849973.52,2.19,60.58,59.27,59.98,59.95,1.01,3.88,74.91,2.81,27738724746.0,22182974960.0,0.02,0.03,7.43,1.34
1356,600448,华纺股份,3.48,0.58,0.02,422913.0,146757162.0,1.45,3.49,3.44,3.46,3.46,1.21,6.71,1154.54,1.82,2191772424.0,2191772424.0,0.0,0.29,-33.97,31.32
1357,002928,华夏航空,8.67,0.58,0.05,152961.0,131741870.25,1.86,8.68,8.52,8.62,8.62,1.35,1.2,33.8,3.22,11082354239.0,11082354239.0,-0.12,0.0,14.38,11.73
1358,002911,佛燃能源,10.46,0.58,0.06,44417.0,46458144.52,0.96,10.49,10.39,10.41,10.4,1.61,0.35,21.94,1.62,13571863190.0,13141649572.0,-0.1,-0.19,2.05,-13.98
1359,300863,卡倍亿,36.27,0.58,0.21,23685.0,85801261.94,1.69,36.51,35.9,36.0,36.06,0.9,1.31,32.17,4.46,6835800952.0,6560112609.0,-0.06,-0.03,12.57,14.09
1360,688366,昊海生科,55.22,0.58,0.32,13855.0,76765487.0,2.19,56.02,54.82,54.94,54.9,1.51,0.71,35.55,2.31,12843128066.0,10715543433.0,0.05,0.13,9.04,-7.95
1361,688080,映翰通,48.61,0.58,0.28,20225.0,97441394.0,2.77,48.93,47.59,48.57,48.33,1.0,2.74,40.3,3.41,3589938040.0,3589938040.0,0.23,0.02,14.35,48.56
1362,600846,同济科技,10.37,0.58,0.06,44675.0,46201667.0,1.26,10.4,10.27,10.29,10.31,0.63,0.72,18.51,1.6,6478776921.0,6478776921.0,0.0,0.1,10.55,20.3
1363,300238,冠昊生物,17.62,0.57,0.1,160370.0,282750073.84,3.2,17.92,17.36,17.49,17.52,0.81,6.05,78.57,8.38,4672043452.0,4671662525.0,-0.06,0.46,32.68,46.35
1364,002958,青农商行,3.52,0.57,0.02,285877.0,100565897.48,0.86,3.53,3.5,3.51,3.5,0.64,0.58,4.14,0.55,19555779728.0,17387542065.0,0.28,0.28,7.98,20.55
1365,603348,文灿股份,21.34,0.57,0.12,31896.0,67918278.0,1.18,21.37,21.12,21.22,21.22,0.97,1.01,434.61,1.59,6710943277.0,6710943277.0,0.05,0.0,1.62,-9.23
1366,301269,华大九天,112.08,0.57,0.63,50560.0,562666691.74,2.82,112.85,109.71,111.02,111.45,1.08,0.93,1566.12,12.21,60852913357.0,60852913357.0,-0.01,0.01,-3.34,-7.33
1367,600127,金健米业,7.05,0.57,0.04,250894.0,176718917.0,1.43,7.08,6.98,7.0,7.01,1.64,3.91,123.45,6.69,4524571687.0,4524571687.0,0.14,0.0,1.73,4.75
